sim_ind	M1	M2	M3	a_o	r_p_o	e_o	inc_o	Omega_o	omega_o	e_i	inc_i	Omega_i	omega_i	f_i	final_time	outer_orbits	outer_orbits_RW	disrupted
18	1	0.5	1	32.7112	3.2711	0.9	0	0	0	0.5	0.7653	0.3602	0.9204	0.2179	424277	4	2.3	1
19	1	0.5	1	29.0523	2.9052	0.9	0	0	0	0.5	2.3191	5.368	3.083	1.0327	323386.3	20	27.3	1
20	1	0.5	1	22.9017	2.2902	0.9	0	0	0	0.5	2.4444	1.4896	5.0868	2.1299	482088.5	25	29.5	1
21	1	0.5	1	42.0818	4.2082	0.9	0	0	0	0.5	1.0622	4.9885	3.8789	2.4319	208279277.9	185	66	1
22	1	0.5	1	29.3766	2.9377	0.9	0	0	0	0.5	1.1395	5.6375	3.577	3.0311	16753011.2	305	0.9	1
23	1	0.5	1	26.1191	2.6119	0.9	0	0	0	0.5	1.4572	2.9304	4.1986	2.0022	432505.9	49	0.9	1
24	1	0.5	1	37.1785	3.7179	0.9	0	0	0	0.5	1.5074	1.7096	0.3886	3.4397	7892183.5	524	22.7	1
25	1	0.5	1	43.6145	4.3614	0.9	0	0	0	0.5	2.2412	1.0246	2.5334	3.3231	34376524.8	1462	2585.9	1
26	1	0.5	1	40.0021	4.0002	0.9	0	0	0	0.5	1.2224	4.4819	2.092	1.3688	1127923075.6	35	31.9	1
27	1	0.5	1	24.5304	2.453	0.9	0	0	0	0.5	1.5942	4.7561	3.5823	2.9628	314824.2	50	1	1
28	1	0.5	1	32.4135	3.2413	0.9	0	0	0	0.5	0.6721	0.1539	4.2393	2.8476	47730217.7	93	2.2	1
29	1	0.5	1	23.133	2.3133	0.9	0	0	0	0.5	2.4572	4.8638	3.0792	5.5268	478886.7	13	14.1	1
30	1	0.5	1	31.4852	3.1485	0.9	0	0	0	0.5	2.5668	0.2928	0.3565	3.0424	15006626.1	396	180.2	1
31	1	0.5	1	24.497	2.4497	0.9	0	0	0	0.5	1.8373	3.176	5.2777	2.1705	196713.2	15	2	1
32	1	0.5	1	34.5607	3.4561	0.9	0	0	0	0.5	0.7415	4.2312	4.6137	1.3656	1373618.8	15	6.2	1
33	1	0.5	1	31.1823	3.1182	0.9	0	0	0	0.5	1.445	0.7608	5.1635	3.3641	338255.3	16	3	1
34	1	0.5	1	24.399	2.4399	0.9	0	0	0	0.5	1.8555	0.461	3.9166	2.1802	505026	19	2.8	1
35	1	0.5	1	42.6268	4.2627	0.9	0	0	0	0.5	2.6924	0.5539	2.5178	0.0981	349454543.4	8960	13525.6	0
36	1	0.5	1	32.8439	3.2844	0.9	0	0	0	0.5	1.72	4.449	3.1004	2.7823	85597938.7	12	10	1
37	1	0.5	1	39.6795	3.968	0.9	0	0	0	0.5	2.7241	3.3473	4.0503	2.3097	109191992	2347	5776.3	0
38	1	0.5	1	23.4104	2.341	0.9	0	0	0	0.5	1.196	0.1032	0.1349	4.0764	26342.3	1	0.2	1
39	1	0.5	1	24.4817	2.4482	0.9	0	0	0	0.5	2.2736	5.9045	0.7217	4.1886	8286885.7	99	10.7	1
40	1	0.5	1	20.3166	2.0317	0.9	0	0	0	0.5	1.1483	4.1293	2.6929	3.958	169841.1	17	0.2	1
41	1	0.5	1	20.6831	2.0683	0.9	0	0	0	0.5	1.2586	0.1267	5.811	3.4317	421764.1	17	0.2	1
42	1	0.5	1	38.7167	3.8717	0.9	0	0	0	0.5	1.4825	5.0942	0.1218	2.1162	12935128.8	434	31.6	1
43	1	0.5	1	41.4473	4.1447	0.9	0	0	0	0.5	0.6903	4.1559	1.2742	3.7565	35109281.4	310	55.9	1
44	1	0.5	1	26.3356	2.6336	0.9	0	0	0	0.5	1.2782	5.8234	3.6311	5.9228	218142.8	14	0.6	1
45	1	0.5	1	25.9721	2.5972	0.9	0	0	0	0.5	1.8485	3.7042	4.0361	2.3438	2853351.7	12	3.1	1
46	1	0.5	1	34.4986	3.4499	0.9	0	0	0	0.5	1.6115	3.3968	6.2582	5.1132	6178410.9	6	12.3	1
47	1	0.5	1	38.1357	3.8136	0.9	0	0	0	0.5	0.5998	5.6583	0.0968	4.5609	1497462.5	8	6.7	1
48	1	0.5	1	36.4593	3.6459	0.9	0	0	0	0.5	1.6765	3.903	5.0461	2.2882	13312519.8	64	28.9	1
49	1	0.5	1	41.0583	4.1058	0.9	0	0	0	0.5	1.0542	6.0453	2.787	4.3943	10475653	361	29.5	1
50	1	0.5	1	39.3571	3.9357	0.9	0	0	0	0.5	1.2085	5.4941	5.9546	0.2605	9856989.8	211	20.9	1
51	1	0.5	1	41.8286	4.1829	0.9	0	0	0	0.5	2.2838	0.0995	0.8438	2.3862	161662262.8	1653	2049.5	0
52	1	0.5	1	40.6426	4.0643	0.9	0	0	0	0.5	1.913	5.4759	2.7953	2.8339	15136609.7	610	231.9	1
53	1	0.5	1	39.0797	3.908	0.9	0	0	0	0.5	2.4783	1.128	1.7756	4.1783	503154397.1	1013	2765.1	1
54	1	0.5	1	22.1934	2.2193	0.9	0	0	0	0.5	0.4949	3.3228	0.2115	2.4305	28154	1	0.1	1
55	1	0.5	1	32.6615	3.2661	0.9	0	0	0	0.5	2.1333	2.4892	2.6718	3.1045	977725.1	49	39	1
56	1	0.5	1	36.541	3.6541	0.9	0	0	0	0.5	0.2001	5.873	1.4272	0.9405	2345906.7	19	3.8	1
57	1	0.5	1	28.4646	2.8465	0.9	0	0	0	0.5	1.1949	1.8185	1.535	3.0816	1336541.6	31	0.8	1
58	1	0.5	1	34.5272	3.4527	0.9	0	0	0	0.5	2.7419	3.5938	2.6178	2.4032	16038798.1	505	1052.3	1
59	1	0.5	1	37.4498	3.745	0.9	0	0	0	0.5	0.6058	4.3393	1.5036	4.1487	3066688.5	52	11.7	1
60	1	0.5	1	21.6201	2.162	0.9	0	0	0	0.5	2.6308	2.7037	3.9531	4.3156	589693	64	30.9	1
61	1	0.5	1	39.7834	3.9783	0.9	0	0	0	0.5	1.6793	1.4053	1.0049	3.2879	62025391.5	692	97.9	1
62	1	0.5	1	22.6525	2.2653	0.9	0	0	0	0.5	2.5161	2.1777	1.2518	4.272	861446.8	42	30.3	1
63	1	0.5	1	24.9108	2.4911	0.9	0	0	0	0.5	1.3646	3.2865	2.7287	3.0571	9678370.2	3	0.5	1
64	1	0.5	1	42.6228	4.2623	0.9	0	0	0	0.5	1.4778	1.1614	0.4674	3.1113	645762558.2	490	148.2	1
65	1	0.5	1	41.2404	4.124	0.9	0	0	0	0.5	2.1529	0.4981	2.2584	3.6874	423346119.2	1026	1115.2	1
66	1	0.5	1	27.9443	2.7944	0.9	0	0	0	0.5	1.9656	4.9275	4.6161	2.4014	10849294	92	5.8	1
67	1	0.5	1	37.3114	3.7311	0.9	0	0	0	0.5	1.5169	3.7379	5.8958	1.5975	5822375.1	210	24.6	1
68	1	0.5	1	23.365	2.3365	0.9	0	0	0	0.5	2.3365	2.3454	5.0665	3.9347	228976.8	26	12.3	1
69	1	0.5	1	32.0141	3.2014	0.9	0	0	0	0.5	0.9243	4.368	5.5752	2.0384	363752.8	3	1.8	1
70	1	0.5	1	38.8579	3.8858	0.9	0	0	0	0.5	0.6581	5.1053	2.8197	2.5967	21835471.9	157	9.3	1
71	1	0.5	1	22.0826	2.2083	0.9	0	0	0	0.5	2.4542	3.7885	1.9209	2.7779	614998.6	38	26.8	1
72	1	0.5	1	26.5487	2.6549	0.9	0	0	0	0.5	2.5903	4.6482	4.6875	2.6412	1134454.6	65	86.8	1
73	1	0.5	1	20.3428	2.0343	0.9	0	0	0	0.5	1.665	5.6308	0.5233	4.084	34877.6	7	0.7	1
74	1	0.5	1	40.8185	4.0819	0.9	0	0	0	0.5	1.0567	1.5064	0.3903	3.1005	9286478.8	36	27.7	1
75	1	0.5	1	32.6559	3.2656	0.9	0	0	0	0.5	1.4989	4.2749	1.306	4.2148	563524	27	5	1
76	1	0.5	1	38.8775	3.8878	0.9	0	0	0	0.5	1.1246	4.3648	5.7657	3.4025	14621163.7	22	17.4	1
77	1	0.5	1	29.4476	2.9448	0.9	0	0	0	0.5	1.3953	0.2767	3.4152	3.8175	36369.1	1	1.5	1
78	1	0.5	1	36.1385	3.6138	0.9	0	0	0	0.5	2.3699	3.9606	4.4452	4.4881	62222303.7	2943	391.7	1
79	1	0.5	1	34.4842	3.4484	0.9	0	0	0	0.5	2.083	4.279	3.3523	4.6777	4451578	122	49.7	1
80	1	0.5	1	24.0937	2.4094	0.9	0	0	0	0.5	2.122	1.9102	0.484	3.5653	87038.2	11	4.5	1
81	1	0.5	1	34.3169	3.4317	0.9	0	0	0	0.5	1.2576	3.8158	5.0248	3.3874	1717807.7	61	4.7	1
82	1	0.5	1	30.4661	3.0466	0.9	0	0	0	0.5	2.7351	0.2662	5.433	3.2645	9663357.5	276	346.8	1
83	1	0.5	1	27.8604	2.786	0.9	0	0	0	0.5	1.2308	4.2031	1.1592	3.2004	2456474.3	16	0.8	1
84	1	0.5	1	26.0535	2.6053	0.9	0	0	0	0.5	0.3946	1.3427	2.7118	1.9615	287967.1	33	0.2	1
85	1	0.5	1	42.3276	4.2328	0.9	0	0	0	0.5	2.4401	6.1693	0.9552	2.6011	69309009.4	1500	4628.8	0
86	1	0.5	1	42.3126	4.2313	0.9	0	0	0	0.5	2.6358	2.2961	4.3529	2.5239	93053087.6	2221	10743.6	0
87	1	0.5	1	41.7165	4.1717	0.9	0	0	0	0.5	1.0259	1.0009	3.1262	4.0738	37721482.9	492	32.8	1
88	1	0.5	1	26.3483	2.6348	0.9	0	0	0	0.5	2.0511	2.3628	3.9113	2.8254	204884.9	19	12.3	1
89	1	0.5	1	36.0082	3.6008	0.9	0	0	0	0.5	2.0248	2.2081	2.0961	3.6432	15250221.5	1158	80.7	1
90	1	0.5	1	32.2185	3.2218	0.9	0	0	0	0.5	1.4484	3.6246	0.3843	2.8897	163580.6	21	4.1	1
91	1	0.5	1	25.6702	2.567	0.9	0	0	0	0.5	0.8045	3.7173	6.0935	2.7842	31687.7	1	0.2	1
92	1	0.5	1	40.304	4.0304	0.9	0	0	0	0.5	0.4102	1.0629	1.3552	3.1775	6321668	218	18.1	1
93	1	0.5	1	37.5818	3.7582	0.9	0	0	0	0.5	1.0671	0.3449	1.2739	1.4857	3735158.6	94	10.6	1
94	1	0.5	1	36.3705	3.6371	0.9	0	0	0	0.5	1.6358	1.1301	5.4789	3.682	35254696.9	103	34.2	1
95	1	0.5	1	38.0439	3.8044	0.9	0	0	0	0.5	0.286	0.9531	1.9085	1.8423	3697309.1	3	6.8	1
96	1	0.5	1	32.7762	3.2776	0.9	0	0	0	0.5	2.6672	2.1931	1.0313	3.3559	12047747.8	327	505.6	1
97	1	0.5	1	34.7773	3.4777	0.9	0	0	0	0.5	0.93	1.1563	0.3286	4.3804	179029.9	2	3	1
98	1	0.5	1	37.8498	3.785	0.9	0	0	0	0.5	1.0931	3.176	0.4979	2.3627	4586525.7	48	11.4	1
99	1	0.5	1	41.6214	4.1621	0.9	0	0	0	0.5	2.5369	0.1747	3.7283	4.6694	83750774.7	1340	4368.9	0
100	1	0.5	1	33.1796	3.318	0.9	0	0	0	0.5	1.3993	5.4983	1.1995	3.8794	1300894	70	4.6	1
101	1	0.5	1	31.9683	3.1968	0.9	0	0	0	0.5	1.5818	5.7343	2.5778	1.4489	307349.7	8	7.2	1
102	1	0.5	1	20.3635	2.0364	0.9	0	0	0	0.5	1.8926	5.6884	0.9394	3.691	51368.2	5	1.2	1
103	1	0.5	1	42.9423	4.2942	0.9	0	0	0	0.5	1.2605	4.4725	5.1219	4.154	91306073.3	1163	92.1	1
104	1	0.5	1	29.5596	2.956	0.9	0	0	0	0.5	2.2569	3.2588	1.3874	3.7199	4284217.1	173	28.8	1
105	1	0.5	1	24.7211	2.4721	0.9	0	0	0	0.5	1.4655	4.776	2.3449	3.4389	357940	6	0.9	1
106	1	0.5	1	22.6303	2.263	0.9	0	0	0	0.5	1.3165	0.2206	2.402	0.8025	28681	1	0.5	1
107	1	0.5	1	22.1538	2.2154	0.9	0	0	0	0.5	2.3345	4.4514	2.4796	3.8576	3995422.9	50	8.3	1
108	1	0.5	1	23.1617	2.3162	0.9	0	0	0	0.5	0.8166	4.7725	4.683	3.6676	11198299.3	6	0.3	1
109	1	0.5	1	21.327	2.1327	0.9	0	0	0	0.5	0.869	0.6482	2.8499	3.8904	38047.8	2	0.1	1
110	1	0.5	1	23.5081	2.3508	0.9	0	0	0	0.5	1.4459	2.9958	3.0439	0.6784	1440293.4	177	0.4	1
111	1	0.5	1	26.2245	2.6225	0.9	0	0	0	0.5	1.852	0.7481	4.5704	3.8251	112523.6	16	2.7	1
112	1	0.5	1	28.1909	2.8191	0.9	0	0	0	0.5	1.1914	1.7501	4.3544	6.0698	1081976.6	71	0.8	1
113	1	0.5	1	33.147	3.3147	0.9	0	0	0	0.5	1.7841	2.5787	3.009	3.3923	3586593.9	73	13	1
114	1	0.5	1	30.1061	3.0106	0.9	0	0	0	0.5	2.1133	4.0552	1.8763	5.9838	11822213.1	301	18.2	1
115	1	0.5	1	42.672	4.2672	0.9	0	0	0	0.5	2.8403	0.5343	2.7615	4.6758	144395580.1	1806	22751.7	0
116	1	0.5	1	39.6533	3.9653	0.9	0	0	0	0.5	1.9129	5.1263	2.3257	4.4599	11162855	289	231.3	1
117	1	0.5	1	35.1446	3.5145	0.9	0	0	0	0.5	1.3067	3.4743	1.5149	3.8774	998472.5	5	6.4	1
118	1	0.5	1	42.0413	4.2041	0.9	0	0	0	0.5	1.7834	1.7962	3.1486	3.3813	9041406.7	144	245	1
119	1	0.5	1	25.6451	2.5645	0.9	0	0	0	0.5	1.9615	2.5749	4.3538	3.3593	1284407.5	42	3.5	1
120	1	0.5	1	33.7742	3.3774	0.9	0	0	0	0.5	1.9426	3.2795	4.714	1.7377	161962135.4	491	26	1
121	1	0.5	1	32.5509	3.2551	0.9	0	0	0	0.5	1.5623	1.071	1.3823	3.5587	5142591.1	108	5.9	1
122	1	0.5	1	24.8151	2.4815	0.9	0	0	0	0.5	1.312	1.9768	3.6247	2.9792	70147.4	10	0.5	1
123	1	0.5	1	44.9965	4.4996	0.9	0	0	0	0.5	1.0123	1.9601	0.1637	4.232	47890817.6	1606	112.1	1
124	1	0.5	1	23.8955	2.3895	0.9	0	0	0	0.5	1.3981	2.949	4.8393	3.7676	494681.6	27	0.4	1
125	1	0.5	1	42.8866	4.2887	0.9	0	0	0	0.5	2.0444	3.5985	1.4839	0.5597	307789823.2	3662	825	0
126	1	0.5	1	29.3663	2.9366	0.9	0	0	0	0.5	2.7823	3.286	1.3476	5.8737	2026139.1	50	343.7	1
127	1	0.5	1	28.3752	2.8375	0.9	0	0	0	0.5	1.3476	0.5123	4.634	2.6447	211411.5	11	1	1
128	1	0.5	1	42.7487	4.2749	0.9	0	0	0	0.5	1.0028	4.3772	5.8881	1.5338	29234691.9	155	52.4	1
129	1	0.5	1	35.9395	3.594	0.9	0	0	0	0.5	0.6929	4.7625	6.2785	3.7976	1223929.5	4	3.4	1
130	1	0.5	1	39.3651	3.9365	0.9	0	0	0	0.5	1.5993	3.8412	2.0816	3.1873	3850685.4	145	65.2	1
131	1	0.5	1	44.798	4.4798	0.9	0	0	0	0.5	2.311	2.7385	3.7076	3.6649	186521629.6	2265	5184.6	0
132	1	0.5	1	25.7262	2.5726	0.9	0	0	0	0.5	0.9524	5.3181	5.5416	3.7907	32052.1	1	0.4	1
133	1	0.5	1	21.4298	2.143	0.9	0	0	0	0.5	1.444	2.1982	5.5351	3.0162	478213.6	25	0.5	1
134	1	0.5	1	29.4083	2.9408	0.9	0	0	0	0.5	2.315	1.726	5.0653	6.0766	1610941.3	65	41.7	1
135	1	0.5	1	37.2116	3.7212	0.9	0	0	0	0.5	1.5486	0.8702	3.5003	3.021	3816018.1	96	25.7	1
136	1	0.5	1	34.5497	3.455	0.9	0	0	0	0.5	1.5414	2.6691	4.2838	2.5487	19212614.1	249	10.6	1
137	1	0.5	1	20.2245	2.0225	0.9	0	0	0	0.5	1.0944	4.0204	0.0979	3.0226	242306.5	10	0.1	1
138	1	0.5	1	23.6979	2.3698	0.9	0	0	0	0.5	1.2329	0.2044	4.2511	5.9798	79390.3	4	0.3	1
139	1	0.5	1	41.2573	4.1257	0.9	0	0	0	0.5	1.4861	3.7298	5.3317	5.734	39104202	414	95.6	1
140	1	0.5	1	23.6694	2.3669	0.9	0	0	0	0.5	2.8352	1.7967	2.7303	3.3583	2248535.8	77	92.4	1
141	1	0.5	1	34.9029	3.4903	0.9	0	0	0	0.5	0.9041	1.205	5.8584	3.0362	3189517.7	114	3.3	1
142	1	0.5	1	37.5864	3.7586	0.9	0	0	0	0.5	1.9581	1.1653	0.6167	6.2266	13235852.9	400	118.6	1
143	1	0.5	1	41.0415	4.1041	0.9	0	0	0	0.5	0.7499	1.4551	2.0435	2.7512	64453982	334	46.5	1
144	1	0.5	1	39.9578	3.9958	0.9	0	0	0	0.5	2.9639	5.2902	5.4076	1.9026	153301807	3069	11528.3	0
145	1	0.5	1	44.9142	4.4914	0.9	0	0	0	0.5	0.2207	3.732	2.1997	3.7713	13163726.1	41	74.7	1
146	1	0.5	1	27.1764	2.7176	0.9	0	0	0	0.5	2.8926	1.8215	4.1787	3.2511	3193056.2	115	260.5	1
147	1	0.5	1	35.4685	3.5468	0.9	0	0	0	0.5	2.5733	2.7555	2.7946	0.756	24481251.1	582	607.9	1
148	1	0.5	1	31.2869	3.1287	0.9	0	0	0	0.5	1.9236	4.5483	4.3308	2.7583	6175031.8	139	12.6	1
149	1	0.5	1	27.3729	2.7373	0.9	0	0	0	0.5	0.7073	2.3781	5.0377	3.2105	140560.1	7	0.8	1
150	1	0.5	1	31.4555	3.1456	0.9	0	0	0	0.5	0.9185	5.4566	4.4214	2.6416	610503.4	2	1.7	1
151	1	0.5	1	34.4716	3.4472	0.9	0	0	0	0.5	0.448	5.0774	3.2716	4.2987	280093.6	2	2	1
152	1	0.5	1	41.3356	4.1336	0.9	0	0	0	0.5	0.7333	5.5754	5.7335	3.7009	38564378.4	22	26.2	1
153	1	0.5	1	34.6445	3.4645	0.9	0	0	0	0.5	0.8796	4.6789	1.5984	3.3654	5053888	9	4.1	1
154	1	0.5	1	35.8711	3.5871	0.9	0	0	0	0.5	2.0007	1.5982	3.9693	4.2734	9490225.3	189	90.8	1
155	1	0.5	1	44.8012	4.4801	0.9	0	0	0	0.5	1.9786	4.0314	2.2278	3.1638	48638261.6	1220	1711.1	1
156	1	0.5	1	21.5764	2.1576	0.9	0	0	0	0.5	0.417	2.5076	1.8371	3.1425	21731.2	1	0.1	1
157	1	0.5	1	27.9301	2.793	0.9	0	0	0	0.5	2.163	2.9021	0.5852	3.0512	8043052	62	13.4	1
158	1	0.5	1	44.6715	4.4672	0.9	0	0	0	0.5	2.6606	2.938	0.2803	3.1431	71308217.2	1030	23352.8	0
159	1	0.5	1	21.2208	2.1221	0.9	0	0	0	0.5	1.8138	3.718	3.6281	5.0103	135136.1	21	1.1	1
160	1	0.5	1	41.4353	4.1435	0.9	0	0	0	0.5	1.0911	3.4307	3.859	3.5919	196397410.3	298	53.7	1
161	1	0.5	1	22.8196	2.282	0.9	0	0	0	0.5	1.9213	3.6918	3.2691	3.4167	22252891.3	13	1.6	1
162	1	0.5	1	31.7635	3.1764	0.9	0	0	0	0.5	1.4619	5.4957	2.6498	3.942	1719326.3	6	4.1	1
163	1	0.5	1	21.814	2.1814	0.9	0	0	0	0.5	2.1102	2.5972	6.1708	4.0954	36645.8	3	2.5	1
164	1	0.5	1	44.1295	4.413	0.9	0	0	0	0.5	0.4704	2.0587	4.0106	2.8845	98100136.2	388	68.9	1
165	1	0.5	1	21.8541	2.1854	0.9	0	0	0	0.5	1.1072	2.3598	2.2162	2.8102	108084.5	7	0.3	1
166	1	0.5	1	28.8923	2.8892	0.9	0	0	0	0.5	1.2688	0.3003	1.9355	2.1561	17338162.1	28	1.1	1
167	1	0.5	1	21.301	2.1301	0.9	0	0	0	0.5	1.2609	6.0661	2.8593	3.3175	451203.4	7	0.2	1
168	1	0.5	1	25.9639	2.5964	0.9	0	0	0	0.5	2.1599	4.0054	2.6012	0.7036	391909.9	24	8.1	1
169	1	0.5	1	34.8085	3.4808	0.9	0	0	0	0.5	0.9465	2.8056	2.4932	2.9824	1591536.9	18	4.1	1
170	1	0.5	1	33.2341	3.3234	0.9	0	0	0	0.5	1.6725	4.7517	2.3466	5.8742	4473508.6	46	14.5	1
171	1	0.5	1	37.7569	3.7757	0.9	0	0	0	0.5	1.7238	2.5779	6.11	3.2127	3669447.6	230	48.1	1
172	1	0.5	1	22.819	2.2819	0.9	0	0	0	0.5	0.8074	1.6703	1.8172	3.3534	106931.8	4	0.3	1
173	1	0.5	1	21.878	2.1878	0.9	0	0	0	0.5	2.0132	5.8869	4.119	4.1439	596827.6	5	2.3	1
174	1	0.5	1	39.2705	3.927	0.9	0	0	0	0.5	0.6335	4.5985	3.4947	4.6199	5663738.7	39	10.6	1
175	1	0.5	1	32.7831	3.2783	0.9	0	0	0	0.5	1.427	3.0164	5.4807	6.0963	1029203.9	23	6	1
176	1	0.5	1	41.0774	4.1077	0.9	0	0	0	0.5	1.9015	4.9253	2.4607	0.4712	124193944.2	701	412.8	1
177	1	0.5	1	40.6166	4.0617	0.9	0	0	0	0.5	0.6907	3.8366	6.2204	4.0261	80119178.8	1119	16.5	1
178	1	0.5	1	26.7661	2.6766	0.9	0	0	0	0.5	1.404	0.2453	1.1928	1.7584	285307.4	4	0.9	1
179	1	0.5	1	32.6214	3.2621	0.9	0	0	0	0.5	2.2555	2.8527	0.9702	3.747	2947460	177	102.3	1
180	1	0.5	1	27.4846	2.7485	0.9	0	0	0	0.5	2.0706	2.7698	1.2289	2.999	30516051	241	8	1
181	1	0.5	1	43.1618	4.3162	0.9	0	0	0	0.5	1.5015	1.747	2.597	2.1441	40461162.5	608	218.5	1
182	1	0.5	1	38.7857	3.8786	0.9	0	0	0	0.5	1.0602	4.6358	0.1159	0.8516	29653687.6	334	12.3	1
183	1	0.5	1	20.7514	2.0751	0.9	0	0	0	0.5	1.1173	1.4805	4.4808	1.7636	68971.7	2	0.2	1
184	1	0.5	1	29.6848	2.9685	0.9	0	0	0	0.5	1.1296	4.3482	2.2702	2.8832	1447716.3	8	1.5	1
185	1	0.5	1	25.7811	2.5781	0.9	0	0	0	0.5	1.0509	3.0685	5.7628	3.7631	2628613.8	15	0.4	1
186	1	0.5	1	40.4864	4.0486	0.9	0	0	0	0.5	1.3677	1.6293	4.8255	2.9236	30663371.8	59	43.7	1
187	1	0.5	1	25.1565	2.5156	0.9	0	0	0	0.5	2.3906	0.6384	4.1023	3.3294	705636.2	53	25.1	1
188	1	0.5	1	37.8183	3.7818	0.9	0	0	0	0.5	1.2356	5.0276	5.7665	4.279	5378972.6	258	15.2	1
189	1	0.5	1	31.9704	3.197	0.9	0	0	0	0.5	1.0102	2.1276	1.1543	2.0631	723171.2	7	2	1
190	1	0.5	1	23.2648	2.3265	0.9	0	0	0	0.5	1.6456	5.1169	4.8114	2.1718	117553.2	13	0.8	1
191	1	0.5	1	34.9888	3.4989	0.9	0	0	0	0.5	1.0007	0.4336	1.7984	5.6099	15541817.3	18	4.5	1
192	1	0.5	1	39.8766	3.9877	0.9	0	0	0	0.5	1.2194	6.254	5.6102	1.3885	94406958.6	1572	38.2	1
193	1	0.5	1	40.1021	4.0102	0.9	0	0	0	0.5	2.8376	1.1065	3.3456	3.129	71404733.6	1822	8637.1	0
194	1	0.5	1	40.905	4.0905	0.9	0	0	0	0.5	2.2644	5.89	4.7248	2.8862	74478402	1874	1004	0
195	1	0.5	1	44.2654	4.4265	0.9	0	0	0	0.5	1.0121	4.7059	3.791	2.8184	38335419.6	65	117.5	1
196	1	0.5	1	21.8025	2.1803	0.9	0	0	0	0.5	1.1794	0.1473	4.274	3.365	45290.2	2	0.2	1
197	1	0.5	1	21.2989	2.1299	0.9	0	0	0	0.5	1.7805	3.0285	0.5346	2.5332	65208.9	8	1	1
198	1	0.5	1	20.1867	2.0187	0.9	0	0	0	0.5	0.8979	0.6626	0.4266	2.6738	21350.2	1	0.1	1
199	1	0.5	1	25.4046	2.5405	0.9	0	0	0	0.5	2.5532	3.4466	5.3304	2.6004	399243.1	18	46.9	1
200	1	0.5	1	30.2376	3.0238	0.9	0	0	0	0.5	2.9045	0.6116	3.311	2.6903	2815443.8	84	469	1
201	1	0.5	1	33.9257	3.3926	0.9	0	0	0	0.5	2.1269	5.7633	2.3736	5.3121	170789061.7	1904	86.9	1
202	1	0.5	1	21.9164	2.1916	0.9	0	0	0	0.5	2.1873	0.7011	1.4566	2.8909	333479.6	26	3.9	1
203	1	0.5	1	39.0063	3.9006	0.9	0	0	0	0.5	0.9652	4.6315	3.6613	2.7916	90615428.2	8395	14.2	0
204	1	0.5	1	34.2121	3.4212	0.9	0	0	0	0.5	1.0928	5.6983	2.8717	6.2789	788922.7	54	3.1	1
205	1	0.5	1	22.9569	2.2957	0.9	0	0	0	0.5	2.5761	1.3664	1.3656	2.2384	361447.8	26	38.9	1
206	1	0.5	1	27.2312	2.7231	0.9	0	0	0	0.5	0.5388	5.2953	0.7539	1.8731	43727.8	2	0.4	1
