Random Walk Model
0.000000, 0.010263 
0.020526, 0.030789 
0.041053, 0.051316 
0.061579, 0.071842 
0.082105, 0.092368 
0.102632, 0.112895 
0.123158, 0.133421 
0.143684, 0.153947 
0.164211, 0.174474 
0.184737, 0.195000 
0.205263, 0.215526 
0.225789, 0.236053 
0.246316, 0.256579 
0.266842, 0.277105 
0.287368, 0.297632 
0.307895, 0.318158 
0.328421, 0.338684 
0.348947, 0.359211 
0.369474, 0.379737 
0.390000, 0.400263 
0.410526, 0.420789 
0.431053, 0.441316 
0.451579, 0.461842 
0.472105, 0.482368 
0.492632, 0.502895 
0.513158, 0.523421 
0.533684, 0.543947 
0.554211, 0.564474 
0.574737, 0.585000 
0.595263, 0.605526 
0.615789, 0.626053 
0.636316, 0.646579 
0.656842, 0.667105 
0.677368, 0.687632 
0.697895, 0.708158 
0.718421, 0.728684 
0.738947, 0.749211 
0.759474, 0.769737 
0.780000, 0.790263 
0.800526, 0.810789 
0.821053, 0.831316 
0.841579, 0.851842 
0.862105, 0.872368 
0.882632, 0.892895 
0.903158, 0.913421 
0.923684, 0.933947 
0.944211, 0.954474 
0.964737, 0.975000 
0.985263, 0.995526 
1.005789, 1.016053 
1.026316, 1.036579 
1.046842, 1.057105 
1.067368, 1.077632 
1.087895, 1.098158 
1.108421, 1.118684 
1.128947, 1.139211 
1.149474, 1.159737 
1.170000, 1.180263 
1.190526, 1.200789 
1.211053, 1.221316 
1.231579, 1.241842 
1.252105, 1.262368 
1.272632, 1.282895 
1.293158, 1.303421 
1.313684, 1.323947 
1.334211, 1.344474 
1.354737, 1.365000 
1.375263, 1.385526 
1.395789, 1.406053 
1.416316, 1.426579 
1.436842, 1.447105 
1.457368, 1.467632 
1.477895, 1.488158 
1.498421, 1.508684 
1.518947, 1.529211 
1.539474, 1.549737 
1.560000, 1.570263 
1.580526, 1.590789 
1.601053, 1.611316 
1.621579, 1.631842 
1.642105, 1.652368 
1.662632, 1.672895 
1.683158, 1.693421 
1.703684, 1.713947 
1.724211, 1.734474 
1.744737, 1.755000 
1.765263, 1.775526 
1.785789, 1.796053 
1.806316, 1.816579 
1.826842, 1.837105 
1.847368, 1.857632 
1.867895, 1.878158 
1.888421, 1.898684 
1.908947, 1.919211 
1.929474, 1.939737 
1.950000, 1.960263 
1.970526, 1.980789 
1.991053, 2.001316 
2.011579, 2.021842 
2.032105, 2.042368 
2.052632, 2.062895 
2.073158, 2.083421 
2.093684, 2.103947 
2.114211, 2.124474 
2.134737, 2.145000 
2.155263, 2.165526 
2.175789, 2.186053 
2.196316, 2.206579 
2.216842, 2.227105 
2.237368, 2.247632 
2.257895, 2.268158 
2.278421, 2.288684 
2.298947, 2.309211 
2.319474, 2.329737 
2.340000, 2.350263 
2.360526, 2.370789 
2.381053, 2.391316 
2.401579, 2.411842 
2.422105, 2.432368 
2.442632, 2.452895 
2.463158, 2.473421 
2.483684, 2.493947 
2.504211, 2.514474 
2.524737, 2.535000 
2.545263, 2.555526 
2.565789, 2.576053 
2.586316, 2.596579 
2.606842, 2.617105 
2.627368, 2.637632 
2.647895, 2.658158 
2.668421, 2.678684 
2.688947, 2.699211 
2.709474, 2.719737 
2.730000, 2.740263 
2.750526, 2.760789 
2.771053, 2.781316 
2.791579, 2.801842 
2.812105, 2.822368 
2.832632, 2.842895 
2.853158, 2.863421 
2.873684, 2.883947 
2.894211, 2.904474 
2.914737, 2.925000 
2.935263, 2.945526 
2.955789, 2.966053 
2.976316, 2.986579 
2.996842, 3.007105 
3.017368, 3.027632 
3.037895, 3.048158 
3.058421, 3.068684 
3.078947, 3.089211 
3.099474, 3.109737 
3.120000, 3.130263 
3.140526, 3.150789 
3.161053, 3.171316 
3.181579, 3.191842 
3.202105, 3.212368 
3.222632, 3.232895 
3.243158, 3.253421 
3.263684, 3.273947 
3.284211, 3.294474 
