sim_ind	M1	M2	M3	a_o	r_p_o	e_o	inc_o	Omega_o	omega_o	e_i	inc_i	Omega_i	omega_i	f_i	final_time	outer_orbits	outer_orbits_RW	disrupted
18	1	1	1	32.7112	3.2711	0.9	0	0	0	0.5	0.7653	0.3602	0.9204	0.2179	675810.6	2	2.4	1
19	1	1	1	29.0523	2.9052	0.9	0	0	0	0.5	2.3191	5.368	3.083	1.0327	20543036.8	19	21.9	1
20	1	1	1	22.9017	2.2902	0.9	0	0	0	0.5	2.4444	1.4896	5.0868	2.1299	998136.5	83	67.3	1
21	1	1	1	42.0818	4.2082	0.9	0	0	0	0.5	1.0622	4.9885	3.8789	2.4319	6771493.8	12	85.1	1
22	1	1	1	29.3766	2.9377	0.9	0	0	0	0.5	1.1395	5.6375	3.577	3.0311	5239350.3	108	0.8	1
23	1	1	1	26.1191	2.6119	0.9	0	0	0	0.5	1.4572	2.9304	4.1986	2.0022	261658.2	10	1.1	1
24	1	1	1	37.1785	3.7179	0.9	0	0	0	0.5	1.5074	1.7096	0.3886	3.4397	115088321.1	219	18.1	1
25	1	1	1	43.6145	4.3614	0.9	0	0	0	0.5	2.2412	1.0246	2.5334	3.3231	166816239.7	1339	3725.9	0
26	1	1	1	40.0021	4.0002	0.9	0	0	0	0.5	1.2224	4.4819	2.092	1.3688	34818493	52	53.6	1
27	1	1	1	24.5304	2.453	0.9	0	0	0	0.5	1.5942	4.7561	3.5823	2.9628	163904.9	4	0.6	1
28	1	1	1	32.4135	3.2413	0.9	0	0	0	0.5	0.6721	0.1539	4.2393	2.8476	529097.3	7	2.2	1
29	1	1	1	23.133	2.3133	0.9	0	0	0	0.5	2.4572	4.8638	3.0792	5.5268	531908.8	21	10.3	1
30	1	1	1	31.4852	3.1485	0.9	0	0	0	0.5	2.5668	0.2928	0.3565	3.0424	5757190.1	166	164.3	1
31	1	1	1	24.497	2.4497	0.9	0	0	0	0.5	1.8373	3.176	5.2777	2.1705	919493.2	20	2.9	1
32	1	1	1	34.5607	3.4561	0.9	0	0	0	0.5	0.7415	4.2312	4.6137	1.3656	31973825	163	8.9	1
33	1	1	1	31.1823	3.1182	0.9	0	0	0	0.5	1.445	0.7608	5.1635	3.3641	4832282.9	91	4.4	1
34	1	1	1	24.399	2.4399	0.9	0	0	0	0.5	1.8555	0.461	3.9166	2.1802	544828.4	14	2.8	1
35	1	1	1	42.6268	4.2627	0.9	0	0	0	0.5	2.6924	0.5539	2.5178	0.0981	361783677.7	8306	15802	0
36	1	1	1	32.8439	3.2844	0.9	0	0	0	0.5	1.72	4.449	3.1004	2.7823	28889451.3	13	6.2	1
37	1	1	1	39.6795	3.968	0.9	0	0	0	0.5	2.7241	3.3473	4.0503	2.3097	100032212.1	1571	6828	0
38	1	1	1	23.4104	2.341	0.9	0	0	0	0.5	1.196	0.1032	0.1349	4.0764	50686.7	4	0.2	1
39	1	1	1	24.4817	2.4482	0.9	0	0	0	0.5	2.2736	5.9045	0.7217	4.1886	1504886.8	79	12	1
40	1	1	1	20.3166	2.0317	0.9	0	0	0	0.5	1.1483	4.1293	2.6929	3.958	3360261.8	11	0.1	1
41	1	1	1	20.6831	2.0683	0.9	0	0	0	0.5	1.2586	0.1267	5.811	3.4317	177600.5	5	0.1	1
42	1	1	1	38.7167	3.8717	0.9	0	0	0	0.5	1.4825	5.0942	0.1218	2.1162	11226214.4	19	24.8	1
43	1	1	1	41.4473	4.1447	0.9	0	0	0	0.5	0.6903	4.1559	1.2742	3.7565	33279400.8	282	72.1	1
44	1	1	1	26.3356	2.6336	0.9	0	0	0	0.5	1.2782	5.8234	3.6311	5.9228	161121.1	3	0.5	1
45	1	1	1	25.9721	2.5972	0.9	0	0	0	0.5	1.8485	3.7042	4.0361	2.3438	902774.9	80	4	1
46	1	1	1	34.4986	3.4499	0.9	0	0	0	0.5	1.6115	3.3968	6.2582	5.1132	1999345.9	213	7.8	1
47	1	1	1	38.1357	3.8136	0.9	0	0	0	0.5	0.5998	5.6583	0.0968	4.5609	7310270.1	20	7.2	1
48	1	1	1	36.4593	3.6459	0.9	0	0	0	0.5	1.6765	3.903	5.0461	2.2882	27692183.3	129	56.7	1
49	1	1	1	41.0583	4.1058	0.9	0	0	0	0.5	1.0542	6.0453	2.787	4.3943	31815690.1	82	32.4	1
50	1	1	1	39.3571	3.9357	0.9	0	0	0	0.5	1.2085	5.4941	5.9546	0.2605	5102491.8	50	20.8	1
51	1	1	1	41.8286	4.1829	0.9	0	0	0	0.5	2.2838	0.0995	0.8438	2.3862	137389305	2434	4035.1	0
52	1	1	1	40.6426	4.0643	0.9	0	0	0	0.5	1.913	5.4759	2.7953	2.8339	120007252.2	422	212	1
53	1	1	1	39.0797	3.908	0.9	0	0	0	0.5	2.4783	1.128	1.7756	4.1783	214722827.8	1972	7804	0
54	1	1	1	22.1934	2.2193	0.9	0	0	0	0.5	0.4949	3.3228	0.2115	2.4305	137633.4	9	0.1	1
55	1	1	1	32.6615	3.2661	0.9	0	0	0	0.5	2.1333	2.4892	2.6718	3.1045	11974879.3	192	36.6	1
56	1	1	1	36.541	3.6541	0.9	0	0	0	0.5	0.2001	5.873	1.4272	0.9405	4965214.4	21	4	1
57	1	1	1	28.4646	2.8465	0.9	0	0	0	0.5	1.1949	1.8185	1.535	3.0816	263471	4	1.3	1
58	1	1	1	34.5272	3.4527	0.9	0	0	0	0.5	2.7419	3.5938	2.6178	2.4032	17879116.3	1109	965.3	1
59	1	1	1	37.4498	3.745	0.9	0	0	0	0.5	0.6058	4.3393	1.5036	4.1487	5187065.8	317	13	1
60	1	1	1	21.6201	2.162	0.9	0	0	0	0.5	2.6308	2.7037	3.9531	4.3156	2043943.2	67	28.3	1
61	1	1	1	39.7834	3.9783	0.9	0	0	0	0.5	1.6793	1.4053	1.0049	3.2879	106331768.2	3112	164.1	0
62	1	1	1	22.6525	2.2653	0.9	0	0	0	0.5	2.5161	2.1777	1.2518	4.272	1508594.7	86	46	1
63	1	1	1	24.9108	2.4911	0.9	0	0	0	0.5	1.3646	3.2865	2.7287	3.0571	317822.2	16	0.4	1
64	1	1	1	42.6228	4.2623	0.9	0	0	0	0.5	1.4778	1.1614	0.4674	3.1113	131423718.9	408	143.5	1
65	1	1	1	41.2404	4.124	0.9	0	0	0	0.5	2.1529	0.4981	2.2584	3.6874	119556689	1447	2643.2	0
66	1	1	1	27.9443	2.7944	0.9	0	0	0	0.5	1.9656	4.9275	4.6161	2.4014	607501.9	47	20.2	1
67	1	1	1	37.3114	3.7311	0.9	0	0	0	0.5	1.5169	3.7379	5.8958	1.5975	1943956545.9	35	19.5	1
68	1	1	1	23.365	2.3365	0.9	0	0	0	0.5	2.3365	2.3454	5.0665	3.9347	4673061.3	115	35.6	1
69	1	1	1	32.0141	3.2014	0.9	0	0	0	0.5	0.9243	4.368	5.5752	2.0384	710372.3	22	1.8	1
70	1	1	1	38.8579	3.8858	0.9	0	0	0	0.5	0.6581	5.1053	2.8197	2.5967	12850834.4	141	10.1	1
71	1	1	1	22.0826	2.2083	0.9	0	0	0	0.5	2.4542	3.7885	1.9209	2.7779	3779790.1	133	59.4	1
72	1	1	1	26.5487	2.6549	0.9	0	0	0	0.5	2.5903	4.6482	4.6875	2.6412	1265429.4	79	120.3	1
73	1	1	1	20.3428	2.0343	0.9	0	0	0	0.5	1.665	5.6308	0.5233	4.084	37957.5	3	0.4	1
74	1	1	1	40.8185	4.0819	0.9	0	0	0	0.5	1.0567	1.5064	0.3903	3.1005	7535140.8	39	30.4	1
75	1	1	1	32.6559	3.2656	0.9	0	0	0	0.5	1.4989	4.2749	1.306	4.2148	2102304.1	120	8.6	1
76	1	1	1	38.8775	3.8878	0.9	0	0	0	0.5	1.1246	4.3648	5.7657	3.4025	10111598.6	12	18.5	1
77	1	1	1	29.4476	2.9448	0.9	0	0	0	0.5	1.3953	0.2767	3.4152	3.8175	2636468.3	24	1.1	1
78	1	1	1	36.1385	3.6138	0.9	0	0	0	0.5	2.3699	3.9606	4.4452	4.4881	169095375.3	5435	1399.9	0
79	1	1	1	34.4842	3.4484	0.9	0	0	0	0.5	2.083	4.279	3.3523	4.6777	35826177.2	77	41.4	1
80	1	1	1	24.0937	2.4094	0.9	0	0	0	0.5	2.122	1.9102	0.484	3.5653	1367599.9	61	3.6	1
81	1	1	1	34.3169	3.4317	0.9	0	0	0	0.5	1.2576	3.8158	5.0248	3.3874	24049850.6	1098	7.9	1
82	1	1	1	30.4661	3.0466	0.9	0	0	0	0.5	2.7351	0.2662	5.433	3.2645	6265214.4	296	322.1	1
83	1	1	1	27.8604	2.786	0.9	0	0	0	0.5	1.2308	4.2031	1.1592	3.2004	139205.2	13	1.1	1
84	1	1	1	26.0535	2.6053	0.9	0	0	0	0.5	0.3946	1.3427	2.7118	1.9615	28084.2	1	0.2	1
85	1	1	1	42.3276	4.2328	0.9	0	0	0	0.5	2.4401	6.1693	0.9552	2.6011	89318851.7	1466	8839.5	0
86	1	1	1	42.3126	4.2313	0.9	0	0	0	0.5	2.6358	2.2961	4.3529	2.5239	94539720.5	1637	17155.1	0
87	1	1	1	41.7165	4.1717	0.9	0	0	0	0.5	1.0259	1.0009	3.1262	4.0738	89189291	136	35.8	1
88	1	1	1	26.3483	2.6348	0.9	0	0	0	0.5	2.0511	2.3628	3.9113	2.8254	564488	29	14.5	1
89	1	1	1	36.0082	3.6008	0.9	0	0	0	0.5	2.0248	2.2081	2.0961	3.6432	20922343.8	457	227.6	1
90	1	1	1	32.2185	3.2218	0.9	0	0	0	0.5	1.4484	3.6246	0.3843	2.8897	3943865.7	40	3	1
91	1	1	1	25.6702	2.567	0.9	0	0	0	0.5	0.8045	3.7173	6.0935	2.7842	188511.5	23	0.2	1
92	1	1	1	40.304	4.0304	0.9	0	0	0	0.5	0.4102	1.0629	1.3552	3.1775	25931187.1	385	20.7	1
93	1	1	1	37.5818	3.7582	0.9	0	0	0	0.5	1.0671	0.3449	1.2739	1.4857	84654357.8	13	18.2	1
94	1	1	1	36.3705	3.6371	0.9	0	0	0	0.5	1.6358	1.1301	5.4789	3.682	41268529.4	213	38.6	1
95	1	1	1	38.0439	3.8044	0.9	0	0	0	0.5	0.286	0.9531	1.9085	1.8423	1111214.4	14	7.4	1
96	1	1	1	32.7762	3.2776	0.9	0	0	0	0.5	2.6672	2.1931	1.0313	3.3559	5130603.6	309	585.1	1
97	1	1	1	34.7773	3.4777	0.9	0	0	0	0.5	0.93	1.1563	0.3286	4.3804	547976.4	15	2.9	1
98	1	1	1	37.8498	3.785	0.9	0	0	0	0.5	1.0931	3.176	0.4979	2.3627	8861311.2	385	11.8	1
99	1	1	1	41.6214	4.1621	0.9	0	0	0	0.5	2.5369	0.1747	3.7283	4.6694	127159615.6	2461	5594.4	0
100	1	1	1	33.1796	3.318	0.9	0	0	0	0.5	1.3993	5.4983	1.1995	3.8794	1771593.8	34	7.4	1
101	1	1	1	31.9683	3.1968	0.9	0	0	0	0.5	1.5818	5.7343	2.5778	1.4489	1287892.1	31	5.4	1
102	1	1	1	20.3635	2.0364	0.9	0	0	0	0.5	1.8926	5.6884	0.9394	3.691	143052.3	17	1.6	1
103	1	1	1	42.9423	4.2942	0.9	0	0	0	0.5	1.2605	4.4725	5.1219	4.154	109663152.5	3914	178.3	0
104	1	1	1	29.5596	2.956	0.9	0	0	0	0.5	2.2569	3.2588	1.3874	3.7199	24484474.3	62	139	1
105	1	1	1	24.7211	2.4721	0.9	0	0	0	0.5	1.4655	4.776	2.3449	3.4389	3439267.9	50	0.8	1
106	1	1	1	22.6303	2.263	0.9	0	0	0	0.5	1.3165	0.2206	2.402	0.8025	225480.2	2	0.5	1
107	1	1	1	22.1538	2.2154	0.9	0	0	0	0.5	2.3345	4.4514	2.4796	3.8576	602442.1	43	8.2	1
108	1	1	1	23.1617	2.3162	0.9	0	0	0	0.5	0.8166	4.7725	4.683	3.6676	125641.5	6	0.3	1
109	1	1	1	21.327	2.1327	0.9	0	0	0	0.5	0.869	0.6482	2.8499	3.8904	118327.9	4	0.1	1
110	1	1	1	23.5081	2.3508	0.9	0	0	0	0.5	1.4459	2.9958	3.0439	0.6784	73185.8	6	0.3	1
111	1	1	1	26.2245	2.6225	0.9	0	0	0	0.5	1.852	0.7481	4.5704	3.8251	1146069.1	115	6.5	1
112	1	1	1	28.1909	2.8191	0.9	0	0	0	0.5	1.1914	1.7501	4.3544	6.0698	623938	34	1.1	1
113	1	1	1	33.147	3.3147	0.9	0	0	0	0.5	1.7841	2.5787	3.009	3.3923	3678097.1	20	8.5	1
114	1	1	1	30.1061	3.0106	0.9	0	0	0	0.5	2.1133	4.0552	1.8763	5.9838	9981721	235	76.4	1
115	1	1	1	42.672	4.2672	0.9	0	0	0	0.5	2.8403	0.5343	2.7615	4.6758	173235246.1	2168	24267	0
116	1	1	1	39.6533	3.9653	0.9	0	0	0	0.5	1.9129	5.1263	2.3257	4.4599	320026293.5	732	386.2	1
117	1	1	1	35.1446	3.5145	0.9	0	0	0	0.5	1.3067	3.4743	1.5149	3.8774	15756199.7	1510	11.7	1
118	1	1	1	42.0413	4.2041	0.9	0	0	0	0.5	1.7834	1.7962	3.1486	3.3813	198443272.5	373	197.3	1
119	1	1	1	25.6451	2.5645	0.9	0	0	0	0.5	1.9615	2.5749	4.3538	3.3593	1555399.2	91	8.9	1
120	1	1	1	33.7742	3.3774	0.9	0	0	0	0.5	1.9426	3.2795	4.714	1.7377	672233312.6	681	103	1
121	1	1	1	32.5509	3.2551	0.9	0	0	0	0.5	1.5623	1.071	1.3823	3.5587	3680512	376	10.5	1
122	1	1	1	24.8151	2.4815	0.9	0	0	0	0.5	1.312	1.9768	3.6247	2.9792	33733.7	1	0.4	1
123	1	1	1	44.9965	4.4996	0.9	0	0	0	0.5	1.0123	1.9601	0.1637	4.232	43168936.1	170	134.4	1
124	1	1	1	23.8955	2.3895	0.9	0	0	0	0.5	1.3981	2.949	4.8393	3.7676	127081.2	3	0.6	1
125	1	1	1	42.8866	4.2887	0.9	0	0	0	0.5	2.0444	3.5985	1.4839	0.5597	257540536.9	2537	5369.8	0
126	1	1	1	29.3663	2.9366	0.9	0	0	0	0.5	2.7823	3.286	1.3476	5.8737	4445929.1	149	329.1	1
127	1	1	1	28.3752	2.8375	0.9	0	0	0	0.5	1.3476	0.5123	4.634	2.6447	782508.1	5	1.7	1
128	1	1	1	42.7487	4.2749	0.9	0	0	0	0.5	1.0028	4.3772	5.8881	1.5338	3947364408.3	109	60.6	1
129	1	1	1	35.9395	3.594	0.9	0	0	0	0.5	0.6929	4.7625	6.2785	3.7976	620165.1	26	3.4	1
130	1	1	1	39.3651	3.9365	0.9	0	0	0	0.5	1.5993	3.8412	2.0816	3.1873	211881447.3	773	109.2	1
131	1	1	1	44.798	4.4798	0.9	0	0	0	0.5	2.311	2.7385	3.7076	3.6649	89534170.8	1635	7557.2	0
132	1	1	1	25.7262	2.5726	0.9	0	0	0	0.5	0.9524	5.3181	5.5416	3.7907	105558.2	5	0.4	1
133	1	1	1	21.4298	2.143	0.9	0	0	0	0.5	1.444	2.1982	5.5351	3.0162	151152.5	15	0.4	1
134	1	1	1	29.4083	2.9408	0.9	0	0	0	0.5	2.315	1.726	5.0653	6.0766	11937154.8	297	142.2	1
135	1	1	1	37.2116	3.7212	0.9	0	0	0	0.5	1.5486	0.8702	3.5003	3.021	21000919.9	435	19.6	1
136	1	1	1	34.5497	3.455	0.9	0	0	0	0.5	1.5414	2.6691	4.2838	2.5487	5003034.8	50	17	1
137	1	1	1	20.2245	2.0225	0.9	0	0	0	0.5	1.0944	4.0204	0.0979	3.0226	13338691.2	68	0.1	1
138	1	1	1	23.6979	2.3698	0.9	0	0	0	0.5	1.2329	0.2044	4.2511	5.9798	73414.9	4	0.4	1
139	1	1	1	41.2573	4.1257	0.9	0	0	0	0.5	1.4861	3.7298	5.3317	5.734	968277818.4	974	150.4	1
140	1	1	1	23.6694	2.3669	0.9	0	0	0	0.5	2.8352	1.7967	2.7303	3.3583	1490482.3	94	65.7	1
141	1	1	1	34.9029	3.4903	0.9	0	0	0	0.5	0.9041	1.205	5.8584	3.0362	20927177.4	24	3.2	1
142	1	1	1	37.5864	3.7586	0.9	0	0	0	0.5	1.9581	1.1653	0.6167	6.2266	106747881.5	1265	130.8	1
143	1	1	1	41.0415	4.1041	0.9	0	0	0	0.5	0.7499	1.4551	2.0435	2.7512	35758112.5	48	59	1
144	1	1	1	39.9578	3.9958	0.9	0	0	0	0.5	2.9639	5.2902	5.4076	1.9026	152829239.5	4906	12084.1	0
145	1	1	1	44.9142	4.4914	0.9	0	0	0	0.5	0.2207	3.732	2.1997	3.7713	492190665.3	76	95.6	1
146	1	1	1	27.1764	2.7176	0.9	0	0	0	0.5	2.8926	1.8215	4.1787	3.2511	2787319	78	205.5	1
147	1	1	1	35.4685	3.5468	0.9	0	0	0	0.5	2.5733	2.7555	2.7946	0.756	27921449.7	1563	595.3	1
148	1	1	1	31.2869	3.1287	0.9	0	0	0	0.5	1.9236	4.5483	4.3308	2.7583	14591792.8	337	33.1	1
149	1	1	1	27.3729	2.7373	0.9	0	0	0	0.5	0.7073	2.3781	5.0377	3.2105	344158	64	0.8	1
150	1	1	1	31.4555	3.1456	0.9	0	0	0	0.5	0.9185	5.4566	4.4214	2.6416	1206546.9	12	2.4	1
151	1	1	1	34.4716	3.4472	0.9	0	0	0	0.5	0.448	5.0774	3.2716	4.2987	1248974.3	9	2	1
152	1	1	1	41.3356	4.1336	0.9	0	0	0	0.5	0.7333	5.5754	5.7335	3.7009	32073318.4	24	30.5	1
153	1	1	1	34.6445	3.4645	0.9	0	0	0	0.5	0.8796	4.6789	1.5984	3.3654	2449732.6	16	6.4	1
154	1	1	1	35.8711	3.5871	0.9	0	0	0	0.5	2.0007	1.5982	3.9693	4.2734	101347838.1	252	152.7	1
155	1	1	1	44.8012	4.4801	0.9	0	0	0	0.5	1.9786	4.0314	2.2278	3.1638	68784400.4	955	4345.7	0
156	1	1	1	21.5764	2.1576	0.9	0	0	0	0.5	0.417	2.5076	1.8371	3.1425	22745.2	1	0.1	1
157	1	1	1	27.9301	2.793	0.9	0	0	0	0.5	2.163	2.9021	0.5852	3.0512	19712545	21	12.9	1
158	1	1	1	44.6715	4.4672	0.9	0	0	0	0.5	2.6606	2.938	0.2803	3.1431	96083353.7	1111	26931.3	0
159	1	1	1	21.2208	2.1221	0.9	0	0	0	0.5	1.8138	3.718	3.6281	5.0103	126828.2	4	0.6	1
160	1	1	1	41.4353	4.1435	0.9	0	0	0	0.5	1.0911	3.4307	3.859	3.5919	85879519.2	707	66.1	1
161	1	1	1	22.8196	2.282	0.9	0	0	0	0.5	1.9213	3.6918	3.2691	3.4167	372448.7	7	0.9	1
162	1	1	1	31.7635	3.1764	0.9	0	0	0	0.5	1.4619	5.4957	2.6498	3.942	1033078.6	109	3.2	1
163	1	1	1	21.814	2.1814	0.9	0	0	0	0.5	2.1102	2.5972	6.1708	4.0954	302346.5	76	1.6	1
164	1	1	1	44.1295	4.413	0.9	0	0	0	0.5	0.4704	2.0587	4.0106	2.8845	20272229.5	39	86.2	1
165	1	1	1	21.8541	2.1854	0.9	0	0	0	0.5	1.1072	2.3598	2.2162	2.8102	31067.8	1	0.3	1
166	1	1	1	28.8923	2.8892	0.9	0	0	0	0.5	1.2688	0.3003	1.9355	2.1561	571909.9	22	1.6	1
167	1	1	1	21.301	2.1301	0.9	0	0	0	0.5	1.2609	6.0661	2.8593	3.3175	32805	2	0.1	1
168	1	1	1	25.9639	2.5964	0.9	0	0	0	0.5	2.1599	4.0054	2.6012	0.7036	630916.7	34	7.1	1
169	1	1	1	34.8085	3.4808	0.9	0	0	0	0.5	0.9465	2.8056	2.4932	2.9824	6613467.2	347	4.1	1
170	1	1	1	33.2341	3.3234	0.9	0	0	0	0.5	1.6725	4.7517	2.3466	5.8742	10368539.7	723	15.5	1
171	1	1	1	37.7569	3.7757	0.9	0	0	0	0.5	1.7238	2.5779	6.11	3.2127	22934407.4	1396	34	1
172	1	1	1	22.819	2.2819	0.9	0	0	0	0.5	0.8074	1.6703	1.8172	3.3534	36863	2	0.3	1
173	1	1	1	21.878	2.1878	0.9	0	0	0	0.5	2.0132	5.8869	4.119	4.1439	635227	30	3.9	1
174	1	1	1	39.2705	3.927	0.9	0	0	0	0.5	0.6335	4.5985	3.4947	4.6199	9016196.3	554	11.7	1
175	1	1	1	32.7831	3.2783	0.9	0	0	0	0.5	1.427	3.0164	5.4807	6.0963	56739248	33	6.8	1
176	1	1	1	41.0774	4.1077	0.9	0	0	0	0.5	1.9015	4.9253	2.4607	0.4712	131227369	3184	533.9	0
177	1	1	1	40.6166	4.0617	0.9	0	0	0	0.5	0.6907	3.8366	6.2204	4.0261	18762574.8	793	18.6	1
178	1	1	1	26.7661	2.6766	0.9	0	0	0	0.5	1.404	0.2453	1.1928	1.7584	3291467.8	26	1.2	1
179	1	1	1	32.6214	3.2621	0.9	0	0	0	0.5	2.2555	2.8527	0.9702	3.747	76954464.2	1529	237	1
180	1	1	1	27.4846	2.7485	0.9	0	0	0	0.5	2.0706	2.7698	1.2289	2.999	520662.6	55	27.4	1
181	1	1	1	43.1618	4.3162	0.9	0	0	0	0.5	1.5015	1.747	2.597	2.1441	78720019.5	1627	219.7	1
182	1	1	1	38.7857	3.8786	0.9	0	0	0	0.5	1.0602	4.6358	0.1159	0.8516	68679380.1	45	12.5	1
183	1	1	1	20.7514	2.0751	0.9	0	0	0	0.5	1.1173	1.4805	4.4808	1.7636	71995.1	2	0.2	1
184	1	1	1	29.6848	2.9685	0.9	0	0	0	0.5	1.1296	4.3482	2.2702	2.8832	2179184.7	20	1.8	1
185	1	1	1	25.7811	2.5781	0.9	0	0	0	0.5	1.0509	3.0685	5.7628	3.7631	536519	46	0.3	1
186	1	1	1	40.4864	4.0486	0.9	0	0	0	0.5	1.3677	1.6293	4.8255	2.9236	34864713.6	844	91.8	1
187	1	1	1	25.1565	2.5156	0.9	0	0	0	0.5	2.3906	0.6384	4.1023	3.3294	2372837.9	130	38.9	1
188	1	1	1	37.8183	3.7818	0.9	0	0	0	0.5	1.2356	5.0276	5.7665	4.279	6912537.3	92	15.2	1
189	1	1	1	31.9704	3.197	0.9	0	0	0	0.5	1.0102	2.1276	1.1543	2.0631	2342002.4	41	2.8	1
190	1	1	1	23.2648	2.3265	0.9	0	0	0	0.5	1.6456	5.1169	4.8114	2.1718	269921	9	1.3	1
191	1	1	1	34.9888	3.4989	0.9	0	0	0	0.5	1.0007	0.4336	1.7984	5.6099	3190840.1	173	7.2	1
192	1	1	1	39.8766	3.9877	0.9	0	0	0	0.5	1.2194	6.254	5.6102	1.3885	14257841.9	71	44.3	1
193	1	1	1	40.1021	4.0102	0.9	0	0	0	0.5	2.8376	1.1065	3.3456	3.129	72595777.9	1385	8662	0
194	1	1	1	40.905	4.0905	0.9	0	0	0	0.5	2.2644	5.89	4.7248	2.8862	74846613.3	1332	6437.8	0
195	1	1	1	44.2654	4.4265	0.9	0	0	0	0.5	1.0121	4.7059	3.791	2.8184	57716199.6	251	151.3	1
196	1	1	1	21.8025	2.1803	0.9	0	0	0	0.5	1.1794	0.1473	4.274	3.365	1422307	104	0.3	1
197	1	1	1	21.2989	2.1299	0.9	0	0	0	0.5	1.7805	3.0285	0.5346	2.5332	1057695.7	28	0.6	1
198	1	1	1	20.1867	2.0187	0.9	0	0	0	0.5	0.8979	0.6626	0.4266	2.6738	23249.1	1	0.1	1
199	1	1	1	25.4046	2.5405	0.9	0	0	0	0.5	2.5532	3.4466	5.3304	2.6004	7049442.3	127	53.7	1
200	1	1	1	30.2376	3.0238	0.9	0	0	0	0.5	2.9045	0.6116	3.311	2.6903	146357482.7	315	388.8	1
201	1	1	1	33.9257	3.3926	0.9	0	0	0	0.5	2.1269	5.7633	2.3736	5.3121	27955175.7	152	125.2	1
202	1	1	1	21.9164	2.1916	0.9	0	0	0	0.5	2.1873	0.7011	1.4566	2.8909	4209453018.9	4	18.4	1
203	1	1	1	39.0063	3.9006	0.9	0	0	0	0.5	0.9652	4.6315	3.6613	2.7916	17080043.5	20	15.5	1
204	1	1	1	34.2121	3.4212	0.9	0	0	0	0.5	1.0928	5.6983	2.8717	6.2789	1268809.3	16	2.8	1
205	1	1	1	22.9569	2.2957	0.9	0	0	0	0.5	2.5761	1.3664	1.3656	2.2384	1260774.6	33	52	1
206	1	1	1	27.2312	2.7231	0.9	0	0	0	0.5	0.5388	5.2953	0.7539	1.8731	140241.9	6	0.3	1
207	1	1	1	32.2095	3.2209	0.9	0	0	0	0.5	0.5671	0.4625	1.7543	4.4508	1686139.9	6	1.9	1
208	1	1	1	40.7459	4.0746	0.9	0	0	0	0.5	1.7111	0.0908	3.7325	4.4296	78826920.9	1767	173.2	0
209	1	1	1	44.9965	4.4996	0.9	0	0	0	0.5	2.5673	1.8652	4.5029	3.2394	75235966.2	1035	49907.8	0
210	1	1	1	26.3217	2.6322	0.9	0	0	0	0.5	0.8622	0.4911	1.3854	4.0732	927678.9	10	0.6	1
211	1	1	1	22.206	2.2206	0.9	0	0	0	0.5	1.2578	5.908	1.5466	1.9271	134499.2	11	0.3	1
212	1	1	1	35.729	3.5729	0.9	0	0	0	0.5	2.2582	0.5132	5.3307	3.0323	153622413.8	2045	681.9	0
