sim_ind	M1	M2	M3	a_o	r_p_o	e_o	inc_o	Omega_o	omega_o	e_i	inc_i	Omega_i	omega_i	f_i	final_time	outer_orbits	outer_orbits_RW	outer_orbits_RW_without_KL	disrupted
1241	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.3995	3.0027	4.1786	317730.8	25	35	25.4	1
1242	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.5299	5.9651	3.0564	23575739	143	38.4	28.2	1
1243	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.3967	5.7482	2.3776	6671048	101	47.5	35.7	1
1244	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.5851	4.919	1.1994	25824018.4	903	199.4	169.1	1
1245	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.5274	0.1734	2.2663	1604654.9	80	35.5	25.7	1
1246	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.6857	5.4281	2.1265	24123077.8	376	89.2	61.8	1
1247	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.3121	0.1035	2.0723	13799459.7	50	34.6	25.1	1
1248	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.2219	2.5881	3.2491	784787.6	54	48.8	36.6	1
1249	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.493	0.0916	4.447	2634583.3	99	34.5	25	1
1250	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.1281	2.9046	3.9891	1111200.9	48	36.2	26.6	1
1251	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.8	3.5274	2.5661	874782.2	87	40.5	30	1
1252	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.456	1.6737	2.3339	31785461.3	644	201.3	188.7	1
1253	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.3447	2.498	3.1123	31333096.7	98	56.3	42	1
1254	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.5661	3.8418	5.9539	529604.5	17	62.3	46.1	1
1255	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.3287	1.6417	3.9845	12028361.7	389	201.9	192.5	1
1256	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.8893	3.9915	2.8795	1719526.5	106	88.5	61.1	1
1257	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.6365	5.3985	2.4127	83888133.2	315	97.5	65.6	1
1258	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.5219	4.2333	1.418	5021709.3	260	195.6	102.1	1
1259	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.1004	2.7213	2.5922	393878.2	38	41.9	31.1	1
1260	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.2598	1.753	2.5471	5432293.8	229	199.8	174.5	1
1261	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.3927	2.0384	0.5145	2011271	76	195.4	104.6	1
1262	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.42	6.1634	4.2871	580202.6	44	34.7	25.2	1
1263	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.524	6.0202	3.7684	9847184.9	256	36.8	27.1	1
1264	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.6563	1.6737	1.6627	12496997.8	503	201.3	188.7	1
1265	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.6254	6.014	3.2518	6891938.5	114	37	27.2	1
1266	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.6211	0.173	3.9047	3384887.1	162	35.4	25.7	1
1267	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.6497	0.2636	2.5401	2136086.2	89	36.9	27.1	1
1268	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.0373	0.1731	3.6054	497771516.2	21	35.4	25.7	1
1269	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.6732	1.3276	2.3877	83132600.5	847	198.4	160.4	1
1270	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.4963	2.2875	1.1238	36859798	427	88.9	61.6	1
1271	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.3008	4.9497	4.1897	18156662.9	892	197.5	161.9	1
1272	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.7807	6.1796	4.1486	6562746.7	134	34.6	25.1	1
1273	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.5745	5.0852	3.5054	293739049.8	480	193.1	127.3	1
1274	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.7282	3.9648	3.2647	15804880.7	177	82.6	58	1
1275	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.1522	4.543	4.2751	5335424.3	254	200.5	177.2	1
1276	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.0156	3.5948	4.8236	20992310.1	83	43.6	32.2	1
1277	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.8225	1.1577	3.8689	43666947.9	450	191.6	117.3	1
1278	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.2939	4.4321	1.9195	62260604.5	961	197	151.1	1
1279	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.2538	3.5557	2.7828	12007212.9	185	41.6	30.8	1
1280	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.988	5.4607	0.9453	125204433.5	1199	81.6	57.9	1
1281	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.8666	0.8323	3.1979	41284963.8	31	84	59	1
1282	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.9137	4.4782	0.5665	44964352.6	480	198.7	162.6	1
1283	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.6633	1.0922	3.862	8557116.8	393	195.7	102.2	1
1284	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.1623	2.2932	0.5958	2800589.6	90	87.3	60.9	1
1285	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.4728	1.4817	1.0322	68745184.9	1547	202.2	190.5	1
1286	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.8283	0.1201	1.7545	5998886.7	74	34.8	25.2	1
1287	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.5296	4.801	1.9113	32360673.5	178	201.6	190.5	1
1288	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.6372	1.15	2.8788	141976715.7	703	192.8	115.4	1
1289	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.7652	5.6746	4.4986	2284186.3	166	52.8	39.7	1
1290	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.3483	5.9078	4.4126	614507.1	33	40	29.7	1
1291	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.9626	1.7983	3.1684	13270279.7	641	198.3	164.2	1
1292	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.6735	1.7834	4.3514	63759131.1	965	199.2	167.8	1
1293	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.5922	3.7625	2.2415	9549086.3	276	54.4	40.5	1
1294	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.2699	1.642	2.3101	6594922.8	516	201.9	192.4	1
1295	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.4479	6.0004	2.5344	729735.3	67	37.4	27.4	1
1296	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.8273	2.9034	4.2835	26585052.4	82	36.3	26.6	1
1297	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.17	5.7918	3.0903	3870430.9	95	45.2	33.7	1
1298	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.8407	0.8819	1.7134	17636680.5	451	97.6	65.2	1
1299	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.6684	5.5147	2.3153	2702000.7	234	71.2	52.2	1
1300	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.5211	3.2195	2.6836	1215955.9	60	34.4	24.9	1
1301	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.8245	5.165	4.2576	3149571.6	230	192.7	108	1
1302	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.9937	0.8658	3.3424	6654892.8	241	92.8	63.1	1
1303	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.7157	4.841	5.2002	31215583.2	750	200.8	184.8	1
1304	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.0899	0.8113	5.1764	1235844.8	61	79.9	56.6	1
1305	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.0359	4.4573	5.1728	22976635.3	392	198.1	157.5	1
1306	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.6011	2.4531	3.1478	547357.9	26	60.8	45.2	1
1307	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.8104	3.9864	2.0973	4747741.5	296	87.3	60.5	1
1308	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.5488	3.3621	5.011	25956177.6	429	36.1	26.3	1
1309	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.1629	1.7413	3.9087	62896378.6	151	200.1	177	1
1310	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.9505	1.5241	2.5838	91204753.2	323	202.4	194.4	1
1311	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.5412	5.32	1.5161	3660027.5	182	134.6	77.4	1
1312	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.0389	3.8908	6.1932	4484215.1	128	68.8	50.3	1
1313	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.9412	5.6976	6.0523	1703156.6	63	51.4	38.4	1
1314	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.6462	4.4347	3.5329	56239780.2	767	197.3	151.7	1
1315	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.3989	2.0245	3.333	16653617.2	250	193.1	107.7	1
1316	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.3766	5.8514	2.7871	760772.5	47	42.4	31.4	1
1317	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.7267	5.7525	3.2089	4316487.8	140	47.3	35.5	1
1318	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.0216	1.5476	4.4556	43893521.6	782	202.5	195.6	1
1319	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.7615	2.0342	0.087	80587193.4	453	193.4	105.5	1
1320	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.1543	0.9725	2.9595	37114153.3	1244	141	78.9	1
1321	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.481	1.4391	4.357	12665291.5	361	201.7	184.3	1
1322	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.0058	5.1168	3.1197	11065314.1	521	191.5	119.4	1
1323	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.8005	1.0193	2.8647	2155125.8	160	210.4	87.3	1
1324	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.2535	0.3784	4.7432	2155181.4	54	40.3	29.8	1
1325	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.8527	1.0334	0.3617	3704882.7	161	265.1	90	1
1326	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.6329	0.6543	3.9478	2066870.8	127	57.5	42.7	1
1327	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.829	5.7594	4.9633	110038552.6	59	47	35.2	1
1328	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.0066	5.5363	2.8728	11495240.9	324	68.4	50.1	1
1329	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.5682	0.9807	3.7832	12556602.9	632	148.2	80.3	1
1330	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.5452	2.3918	2.7792	44678730.7	186	68.9	50.4	1
1331	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.0136	0.7865	0.3785	10729547.8	436	74.9	54	1
1332	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.2714	5.9345	2.8682	2510428	115	39.1	28.9	1
1333	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.7895	3.1387	2.5336	752964.8	37	34.1	24.7	1
1334	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.5316	5.6945	1.2167	24418724.1	69	51.6	38.5	1
1335	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.6953	3.4813	2.7004	50041585.5	310	39.2	28.7	1
1336	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.5128	0.1546	3.8363	1220987381.5	141	35.2	25.5	1
1337	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.1314	3.944	3.0106	3284648.9	137	78	55.7	1
1338	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.9992	1.4372	4.4132	56096316.4	709	201.7	183.9	1
1339	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.9037	0.3294	2.2409	4778018.7	158	38.8	28.5	1
1340	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.1865	5.1962	2.1998	3376794.6	145	197.7	101	1
1341	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.0593	3.3183	3.9182	2293642.3	136	35.5	25.8	1
1342	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.9612	5.4774	3.7018	1514131.2	130	78.1	56	1
1343	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.6079	1.5151	3.6736	151774394.5	923	202.4	193.8	1
1344	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.7995	3.1174	3.0586	1463691.1	73	34.1	24.8	1
1345	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.0873	0.2591	4.3636	40570421.5	184	36.8	27	1
1346	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.0891	2.9698	3.0696	2415675	118	35.4	25.7	1
1347	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.1301	1.4794	1.2036	56279358.3	618	202.2	190.2	1
1348	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.5565	1.8574	3.761	107697852.5	544	195.9	149.5	1
1349	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.0814	3.1801	2.9691	577181	80	34.2	24.8	1
1350	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.8996	0.7957	3.5431	2743838.3	156	76.6	54.9	1
1351	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.3976	1.1609	3.5861	22527959.5	637	191.7	118.1	1
1352	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	6.0098	5.5922	2.0971	19727676.4	117	61.1	45.4	1
1353	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.5817	4.7555	4.1523	19993205.2	685	202.3	194.7	1
1354	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.0929	0.3841	6.2751	65855340.5	42	40.4	29.9	1
1355	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.9816	3.3555	3.4247	149026944.7	61	36.1	26.3	1
1356	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.4205	5.5941	4.0137	242266780.3	443	60.8	45.3	1
1357	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.8832	5.0909	3.6376	19072371.3	661	192.1	125.8	1
1358	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.62	0.0195	3.306	2908619.1	126	34.1	24.8	1
1359	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.3502	0.6648	3.6779	725192.7	41	58.7	43.4	1
1360	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.5798	2.6086	4.5929	502343.4	30	47.4	35.6	1
1361	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.6165	2.7071	2.7959	12634811.3	92	42.5	31.5	1
1362	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.1471	4.2299	3.3378	8118868.9	501	197	101.3	1
1363	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.5659	0.6448	4.1768	19603296.4	172	56.4	42	1
1364	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.764	0.7781	3.4095	8610264.8	216	73.9	53.1	1
1365	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	6.1974	4.0071	3.4788	13572463.2	45	92.8	63.1	1
1366	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.5923	0.0704	1.9302	3549347.9	112	34.3	24.9	1
1367	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.7137	6.1413	2.2415	57261314.9	52	35	25.4	1
1368	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.2164	1.0424	4.5114	45577285	144	228.1	91.8	1
1369	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.0007	1.621	0.7608	58451269.7	292	202.2	194.2	1
1370	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.4411	5.0334	1.7868	3944398.4	255	194	140.6	1
1371	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.4115	0.5085	3.4326	2250166.1	75	46.3	34.5	1
1372	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	6.119	4.7767	3.0324	7738372.7	430	202	193.1	1
1373	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.1412	0.6006	2.1434	474676.6	31	52.8	39.2	1
1374	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.0499	4.164	2.6494	6438429.5	392	221.3	87.9	1
1375	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.3479	4.3537	6.2718	60736116.6	406	193.1	130.9	1
1376	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.0088	0.5631	5.8677	1104622	41	49.6	37.1	1
1377	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.304	0.0739	4.0269	2104594.2	194	34.4	24.9	1
1378	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.018	3.2411	4.3342	1514609	84	34.6	25.1	1
1379	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	6.1607	2.6917	4.0208	14212196	61	43	32.1	1
1380	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.5625	0.283	3.4137	4115144.7	118	37.4	27.4	1
1381	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.9424	0.5931	3.1298	1187609.4	58	52.1	38.8	1
1382	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.293	5.994	0.6442	15273017.3	180	37.5	27.6	1
1383	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.8329	1.2648	5.6232	5391592.3	220	195.8	144.4	1
1384	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.6112	5.0942	3.4005	6742057.9	659	191.6	125	1
1385	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.6026	1.479	2.6807	19502794.3	675	202.2	190.1	1
1386	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.7884	0.9144	3.3723	3341263.7	177	109.3	69.8	1
1387	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.6416	2.4998	3.731	1167644.3	77	56.1	41.8	1
1388	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.3082	3.8815	1.1331	1259375.7	107	67.4	49.5	1
1389	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.2376	3.6416	5.916	1249761.4	47	45.7	34.1	1
1390	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.6643	5.9237	3.2547	516017.6	71	39.4	29.2	1
1391	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.8858	5.1667	3.2022	7473616.4	477	193.3	107.6	1
1392	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.2185	4.2665	2.1221	11069582.3	618	193.2	109.5	1
1393	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.0026	2.8442	2.2886	19146409.7	259	37.8	27.7	1
1394	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.5352	2.6856	0.9902	18588974.3	106	43.2	32.3	1
1395	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.1458	5.0632	3.1737	90651475.5	565	193.1	132.9	1
1396	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.6721	4.133	4.1596	35680498.9	183	158.3	82.2	1
1397	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	6.1582	1.9957	2.2563	9540607.7	344	191.4	114.5	1
1398	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.1783	3.6414	2.7187	9808693.3	234	45.7	34.1	1
1399	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.5343	2.6368	2.3769	6788767.2	165	46	34.3	1
1400	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	6.1298	0.3414	4.7486	4911890.7	155	39.2	28.8	1
1401	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.4218	1.6751	3.6832	44064081.8	1158	201.3	188.5	1
1402	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.0759	2.6947	3.0097	1814325.8	81	42.9	32	1
1403	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.6061	3.5413	2.7302	6649968.5	52	41	30.4	1
1404	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.0681	4.8631	3.3746	16520356.3	667	200.5	180.9	1
1405	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.6766	6.1358	2.3917	12974497	267	35.1	25.5	1
1406	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.1989	0.2906	5.5551	5486752.4	177	37.6	27.6	1
1407	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.6292	3.7371	3.1793	2220217.9	77	52.3	38.9	1
1408	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.6554	3.0155	4.6925	1307467.8	69	34.8	25.3	1
1409	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.4252	6.0487	2.6654	17153033.2	123	36.2	26.6	1
1410	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.9275	1.4776	2.7633	16210097.6	700	202.2	190	1
1411	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.7667	1.4495	5.4749	9970316.3	371	201.9	186	1
1412	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.5819	3.2747	2.6866	1797954.9	46	34.9	25.3	1
1413	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.1808	3.8612	3.7158	23346837.2	49	65	47.7	1
1414	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.5994	3.2598	2.7721	463733.5	23	34.7	25.2	1
1415	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.7008	5.6966	2.8469	68520310.1	182	51.4	38.4	1
1416	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.3618	0.2706	1.3493	1543069.4	61	37	27.2	1
1417	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.9976	2.4386	3.69	9662463	73	62.7	46.4	1
1418	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.7462	1.9841	3.4907	14821147.6	325	191.5	117.2	1
1419	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.281	1.2846	5.6603	26179180.4	537	196.3	149.6	1
1420	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.1867	3.7154	3.721	28308504.2	531	50.4	37.7	1
1421	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.0321	0.3552	1.2293	1876858.3	91	39.7	29.1	1
1422	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.8088	1.926	2.2555	25284916.4	486	192.8	131.8	1
1423	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.8469	1.0617	3.8971	28674519.9	675	206.5	95.7	1
1424	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.7308	5.1647	1.6935	25558855.8	125	192.5	108.1	1
1425	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.2973	0.9925	5.7769	4010963.9	160	160	82.4	1
1426	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.5888	2.3048	2.3083	2129799.5	113	85.1	59.5	1
1427	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.1393	2.5092	3.3382	3470468.7	197	55.1	41.2	1
1428	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.5834	4.9975	3.3176	12166599.9	428	195.9	149.8	1
1429	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.9631	1.1851	4.512	116276158.6	791	192.5	124.1	1
1430	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.989	1.003	3.6732	3161289.1	210	174.2	84.3	1
1431	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.2927	4.3484	3.5435	20182673.5	725	192.9	129.5	1
1432	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.8334	3.3516	3.304	2066354.7	111	36	26.2	1
1433	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.8457	4.0409	4.0296	2391779.9	146	103.6	67.6	1
1434	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.9947	3.3893	0.1772	19841026.1	88	36.6	26.8	1
1435	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.1136	4.5123	2.8067	23867909	1023	199.5	170.6	1
1436	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.4296	0.9598	3.7144	6352568.6	257	132.1	76.8	1
1437	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.3802	5.1816	1.8583	10083973.3	441	195.6	104.2	1
1438	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.6056	0.8743	5.1356	84817388.3	367	95.1	64.2	1
1439	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.2473	1.4191	5.7929	40064443.2	1064	201.2	180.7	1
1440	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.6328	0.1131	5.354	315625.1	21	34.7	25.2	1
1441	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.325	0.2751	3.429	922607.1	56	37.2	27.3	1
1442	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.3304	3.3772	3.3705	10145303.2	47	36.4	26.6	1
1443	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.8119	5.0814	4.4546	265683989.2	157	193.2	128.2	1
1444	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.8913	2.6023	2.837	782651.3	53	47.8	35.9	1
1445	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.162	3.8172	3.4432	10712821.9	331	59.9	44.2	1
1446	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.5489	4.4641	4.1273	9623826.7	723	198.2	159.2	1
1447	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.2581	6.0584	4.4226	29384117.1	37	36	26.4	1
1448	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.9325	5.1987	3.1739	13007855.9	85	197.4	100.5	1
1449	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.6645	1.822	4.5153	257047611	513	197	158.4	1
1450	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	2.9691	3.9974	2.3595	2868203.2	126	90.2	61.8	1
1451	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	5.6259	4.8166	1.7473	118919958.3	1328	201.3	188.5	1
1452	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	3.9634	0.809	4.2689	2468247.3	142	79.4	56.4	1
1453	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.604	1.8712	1.5839	6174336.3	425	195.8	145.9	1
1454	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	0.485	3.6605	3.4172	1936102.1	71	47	34.9	1
1455	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	4.1097	0.5311	3.042	2806140	167	47.8	35.5	1
1456	1	1	1	30	3	0.9	0	0	0	0.5	2.3562	1.2743	1.3753	3.7054	1640788.8	132	199.6	171.7	1
