sim_ind	M1	M2	M3	a_o	r_p_o	e_o	inc_o	Omega_o	omega_o	e_i	inc_i	Omega_i	omega_i	f_i	final_time	outer_orbits	outer_orbits_RW	outer_orbits_RW_without_KL	disrupted
2165	1	1	1	40	4	0.9	0	0	0	0.5	0	5.9152	1.3516	3.3483	6312697.5	38	12.9	12.9	1
2166	1	1	1	40	4	0.9	0	0	0	0.5	0	2.4439	5.1518	2.9807	1405382.7	18	12.9	12.9	1
2167	1	1	1	40	4	0.9	0	0	0	0.5	0	5.7803	2.6075	4.6886	1139358.2	5	12.9	12.9	1
2168	1	1	1	40	4	0.9	0	0	0	0.5	0	5.014	4.4839	3.4761	547669.7	4	12.9	12.9	1
2169	1	1	1	40	4	0.9	0	0	0	0.5	0	3.1213	3.5149	4.7182	7586776.8	277	12.9	12.9	1
2170	1	1	1	40	4	0.9	0	0	0	0.5	0	6.0879	0.6161	2.5911	3852850.4	48	12.9	12.9	1
2171	1	1	1	40	4	0.9	0	0	0	0.5	0	4.9669	5.0693	2.4848	17923324	40	12.9	12.9	1
2172	1	1	1	40	4	0.9	0	0	0	0.5	0	0.6929	4.8493	2.6273	4836917	15	12.9	12.9	1
2173	1	1	1	40	4	0.9	0	0	0	0.5	0	4.0824	2.6665	3.7681	23110434.5	272	12.9	12.9	1
2174	1	1	1	40	4	0.9	0	0	0	0.5	0	3.7962	5.6479	2.9046	1573219.3	11	12.9	12.9	1
2175	1	1	1	40	4	0.9	0	0	0	0.5	0	0.6982	0.2567	3.6404	2274159.8	43	12.9	12.9	1
2176	1	1	1	40	4	0.9	0	0	0	0.5	0	2.7	4.9428	5.6657	14082393.6	34	12.9	12.9	1
2177	1	1	1	40	4	0.9	0	0	0	0.5	0	2.4318	3.1541	5.3553	6739393.7	84	12.9	12.9	1
2178	1	1	1	40	4	0.9	0	0	0	0.5	0	3.0385	4.2877	6.2375	11789765	218	12.9	12.9	1
2179	1	1	1	40	4	0.9	0	0	0	0.5	0	4.0481	1.4546	5.9632	1161962.5	6	12.9	12.9	1
2180	1	1	1	40	4	0.9	0	0	0	0.5	0	3.7765	4.0466	2.23	3975952.5	39	12.9	12.9	1
2181	1	1	1	40	4	0.9	0	0	0	0.5	0	5.0834	2.1651	2.882	2424134056.7	149	12.9	12.9	1
2182	1	1	1	40	4	0.9	0	0	0	0.5	0	1.1303	6.0991	3.575	6527235.3	58	12.9	12.9	1
2183	1	1	1	40	4	0.9	0	0	0	0.5	0	4.3971	0.9111	3.2463	10277733	142	12.9	12.9	1
2184	1	1	1	40	4	0.9	0	0	0	0.5	0	1.5032	6.0835	3.9383	26486037.9	1073	12.9	12.9	1
2185	1	1	1	40	4	0.9	0	0	0	0.5	0	0.016	4.3036	2.5216	22388196.2	1056	12.9	12.9	1
2186	1	1	1	40	4	0.9	0	0	0	0.5	0	2.7364	0.1408	3.6218	3041996.3	4	12.9	12.9	1
2187	1	1	1	40	4	0.9	0	0	0	0.5	0	5.5857	5.7649	3.6682	21274182	71	12.9	12.9	1
2188	1	1	1	40	4	0.9	0	0	0	0.5	0	1.5443	4.6867	1.852	11284671.2	311	12.9	12.9	1
2189	1	1	1	40	4	0.9	0	0	0	0.5	0	4.198	2.8879	3.1702	3355314.1	49	12.9	12.9	1
2190	1	1	1	40	4	0.9	0	0	0	0.5	0	2.6664	2.5189	2.7719	1894450.2	14	12.9	12.9	1
2191	1	1	1	40	4	0.9	0	0	0	0.5	0	0.6025	1.457	2.9643	331902380.5	17	12.9	12.9	1
2192	1	1	1	40	4	0.9	0	0	0	0.5	0	1.8888	3.1241	2.5824	4015833.1	9	12.9	12.9	1
2193	1	1	1	40	4	0.9	0	0	0	0.5	0	5.1147	0.7571	3.2878	4977540.9	19	12.9	12.9	1
2194	1	1	1	40	4	0.9	0	0	0	0.5	0	0.0904	5.2141	3.6598	1869702	7	12.9	12.9	1
2195	1	1	1	40	4	0.9	0	0	0	0.5	0	6.1185	6.2327	6.0043	5687151.2	103	12.9	12.9	1
2196	1	1	1	40	4	0.9	0	0	0	0.5	0	0.8079	2.9973	2.6465	16513397.7	742	12.9	12.9	1
2197	1	1	1	40	4	0.9	0	0	0	0.5	0	5.9005	0.52	2.9146	2125156.4	15	12.9	12.9	1
2198	1	1	1	40	4	0.9	0	0	0	0.5	0	0.3951	3.0672	2.4912	9898300.2	327	12.9	12.9	1
2199	1	1	1	40	4	0.9	0	0	0	0.5	0	3.7202	0.991	3.6468	10398555.7	456	12.9	12.9	1
2200	1	1	1	40	4	0.9	0	0	0	0.5	0	2.2294	0.3468	3.0865	15385231.7	267	12.9	12.9	1
2201	1	1	1	40	4	0.9	0	0	0	0.5	0	3.2437	4.912	3.6187	6937104.1	186	12.9	12.9	1
2202	1	1	1	40	4	0.9	0	0	0	0.5	0	2.0708	5.7467	2.8051	4598465.8	17	12.9	12.9	1
2203	1	1	1	40	4	0.9	0	0	0	0.5	0	0.497	2.0141	2.9329	4361852.8	74	12.9	12.9	1
2204	1	1	1	40	4	0.9	0	0	0	0.5	0	1.2516	6.07	2.9896	906866.3	10	12.9	12.9	1
2205	1	1	1	40	4	0.9	0	0	0	0.5	0	6.2349	5.2364	3.9608	8117219.1	36	12.9	12.9	1
2206	1	1	1	40	4	0.9	0	0	0	0.5	0	2.1879	5.8751	5.6885	7263327.7	16	12.9	12.9	1
2207	1	1	1	40	4	0.9	0	0	0	0.5	0	2.205	2.6517	3.7743	6091639.6	116	12.9	12.9	1
2208	1	1	1	40	4	0.9	0	0	0	0.5	0	2.3532	1.8504	3.6588	39838790.3	23	12.9	12.9	1
2209	1	1	1	40	4	0.9	0	0	0	0.5	0	1.0392	3.4831	2.2476	68308842.2	380	12.9	12.9	1
2210	1	1	1	40	4	0.9	0	0	0	0.5	0	4.4296	3.12	2.994	13059551.5	405	12.9	12.9	1
2211	1	1	1	40	4	0.9	0	0	0	0.5	0	1.5724	3.6654	1.9917	4576019.5	165	12.9	12.9	1
2212	1	1	1	40	4	0.9	0	0	0	0.5	0	4.491	1.4604	2.607	11344520.4	70	12.9	12.9	1
2213	1	1	1	40	4	0.9	0	0	0	0.5	0	2.5635	6.05	5.6342	972302.5	6	12.9	12.9	1
2214	1	1	1	40	4	0.9	0	0	0	0.5	0	4.8543	3.0531	2.1469	4069711.7	7	12.9	12.9	1
2215	1	1	1	40	4	0.9	0	0	0	0.5	0	1.5881	1.1436	2.5682	1460884.3	13	12.9	12.9	1
2216	1	1	1	40	4	0.9	0	0	0	0.5	0	1.5814	6.1648	2.7618	10746378.3	84	12.9	12.9	1
2217	1	1	1	40	4	0.9	0	0	0	0.5	0	4.0912	0.7458	4.1768	1708151.1	8	12.9	12.9	1
2218	1	1	1	40	4	0.9	0	0	0	0.5	0	2.9001	6.0425	3.7692	1860064.9	13	12.9	12.9	1
2219	1	1	1	40	4	0.9	0	0	0	0.5	0	2.6434	4.294	4.1995	18952825	1750	12.9	12.9	1
2220	1	1	1	40	4	0.9	0	0	0	0.5	0	6.2386	1.8284	1.7604	3046569	29	12.9	12.9	1
2221	1	1	1	40	4	0.9	0	0	0	0.5	0	1.6882	2.6368	3.3176	5033835.2	15	12.9	12.9	1
2222	1	1	1	40	4	0.9	0	0	0	0.5	0	6.1372	2.7635	3.4996	705368.1	3	12.9	12.9	1
2223	1	1	1	40	4	0.9	0	0	0	0.5	0	4.7934	1.4027	2.9637	11489664.9	122	12.9	12.9	1
2224	1	1	1	40	4	0.9	0	0	0	0.5	0	3.7587	4.8259	2.3388	4105558	53	12.9	12.9	1
2225	1	1	1	40	4	0.9	0	0	0	0.5	0	3.5535	1.6538	4.3223	4189564.2	8	12.9	12.9	1
2226	1	1	1	40	4	0.9	0	0	0	0.5	0	2.8527	2.8682	3.3478	26202140.9	444	12.9	12.9	1
2227	1	1	1	40	4	0.9	0	0	0	0.5	0	5.9663	0.8354	2.8992	15538954.3	412	12.9	12.9	1
2228	1	1	1	40	4	0.9	0	0	0	0.5	0	0.7111	5.5048	2.2855	3941843.2	140	12.9	12.9	1
2229	1	1	1	40	4	0.9	0	0	0	0.5	0	4.5676	4.0352	3.4101	17035105.9	54	12.9	12.9	1
2230	1	1	1	40	4	0.9	0	0	0	0.5	0	5.1491	3.1078	3.6907	2063814.6	19	12.9	12.9	1
2231	1	1	1	40	4	0.9	0	0	0	0.5	0	3.9976	0.3034	0.9379	32484119.7	1693	12.9	12.9	1
2232	1	1	1	40	4	0.9	0	0	0	0.5	0	0.396	0.2361	0.2323	18071514.6	37	12.9	12.9	1
2233	1	1	1	40	4	0.9	0	0	0	0.5	0	1.1134	5.9842	2.2193	7501562.8	63	12.9	12.9	1
2234	1	1	1	40	4	0.9	0	0	0	0.5	0	4.0433	1.4238	3.3944	4765928.1	23	12.9	12.9	1
2235	1	1	1	40	4	0.9	0	0	0	0.5	0	2.8139	4.2239	2.9871	2096235.6	6	12.9	12.9	1
2236	1	1	1	40	4	0.9	0	0	0	0.5	0	1.0914	2.2664	3.5186	15216863.1	64	12.9	12.9	1
2237	1	1	1	40	4	0.9	0	0	0	0.5	0	5.5068	5.3132	1.5739	2602431.2	14	12.9	12.9	1
2238	1	1	1	40	4	0.9	0	0	0	0.5	0	4.292	1.0335	2.0453	3029761.9	11	12.9	12.9	1
2239	1	1	1	40	4	0.9	0	0	0	0.5	0	2.027	4.2084	3.7396	66882814.7	27	12.9	12.9	1
2240	1	1	1	40	4	0.9	0	0	0	0.5	0	2.789	4.2823	2.2758	13168947.4	533	12.9	12.9	1
2241	1	1	1	40	4	0.9	0	0	0	0.5	0	0.2089	5.2441	3.4831	12844296.9	46	12.9	12.9	1
2242	1	1	1	40	4	0.9	0	0	0	0.5	0	3.7037	1.5501	3.9249	7441486.8	124	12.9	12.9	1
2243	1	1	1	40	4	0.9	0	0	0	0.5	0	1.6526	2.4394	4.6565	7392663	118	12.9	12.9	1
2244	1	1	1	40	4	0.9	0	0	0	0.5	0	3.2647	4.548	4.4675	7796371	26	12.9	12.9	1
2245	1	1	1	40	4	0.9	0	0	0	0.5	0	3.0154	1.1165	3.3831	3532181.6	50	12.9	12.9	1
2246	1	1	1	40	4	0.9	0	0	0	0.5	0	3.9973	5.6875	2.5279	4381254.9	22	12.9	12.9	1
2247	1	1	1	40	4	0.9	0	0	0	0.5	0	6.1825	1.7511	3.3828	16434836.6	17	12.9	12.9	1
2248	1	1	1	40	4	0.9	0	0	0	0.5	0	4.9757	3.2288	2.4977	7876305.9	13	12.9	12.9	1
2249	1	1	1	40	4	0.9	0	0	0	0.5	0	6.2091	0.082	2.7647	6838066.2	179	12.9	12.9	1
2250	1	1	1	40	4	0.9	0	0	0	0.5	0	2.6136	6.1996	2.385	26068408	435	12.9	12.9	1
2251	1	1	1	40	4	0.9	0	0	0	0.5	0	2.568	1.0532	3.8459	3483967.1	41	12.9	12.9	1
2252	1	1	1	40	4	0.9	0	0	0	0.5	0	5.8013	0.0247	0.0805	1332900324	12	12.9	12.9	1
2253	1	1	1	40	4	0.9	0	0	0	0.5	0	3.8162	5.2688	1.3978	9142677.1	161	12.9	12.9	1
2254	1	1	1	40	4	0.9	0	0	0	0.5	0	2.9452	2.9911	3.5697	9295834.5	36	12.9	12.9	1
2255	1	1	1	40	4	0.9	0	0	0	0.5	0	2.2383	4.8853	3.7604	6132290.8	25	12.9	12.9	1
2256	1	1	1	40	4	0.9	0	0	0	0.5	0	4.0887	3.721	6.1984	16199635.5	983	12.9	12.9	1
2257	1	1	1	40	4	0.9	0	0	0	0.5	0	1.3377	6.0208	3.6855	3234102.9	36	12.9	12.9	1
2258	1	1	1	40	4	0.9	0	0	0	0.5	0	2.2731	3.0048	3.6602	86335470	26	12.9	12.9	1
2259	1	1	1	40	4	0.9	0	0	0	0.5	0	2.9024	1.8774	2.8899	2699305.5	36	12.9	12.9	1
2260	1	1	1	40	4	0.9	0	0	0	0.5	0	1.8693	6.0797	2.4641	1132698.9	13	12.9	12.9	1
2261	1	1	1	40	4	0.9	0	0	0	0.5	0	3.8418	2.9352	3.675	3272235.7	15	12.9	12.9	1
2262	1	1	1	40	4	0.9	0	0	0	0.5	0	1.42	6.0623	2.876	14175874.6	945	12.9	12.9	1
2263	1	1	1	40	4	0.9	0	0	0	0.5	0	3.4314	1.416	1.6925	4799464.8	102	12.9	12.9	1
2264	1	1	1	40	4	0.9	0	0	0	0.5	0	3.2262	0.2817	3.2028	10586998.2	200	12.9	12.9	1
2265	1	1	1	40	4	0.9	0	0	0	0.5	0	4.1602	2.0074	3.6372	4451642.4	6	12.9	12.9	1
2266	1	1	1	40	4	0.9	0	0	0	0.5	0	1.0465	5.2159	1.6673	1815206.2	36	12.9	12.9	1
2267	1	1	1	40	4	0.9	0	0	0	0.5	0	3.1616	0.2317	4.8187	177637315.7	179	12.9	12.9	1
2268	1	1	1	40	4	0.9	0	0	0	0.5	0	5.5247	1.9829	2.7069	75092268.7	17	12.9	12.9	1
2269	1	1	1	40	4	0.9	0	0	0	0.5	0	5.1911	3.3577	4.0783	10454317.5	37	12.9	12.9	1
2270	1	1	1	40	4	0.9	0	0	0	0.5	0	6.2054	3.9021	2.5421	45410712.7	154	12.9	12.9	1
2271	1	1	1	40	4	0.9	0	0	0	0.5	0	4.565	1.3387	4.4923	2193872.5	7	12.9	12.9	1
2272	1	1	1	40	4	0.9	0	0	0	0.5	0	2.4803	4.9186	2.754	3166998786.1	88	12.9	12.9	1
2273	1	1	1	40	4	0.9	0	0	0	0.5	0	5.7679	4.6031	3.5768	10819120.4	281	12.9	12.9	1
2274	1	1	1	40	4	0.9	0	0	0	0.5	0	1.7024	4.3189	2.7366	4539371.5	75	12.9	12.9	1
2275	1	1	1	40	4	0.9	0	0	0	0.5	0	1.4676	5.2267	3.4638	10199109.4	239	12.9	12.9	1
2276	1	1	1	40	4	0.9	0	0	0	0.5	0	1.0818	0.6166	2.3026	5012733	115	12.9	12.9	1
2277	1	1	1	40	4	0.9	0	0	0	0.5	0	5.8267	5.0875	2.9716	41397829.8	160	12.9	12.9	1
2278	1	1	1	40	4	0.9	0	0	0	0.5	0	5.057	1.159	4.7271	28940856.6	2150	12.9	12.9	1
2279	1	1	1	40	4	0.9	0	0	0	0.5	0	0.21	1.6223	2.4053	3119451	62	12.9	12.9	1
2280	1	1	1	40	4	0.9	0	0	0	0.5	0	1.9723	3.452	3.2516	7364530.3	13	12.9	12.9	1
2281	1	1	1	40	4	0.9	0	0	0	0.5	0	2.458	6.1929	3.4787	10686582.1	285	12.9	12.9	1
2282	1	1	1	40	4	0.9	0	0	0	0.5	0	5.991	6.2151	0.787	10043784.6	44	12.9	12.9	1
2283	1	1	1	40	4	0.9	0	0	0	0.5	0	4.494	3.2433	2.2406	28730054.3	290	12.9	12.9	1
2284	1	1	1	40	4	0.9	0	0	0	0.5	0	5.3801	0.9302	0.5884	3192171.5	39	12.9	12.9	1
2285	1	1	1	40	4	0.9	0	0	0	0.5	0	5.2812	1.5434	3.4044	7912860.1	40	12.9	12.9	1
2286	1	1	1	40	4	0.9	0	0	0	0.5	0	0.1966	1.8861	2.9337	6729859.8	71	12.9	12.9	1
2287	1	1	1	40	4	0.9	0	0	0	0.5	0	1.3695	3.4251	3.2209	8901739.3	142	12.9	12.9	1
2288	1	1	1	40	4	0.9	0	0	0	0.5	0	2.4787	2.3929	3.7168	9749732	103	12.9	12.9	1
2289	1	1	1	40	4	0.9	0	0	0	0.5	0	0.4942	5.0741	1.3887	5223581	52	12.9	12.9	1
2290	1	1	1	40	4	0.9	0	0	0	0.5	0	4.5824	3.0178	3.1271	5716030	121	12.9	12.9	1
2291	1	1	1	40	4	0.9	0	0	0	0.5	0	5.8524	0.3908	1.5516	4400174.8	170	12.9	12.9	1
2292	1	1	1	40	4	0.9	0	0	0	0.5	0	0.8086	4.0257	2.3813	4551008.7	15	12.9	12.9	1
2293	1	1	1	40	4	0.9	0	0	0	0.5	0	4.5869	3.2104	4.3828	2613091.4	12	12.9	12.9	1
2294	1	1	1	40	4	0.9	0	0	0	0.5	0	0.254	5.4176	2.7503	3561437.9	21	12.9	12.9	1
2295	1	1	1	40	4	0.9	0	0	0	0.5	0	3.0249	0.7379	3.2263	4260264.1	71	12.9	12.9	1
2296	1	1	1	40	4	0.9	0	0	0	0.5	0	4.5706	5.9218	2.8653	6609381.7	185	12.9	12.9	1
2297	1	1	1	40	4	0.9	0	0	0	0.5	0	3.7363	4.7287	2.122	19727760.6	1042	12.9	12.9	1
2298	1	1	1	40	4	0.9	0	0	0	0.5	0	2.3414	4.5188	2.8542	3718593.7	61	12.9	12.9	1
2299	1	1	1	40	4	0.9	0	0	0	0.5	0	6.2603	5.413	3.2157	1163228533.9	16	12.9	12.9	1
2300	1	1	1	40	4	0.9	0	0	0	0.5	0	4.9821	0.7723	3.135	1071938.8	5	12.9	12.9	1
2301	1	1	1	40	4	0.9	0	0	0	0.5	0	5.6942	3.5507	4.1781	41250704.1	245	12.9	12.9	1
2302	1	1	1	40	4	0.9	0	0	0	0.5	0	4.7406	4.8568	3.4052	1513415.6	22	12.9	12.9	1
2303	1	1	1	40	4	0.9	0	0	0	0.5	0	4.0257	5.248	2.9081	10722170.2	396	12.9	12.9	1
2304	1	1	1	40	4	0.9	0	0	0	0.5	0	2.6921	5.0932	1.2392	7296483.3	13	12.9	12.9	1
2305	1	1	1	40	4	0.9	0	0	0	0.5	0	0.1442	3.9077	5.4478	7433463.1	169	12.9	12.9	1
2306	1	1	1	40	4	0.9	0	0	0	0.5	0	2.8833	3.1707	1.8869	13854203.4	68	12.9	12.9	1
2307	1	1	1	40	4	0.9	0	0	0	0.5	0	6.2318	3.6786	1.4516	3131114.2	34	12.9	12.9	1
2308	1	1	1	40	4	0.9	0	0	0	0.5	0	6.1572	2.9014	2.1389	4148784.7	62	12.9	12.9	1
2309	1	1	1	40	4	0.9	0	0	0	0.5	0	1.9688	3.8973	3.951	10738869.7	386	12.9	12.9	1
2310	1	1	1	40	4	0.9	0	0	0	0.5	0	2.7695	5.9455	0.4632	8375619.6	180	12.9	12.9	1
2311	1	1	1	40	4	0.9	0	0	0	0.5	0	4.4428	6.2246	2.3797	5447470.1	101	12.9	12.9	1
2312	1	1	1	40	4	0.9	0	0	0	0.5	0	0.6565	2.7954	4.1676	4895063.6	100	12.9	12.9	1
2313	1	1	1	40	4	0.9	0	0	0	0.5	0	3.8562	3.9481	3.7088	2050917	7	12.9	12.9	1
2314	1	1	1	40	4	0.9	0	0	0	0.5	0	1.2594	1.433	4.0567	6423345.4	12	12.9	12.9	1
2315	1	1	1	40	4	0.9	0	0	0	0.5	0	3.4795	2.8876	4.1205	12918228.7	109	12.9	12.9	1
2316	1	1	1	40	4	0.9	0	0	0	0.5	0	0.2845	4.3508	6.2506	2260730.7	15	12.9	12.9	1
2317	1	1	1	40	4	0.9	0	0	0	0.5	0	4.8719	2.8839	4.1645	1955894.5	46	12.9	12.9	1
2318	1	1	1	40	4	0.9	0	0	0	0.5	0	1.2014	2.8976	3.9508	1374970.6	25	12.9	12.9	1
2319	1	1	1	40	4	0.9	0	0	0	0.5	0	1.938	4.2911	2.7144	8273103.5	121	12.9	12.9	1
2320	1	1	1	40	4	0.9	0	0	0	0.5	0	0.0224	6.0812	2.608	11695639.6	228	12.9	12.9	1
2321	1	1	1	40	4	0.9	0	0	0	0.5	0	3.1273	4.5826	2.3687	3507245.7	11	12.9	12.9	1
2322	1	1	1	40	4	0.9	0	0	0	0.5	0	1.8236	2.102	3.1106	3885572.1	20	12.9	12.9	1
2323	1	1	1	40	4	0.9	0	0	0	0.5	0	0.9645	4.6466	3.263	13722701.7	594	12.9	12.9	1
2324	1	1	1	40	4	0.9	0	0	0	0.5	0	3.8467	2.4242	2.0084	5017075.9	69	12.9	12.9	1
2325	1	1	1	40	4	0.9	0	0	0	0.5	0	0.7499	5.252	2.9123	2894242.7	10	12.9	12.9	1
2326	1	1	1	40	4	0.9	0	0	0	0.5	0	6.1696	5.4557	0.1889	2614197.3	18	12.9	12.9	1
2327	1	1	1	40	4	0.9	0	0	0	0.5	0	3.6261	5.8448	3.5567	21483036.8	620	12.9	12.9	1
2328	1	1	1	40	4	0.9	0	0	0	0.5	0	3.5115	5.9624	4.1589	24855660.5	61	12.9	12.9	1
2329	1	1	1	40	4	0.9	0	0	0	0.5	0	4.8907	5.3693	3.8134	2079854	39	12.9	12.9	1
2330	1	1	1	40	4	0.9	0	0	0	0.5	0	4.9404	0.5897	5.0088	8359854.4	164	12.9	12.9	1
2331	1	1	1	40	4	0.9	0	0	0	0.5	0	5.5742	0.1955	2.8657	8077963.5	128	12.9	12.9	1
2332	1	1	1	40	4	0.9	0	0	0	0.5	0	1.4975	5.2522	3.6465	4204819.5	34	12.9	12.9	1
2333	1	1	1	40	4	0.9	0	0	0	0.5	0	1.8445	3.316	2.6706	2611979.3	75	12.9	12.9	1
2334	1	1	1	40	4	0.9	0	0	0	0.5	0	6.0958	5.7497	3.4653	14143345.6	934	12.9	12.9	1
2335	1	1	1	40	4	0.9	0	0	0	0.5	0	0.7182	0.2226	3.6938	12522980.4	457	12.9	12.9	1
2336	1	1	1	40	4	0.9	0	0	0	0.5	0	3.7328	3.8572	0.424	1976839.2	13	12.9	12.9	1
2337	1	1	1	40	4	0.9	0	0	0	0.5	0	2.5493	1.4521	3.2354	11521349.4	185	12.9	12.9	1
2338	1	1	1	40	4	0.9	0	0	0	0.5	0	3.0492	3.8458	3.5979	8278197.3	18	12.9	12.9	1
2339	1	1	1	40	4	0.9	0	0	0	0.5	0	6.0393	3.0247	2.5569	10839313.6	503	12.9	12.9	1
2340	1	1	1	40	4	0.9	0	0	0	0.5	0	5.5766	2.2647	3.0017	22072954.7	36	12.9	12.9	1
2341	1	1	1	40	4	0.9	0	0	0	0.5	0	4.2456	3.1877	3.2447	6566021.4	391	12.9	12.9	1
2342	1	1	1	40	4	0.9	0	0	0	0.5	0	0.0759	0.4808	2.074	50059420.8	6	12.9	12.9	1
2343	1	1	1	40	4	0.9	0	0	0	0.5	0	5.135	2.9836	4.8613	5068736.1	11	12.9	12.9	1
2344	1	1	1	40	4	0.9	0	0	0	0.5	0	4.4723	2.5725	4.7295	31904283.4	16	12.9	12.9	1
2345	1	1	1	40	4	0.9	0	0	0	0.5	0	1.9085	5.6834	4.9631	4197406.2	11	12.9	12.9	1
2346	1	1	1	40	4	0.9	0	0	0	0.5	0	2.4517	5.5475	5.9705	154104487	28	12.9	12.9	1
2347	1	1	1	40	4	0.9	0	0	0	0.5	0	2.6309	1.2067	2.4983	7651142	93	12.9	12.9	1
2348	1	1	1	40	4	0.9	0	0	0	0.5	0	3.3746	2.7875	3.0167	16118017.6	8	12.9	12.9	1
2349	1	1	1	40	4	0.9	0	0	0	0.5	0	0.6349	4.3587	4.9932	20881743.1	275	12.9	12.9	1
2350	1	1	1	40	4	0.9	0	0	0	0.5	0	4.5207	4.362	5.7124	2089587.1	17	12.9	12.9	1
2351	1	1	1	40	4	0.9	0	0	0	0.5	0	1.7852	1.3625	0.3655	3351724.3	41	12.9	12.9	1
2352	1	1	1	40	4	0.9	0	0	0	0.5	0	0.615	5.7066	3.2385	24800381.3	435	12.9	12.9	1
2353	1	1	1	40	4	0.9	0	0	0	0.5	0	1.1698	5.1237	1.1119	23898696	1067	12.9	12.9	1
2354	1	1	1	40	4	0.9	0	0	0	0.5	0	4.2641	1.0654	2.5915	3380563.7	80	12.9	12.9	1
2355	1	1	1	40	4	0.9	0	0	0	0.5	0	2.9608	4.034	4.4562	7215446.4	35	12.9	12.9	1
2356	1	1	1	40	4	0.9	0	0	0	0.5	0	5.4159	4.3701	2.9719	4955923.9	86	12.9	12.9	1
2357	1	1	1	40	4	0.9	0	0	0	0.5	0	1.5982	5.2456	5.2786	7522306.5	181	12.9	12.9	1
2358	1	1	1	40	4	0.9	0	0	0	0.5	0	2.9338	4.793	4.5547	9720594.7	151	12.9	12.9	1
2359	1	1	1	40	4	0.9	0	0	0	0.5	0	1.152	6.0728	2.6892	2117954.8	7	12.9	12.9	1
2360	1	1	1	40	4	0.9	0	0	0	0.5	0	1.8279	0.6577	3.0636	28947768.9	12	12.9	12.9	1
2361	1	1	1	40	4	0.9	0	0	0	0.5	0	3.1422	1.0168	3.394	26546532.7	1039	12.9	12.9	1
2362	1	1	1	40	4	0.9	0	0	0	0.5	0	0.6287	1.4203	3.8887	4643311.1	7	12.9	12.9	1
2363	1	1	1	40	4	0.9	0	0	0	0.5	0	3.3354	4.9152	4.1901	3051775.3	34	12.9	12.9	1
2364	1	1	1	40	4	0.9	0	0	0	0.5	0	5.1177	3.9519	2.9602	610432.5	4	12.9	12.9	1
2365	1	1	1	40	4	0.9	0	0	0	0.5	0	5.2915	1.3515	5.0313	3938307.3	80	12.9	12.9	1
2366	1	1	1	40	4	0.9	0	0	0	0.5	0	5.5068	2.3626	3.3697	10314477.6	31	12.9	12.9	1
2367	1	1	1	40	4	0.9	0	0	0	0.5	0	5.5232	3.2649	1.6625	3486668.4	44	12.9	12.9	1
2368	1	1	1	40	4	0.9	0	0	0	0.5	0	1.4599	2.2702	3.3786	10176044.8	333	12.9	12.9	1
2369	1	1	1	40	4	0.9	0	0	0	0.5	0	4.8444	0.1512	3.547	5090838	80	12.9	12.9	1
2370	1	1	1	40	4	0.9	0	0	0	0.5	0	2.3106	5.4012	1.3176	3745987.7	35	12.9	12.9	1
2371	1	1	1	40	4	0.9	0	0	0	0.5	0	3.8569	4.3499	3.9013	2769362	8	12.9	12.9	1
2372	1	1	1	40	4	0.9	0	0	0	0.5	0	1.6719	0.7385	2.6581	19056763.9	21	12.9	12.9	1
2373	1	1	1	40	4	0.9	0	0	0	0.5	0	3.4333	1.4059	5.2041	76587045.2	23	12.9	12.9	1
2374	1	1	1	40	4	0.9	0	0	0	0.5	0	4.595	3.9018	3.8008	12190607.8	289	12.9	12.9	1
2375	1	1	1	40	4	0.9	0	0	0	0.5	0	4.83	0.8475	4.9126	17716349.6	35	12.9	12.9	1
2376	1	1	1	40	4	0.9	0	0	0	0.5	0	5.3732	5.637	0.066	19156191.7	544	12.9	12.9	1
2377	1	1	1	40	4	0.9	0	0	0	0.5	0	2.6497	2.2313	3.7176	2124025.2	15	12.9	12.9	1
2378	1	1	1	40	4	0.9	0	0	0	0.5	0	5.5994	0.0235	4.078	3995794.5	15	12.9	12.9	1
2379	1	1	1	40	4	0.9	0	0	0	0.5	0	3.805	2.3141	4.256	35566006	866	12.9	12.9	1
2380	1	1	1	40	4	0.9	0	0	0	0.5	0	3.2663	0.0309	2.6779	2262103.9	14	12.9	12.9	1
2381	1	1	1	40	4	0.9	0	0	0	0.5	0	6.1853	2.507	3.8139	4488959.1	9	12.9	12.9	1
2382	1	1	1	40	4	0.9	0	0	0	0.5	0	1.069	2.4839	2.9433	15432196	18	12.9	12.9	1
2383	1	1	1	40	4	0.9	0	0	0	0.5	0	2.8379	0.8716	5.0248	8262116.7	29	12.9	12.9	1
2384	1	1	1	40	4	0.9	0	0	0	0.5	0	1.393	2.3293	3.0358	3488963.9	16	12.9	12.9	1
2385	1	1	1	40	4	0.9	0	0	0	0.5	0	5.645	2.8455	2.3162	21535312.6	39	12.9	12.9	1
2386	1	1	1	40	4	0.9	0	0	0	0.5	0	3.621	2.1124	0.7718	9014206.3	50	12.9	12.9	1
2387	1	1	1	40	4	0.9	0	0	0	0.5	0	0.0332	1.9318	3.9777	6352642	26	12.9	12.9	1
2388	1	1	1	40	4	0.9	0	0	0	0.5	0	1.4483	5.64	3.237	31064073.2	69	12.9	12.9	1
2389	1	1	1	40	4	0.9	0	0	0	0.5	0	2.3611	1.1973	1.9994	1463664.6	22	12.9	12.9	1
2390	1	1	1	40	4	0.9	0	0	0	0.5	0	1.5632	1.5515	4.7592	2057527.4	34	12.9	12.9	1
