sim_ind	M1	M2	M3	a_o	r_p_o	e_o	inc_o	Omega_o	omega_o	e_i	inc_i	Omega_i	omega_i	f_i	final_time	outer_orbits	outer_orbits_RW	disrupted
16	1	1	1	4.1812	3.763	0.1	0	0	0	0.5	0.8453	5.6575	4.9997	2.8716	93977889.8	43277	1201.3	0
17	1	1	1	4.532	4.0788	0.1	0	0	0	0.5	2.0099	4.595	0.7323	3.7046	100299667.5	41741	53147.5	0
18	1	1	1	3.6346	3.2711	0.1	0	0	0	0.5	0.7653	0.3602	0.9204	0.2179	784063.8	90	184.3	1
19	1	1	1	3.228	2.9052	0.1	0	0	0	0.5	2.3191	5.368	3.083	1.0327	6620792.1	2351	1721.3	1
20	1	1	1	2.5446	2.2902	0.1	0	0	0	0.5	2.4444	1.4896	5.0868	2.1299	1530035.6	1156	1862.6	1
21	1	1	1	4.6758	4.2082	0.1	0	0	0	0.5	1.0622	4.9885	3.8789	2.4319	108653107.3	43697	6387	0
22	1	1	1	3.2641	2.9377	0.1	0	0	0	0.5	1.1395	5.6375	3.577	3.0311	488220.5	73	67.9	1
23	1	1	1	2.9021	2.6119	0.1	0	0	0	0.5	1.4572	2.9304	4.1986	2.0022	258060.6	60	56.9	1
24	1	1	1	4.1309	3.7179	0.1	0	0	0	0.5	1.5074	1.7096	0.3886	3.4397	70407778	16555	1760.7	1
25	1	1	1	4.8461	4.3614	0.1	0	0	0	0.5	2.2412	1.0246	2.5334	3.3231	88322790.9	33440	241557.6	0
26	1	1	1	4.4447	4.0002	0.1	0	0	0	0.5	1.2224	4.4819	2.092	1.3688	200778932.7	85951	2946.7	0
27	1	1	1	2.7256	2.453	0.1	0	0	0	0.5	1.5942	4.7561	3.5823	2.9628	3487062	1639	58.8	1
28	1	1	1	3.6015	3.2413	0.1	0	0	0	0.5	0.6721	0.1539	4.2393	2.8476	13969970.4	78	173	1
29	1	1	1	2.5703	2.3133	0.1	0	0	0	0.5	2.4572	4.8638	3.0792	5.5268	96934.9	50	793.3	1
30	1	1	1	3.4984	3.1485	0.1	0	0	0	0.5	2.5668	0.2928	0.3565	3.0424	7315429.1	4727	12776.2	1
31	1	1	1	2.7219	2.4497	0.1	0	0	0	0.5	1.8373	3.176	5.2777	2.1705	42349.3	23	119.2	1
32	1	1	1	3.8401	3.4561	0.1	0	0	0	0.5	0.7415	4.2312	4.6137	1.3656	17953103.7	3621	650.8	1
33	1	1	1	3.4647	3.1182	0.1	0	0	0	0.5	1.445	0.7608	5.1635	3.3641	1308161.6	616	213.4	1
34	1	1	1	2.711	2.4399	0.1	0	0	0	0.5	1.8555	0.461	3.9166	2.1802	81413.6	38	157.9	1
35	1	1	1	4.7363	4.2627	0.1	0	0	0	0.5	2.6924	0.5539	2.5178	0.0981	301787477.2	110938	1307505.9	0
36	1	1	1	3.6493	3.2844	0.1	0	0	0	0.5	1.72	4.449	3.1004	2.7823	46801885.5	20361	741	1
37	1	1	1	4.4088	3.968	0.1	0	0	0	0.5	2.7241	3.3473	4.0503	2.3097	117023315.4	52431	538624.2	0
38	1	1	1	2.6012	2.341	0.1	0	0	0	0.5	1.196	0.1032	0.1349	4.0764	20401.5	2	15.1	1
39	1	1	1	2.7202	2.4482	0.1	0	0	0	0.5	2.2736	5.9045	0.7217	4.1886	100967.1	36	642.7	1
40	1	1	1	2.2574	2.0317	0.1	0	0	0	0.5	1.1483	4.1293	2.6929	3.958	34301.5	7	9.4	1
41	1	1	1	2.2981	2.0683	0.1	0	0	0	0.5	1.2586	0.1267	5.811	3.4317	187923.9	19	12.3	1
42	1	1	1	4.3019	3.8717	0.1	0	0	0	0.5	1.4825	5.0942	0.1218	2.1162	121916450	55111	2541.1	0
43	1	1	1	4.6053	4.1447	0.1	0	0	0	0.5	0.6903	4.1559	1.2742	3.7565	105230689.2	43110	5236	0
44	1	1	1	2.9262	2.6336	0.1	0	0	0	0.5	1.2782	5.8234	3.6311	5.9228	472264.3	7	41.6	1
45	1	1	1	2.8858	2.5972	0.1	0	0	0	0.5	1.8485	3.7042	4.0361	2.3438	212201.6	94	189.8	1
46	1	1	1	3.8332	3.4499	0.1	0	0	0	0.5	1.6115	3.3968	6.2582	5.1132	331180.6	68	871	1
47	1	1	1	4.2373	3.8136	0.1	0	0	0	0.5	0.5998	5.6583	0.0968	4.5609	4456442	1001	599.8	1
48	1	1	1	4.051	3.6459	0.1	0	0	0	0.5	1.6765	3.903	5.0461	2.2882	108291123.3	53570	2228.1	0
49	1	1	1	4.562	4.1058	0.1	0	0	0	0.5	1.0542	6.0453	2.787	4.3943	148474434.5	62349	2784.5	0
50	1	1	1	4.373	3.9357	0.1	0	0	0	0.5	1.2085	5.4941	5.9546	0.2605	12279326.3	2241	1837.6	1
51	1	1	1	4.6476	4.1829	0.1	0	0	0	0.5	2.2838	0.0995	0.8438	2.3862	111362124.2	45915	193248.8	0
52	1	1	1	4.5158	4.0643	0.1	0	0	0	0.5	1.913	5.4759	2.7953	2.8339	86607270	37109	19786.8	0
53	1	1	1	4.3422	3.908	0.1	0	0	0	0.5	2.4783	1.128	1.7756	4.1783	134391284.1	60535	288199.5	0
54	1	1	1	2.4659	2.2193	0.1	0	0	0	0.5	0.4949	3.3228	0.2115	2.4305	68973.3	9	6.6	1
55	1	1	1	3.6291	3.2661	0.1	0	0	0	0.5	2.1333	2.4892	2.6718	3.1045	17433646.8	9406	2700.7	1
56	1	1	1	4.0601	3.6541	0.1	0	0	0	0.5	0.2001	5.873	1.4272	0.9405	869177.1	184	328	1
57	1	1	1	3.1627	2.8465	0.1	0	0	0	0.5	1.1949	1.8185	1.535	3.0816	1836272.3	216	59	1
58	1	1	1	3.8364	3.4527	0.1	0	0	0	0.5	2.7419	3.5938	2.6178	2.4032	112658688.5	61259	83762.2	0
59	1	1	1	4.1611	3.745	0.1	0	0	0	0.5	0.6058	4.3393	1.5036	4.1487	12487246.1	3971	990.1	1
60	1	1	1	2.4022	2.162	0.1	0	0	0	0.5	2.6308	2.7037	3.9531	4.3156	187642.6	82	1933.1	1
61	1	1	1	4.4204	3.9783	0.1	0	0	0	0.5	1.6793	1.4053	1.0049	3.2879	82357246	35548	8307.1	0
62	1	1	1	2.5169	2.2653	0.1	0	0	0	0.5	2.5161	2.1777	1.2518	4.272	9803069.6	8351	2155.1	1
63	1	1	1	2.7679	2.4911	0.1	0	0	0	0.5	1.3646	3.2865	2.7287	3.0571	100889.7	29	33.5	1
64	1	1	1	4.7359	4.2623	0.1	0	0	0	0.5	1.4778	1.1614	0.4674	3.1113	83264119.5	32611	13475.6	0
65	1	1	1	4.5823	4.124	0.1	0	0	0	0.5	2.1529	0.4981	2.2584	3.6874	99896101.7	41543	91481.4	0
66	1	1	1	3.1049	2.7944	0.1	0	0	0	0.5	1.9656	4.9275	4.6161	2.4014	1792847.6	1124	354.5	1
67	1	1	1	4.1457	3.7311	0.1	0	0	0	0.5	1.5169	3.7379	5.8958	1.5975	94546966.7	39923	1921.3	1
68	1	1	1	2.5961	2.3365	0.1	0	0	0	0.5	2.3365	2.3454	5.0665	3.9347	882849.2	402	688.7	1
69	1	1	1	3.5571	3.2014	0.1	0	0	0	0.5	0.9243	4.368	5.5752	2.0384	409602.7	79	144.1	1
70	1	1	1	4.3175	3.8858	0.1	0	0	0	0.5	0.6581	5.1053	2.8197	2.5967	100839731.5	45487	842	0
71	1	1	1	2.4536	2.2083	0.1	0	0	0	0.5	2.4542	3.7885	1.9209	2.7779	696884.6	758	1672.4	1
72	1	1	1	2.9499	2.6549	0.1	0	0	0	0.5	2.5903	4.6482	4.6875	2.6412	3307867.8	2656	6746.2	1
73	1	1	1	2.2603	2.0343	0.1	0	0	0	0.5	1.665	5.6308	0.5233	4.084	71769	23	35.5	1
74	1	1	1	4.5354	4.0819	0.1	0	0	0	0.5	1.0567	1.5064	0.3903	3.1005	3976025.5	553	2584.9	1
75	1	1	1	3.6284	3.2656	0.1	0	0	0	0.5	1.4989	4.2749	1.306	4.2148	18191906.3	6277	358.7	1
76	1	1	1	4.3197	3.8878	0.1	0	0	0	0.5	1.1246	4.3648	5.7657	3.4025	3108581.4	919	1544.1	1
77	1	1	1	3.272	2.9448	0.1	0	0	0	0.5	1.3953	0.2767	3.4152	3.8175	124454	15	104.2	1
78	1	1	1	4.0154	3.6138	0.1	0	0	0	0.5	2.3699	3.9606	4.4452	4.4881	159569944	81199	29831.2	0
79	1	1	1	3.8316	3.4484	0.1	0	0	0	0.5	2.083	4.279	3.3523	4.6777	178282140.1	17394	3566.1	0
80	1	1	1	2.6771	2.4094	0.1	0	0	0	0.5	2.122	1.9102	0.484	3.5653	719160.9	407	259.6	1
81	1	1	1	3.813	3.4317	0.1	0	0	0	0.5	1.2576	3.8158	5.0248	3.3874	21797063.4	8546	378.7	1
82	1	1	1	3.3851	3.0466	0.1	0	0	0	0.5	2.7351	0.2662	5.433	3.2645	93072978.3	59844	26162.6	0
83	1	1	1	3.0956	2.786	0.1	0	0	0	0.5	1.2308	4.2031	1.1592	3.2004	117081.9	35	57	1
84	1	1	1	2.8948	2.6053	0.1	0	0	0	0.5	0.3946	1.3427	2.7118	1.9615	455481.2	32	15.1	1
85	1	1	1	4.7031	4.2328	0.1	0	0	0	0.5	2.4401	6.1693	0.9552	2.6011	100809545.2	40583	454935.3	0
86	1	1	1	4.7014	4.2313	0.1	0	0	0	0.5	2.6358	2.2961	4.3529	2.5239	105858864.2	42210	1108276.3	0
87	1	1	1	4.6352	4.1717	0.1	0	0	0	0.5	1.0259	1.0009	3.1262	4.0738	11782647.4	1646	3125.9	1
88	1	1	1	2.9276	2.6348	0.1	0	0	0	0.5	2.0511	2.3628	3.9113	2.8254	756644.4	518	615.1	1
89	1	1	1	4.0009	3.6008	0.1	0	0	0	0.5	2.0248	2.2081	2.0961	3.6432	96103726.4	48890	5976.7	0
90	1	1	1	3.5798	3.2218	0.1	0	0	0	0.5	1.4484	3.6246	0.3843	2.8897	311265.5	98	288.8	1
91	1	1	1	2.8522	2.567	0.1	0	0	0	0.5	0.8045	3.7173	6.0935	2.7842	1955694.5	181	16.2	1
92	1	1	1	4.4782	4.0304	0.1	0	0	0	0.5	0.4102	1.0629	1.3552	3.1775	89369414.6	38622	1685.1	0
93	1	1	1	4.1758	3.7582	0.1	0	0	0	0.5	1.0671	0.3449	1.2739	1.4857	188878000.3	89486	973.2	0
94	1	1	1	4.0412	3.6371	0.1	0	0	0	0.5	1.6358	1.1301	5.4789	3.682	116156478	39150	2537.4	0
95	1	1	1	4.2271	3.8044	0.1	0	0	0	0.5	0.286	0.9531	1.9085	1.8423	157044457.1	75325	602	0
96	1	1	1	3.6418	3.2776	0.1	0	0	0	0.5	2.6672	2.1931	1.0313	3.3559	94010014.3	54895	40943.8	0
97	1	1	1	3.8641	3.4777	0.1	0	0	0	0.5	0.93	1.1563	0.3286	4.3804	16412886.2	8457	250.5	1
98	1	1	1	4.2055	3.785	0.1	0	0	0	0.5	1.0931	3.176	0.4979	2.3627	3607548.5	874	987.9	1
99	1	1	1	4.6246	4.1621	0.1	0	0	0	0.5	2.5369	0.1747	3.7283	4.6694	178508428.6	74159	402984.1	0
100	1	1	1	3.6866	3.318	0.1	0	0	0	0.5	1.3993	5.4983	1.1995	3.8794	53409874.4	6674	342	0
101	1	1	1	3.552	3.1968	0.1	0	0	0	0.5	1.5818	5.7343	2.5778	1.4489	41352497.4	5790	491	1
102	1	1	1	2.2626	2.0364	0.1	0	0	0	0.5	1.8926	5.6884	0.9394	3.691	128878.2	25	64.8	1
103	1	1	1	4.7714	4.2942	0.1	0	0	0	0.5	1.2605	4.4725	5.1219	4.154	126705500.6	49115	9075.4	0
104	1	1	1	3.2844	2.956	0.1	0	0	0	0.5	2.2569	3.2588	1.3874	3.7199	13883733.9	9177	1894.2	1
105	1	1	1	2.7468	2.4721	0.1	0	0	0	0.5	1.4655	4.776	2.3449	3.4389	68674.2	37	54.9	1
106	1	1	1	2.5145	2.263	0.1	0	0	0	0.5	1.3165	0.2206	2.402	0.8025	34752.2	3	36.8	1
107	1	1	1	2.4615	2.2154	0.1	0	0	0	0.5	2.3345	4.4514	2.4796	3.8576	525521.1	381	475.5	1
108	1	1	1	2.5735	2.3162	0.1	0	0	0	0.5	0.8166	4.7725	4.683	3.6676	2724138.1	59	20.3	1
109	1	1	1	2.3697	2.1327	0.1	0	0	0	0.5	0.869	0.6482	2.8499	3.8904	48766.7	12	7.3	1
110	1	1	1	2.612	2.3508	0.1	0	0	0	0.5	1.4459	2.9958	3.0439	0.6784	1112429.4	13	26	1
111	1	1	1	2.9138	2.6225	0.1	0	0	0	0.5	1.852	0.7481	4.5704	3.8251	660914.1	327	161.1	1
112	1	1	1	3.1323	2.8191	0.1	0	0	0	0.5	1.1914	1.7501	4.3544	6.0698	4114326.9	504	58.1	1
113	1	1	1	3.683	3.3147	0.1	0	0	0	0.5	1.7841	2.5787	3.009	3.3923	1350923.8	655	946.1	1
114	1	1	1	3.3451	3.0106	0.1	0	0	0	0.5	2.1133	4.0552	1.8763	5.9838	165081444.8	112466	1177.8	1
115	1	1	1	4.7413	4.2672	0.1	0	0	0	0.5	2.8403	0.5343	2.7615	4.6758	180464630.7	71916	2207360.4	0
116	1	1	1	4.4059	3.9653	0.1	0	0	0	0.5	1.9129	5.1263	2.3257	4.4599	151498093.7	66031	18779.8	0
117	1	1	1	3.905	3.5145	0.1	0	0	0	0.5	1.3067	3.4743	1.5149	3.8774	107626274.8	56314	514.3	0
118	1	1	1	4.6713	4.2041	0.1	0	0	0	0.5	1.7834	1.7962	3.1486	3.3813	82827305.6	32924	22200.8	0
119	1	1	1	2.8495	2.5645	0.1	0	0	0	0.5	1.9615	2.5749	4.3538	3.3593	78093	48	205.8	1
120	1	1	1	3.7527	3.3774	0.1	0	0	0	0.5	1.9426	3.2795	4.714	1.7377	34130310.2	18341	1838.4	1
121	1	1	1	3.6168	3.2551	0.1	0	0	0	0.5	1.5623	1.071	1.3823	3.5587	10784531.1	4504	406.9	1
122	1	1	1	2.7572	2.4815	0.1	0	0	0	0.5	1.312	1.9768	3.6247	2.9792	48531.9	11	31.1	1
123	1	1	1	4.9996	4.4996	0.1	0	0	0	0.5	1.0123	1.9601	0.1637	4.232	133226566	48122	11672.2	0
124	1	1	1	2.6551	2.3895	0.1	0	0	0	0.5	1.3981	2.949	4.8393	3.7676	80541.3	26	27.1	1
125	1	1	1	4.7652	4.2887	0.1	0	0	0	0.5	2.0444	3.5985	1.4839	0.5597	269949561.1	102489	73346.1	0
126	1	1	1	3.2629	2.9366	0.1	0	0	0	0.5	2.7823	3.286	1.3476	5.8737	272290757.4	136664	26494	0
127	1	1	1	3.1528	2.8375	0.1	0	0	0	0.5	1.3476	0.5123	4.634	2.6447	659737.2	166	71.7	1
128	1	1	1	4.7499	4.2749	0.1	0	0	0	0.5	1.0028	4.3772	5.8881	1.5338	184460684.4	71308	5140.3	0
129	1	1	1	3.9933	3.594	0.1	0	0	0	0.5	0.6929	4.7625	6.2785	3.7976	1171871.1	187	289.3	1
130	1	1	1	4.3739	3.9365	0.1	0	0	0	0.5	1.5993	3.8412	2.0816	3.1873	82717836.4	36520	5302.5	0
131	1	1	1	4.9776	4.4798	0.1	0	0	0	0.5	2.311	2.7385	3.7076	3.6649	98010909.4	36088	497119.4	0
132	1	1	1	2.8585	2.5726	0.1	0	0	0	0.5	0.9524	5.3181	5.5416	3.7907	82571.8	27	29.1	1
133	1	1	1	2.3811	2.143	0.1	0	0	0	0.5	1.444	2.1982	5.5351	3.0162	92763.3	30	30.7	1
134	1	1	1	3.2676	2.9408	0.1	0	0	0	0.5	2.315	1.726	5.0653	6.0766	36323558.2	16860	2695.3	1
135	1	1	1	4.1346	3.7212	0.1	0	0	0	0.5	1.5486	0.8702	3.5003	3.021	29168888.6	13907	1990.4	1
136	1	1	1	3.8389	3.455	0.1	0	0	0	0.5	1.5414	2.6691	4.2838	2.5487	97940260.7	53432	780.9	0
137	1	1	1	2.2472	2.0225	0.1	0	0	0	0.5	1.0944	4.0204	0.0979	3.0226	1228847.9	18	7.2	1
138	1	1	1	2.6331	2.3698	0.1	0	0	0	0.5	1.2329	0.2044	4.2511	5.9798	260396.2	35	21.9	1
139	1	1	1	4.5841	4.1257	0.1	0	0	0	0.5	1.4861	3.7298	5.3317	5.734	267636910.9	102729	8325.5	0
140	1	1	1	2.6299	2.3669	0.1	0	0	0	0.5	2.8352	1.7967	2.7303	3.3583	2204773.6	1545	5897.5	1
141	1	1	1	3.8781	3.4903	0.1	0	0	0	0.5	0.9041	1.205	5.8584	3.0362	2725829.4	462	270.8	1
142	1	1	1	4.1763	3.7586	0.1	0	0	0	0.5	1.9581	1.1653	0.6167	6.2266	285715686.7	128149	9549	0
143	1	1	1	4.5602	4.1041	0.1	0	0	0	0.5	0.7499	1.4551	2.0435	2.7512	95816876.4	39983	4279.2	0
144	1	1	1	4.4398	3.9958	0.1	0	0	0	0.5	2.9639	5.2902	5.4076	1.9026	150216320.4	66844	1067652	0
145	1	1	1	4.9905	4.4914	0.1	0	0	0	0.5	0.2207	3.732	2.1997	3.7713	104683312.6	38775	7792	0
146	1	1	1	3.0196	2.7176	0.1	0	0	0	0.5	2.8926	1.8215	4.1787	3.2511	88891397.1	66980	18512.6	1
147	1	1	1	3.9409	3.5468	0.1	0	0	0	0.5	2.5733	2.7555	2.7946	0.756	54716393.5	22744	47262.7	1
148	1	1	1	3.4763	3.1287	0.1	0	0	0	0.5	1.9236	4.5483	4.3308	2.7583	92429905.5	57173	841.4	0
149	1	1	1	3.0414	2.7373	0.1	0	0	0	0.5	0.7073	2.3781	5.0377	3.2105	422158.8	84	55.3	1
150	1	1	1	3.4951	3.1456	0.1	0	0	0	0.5	0.9185	5.4566	4.4214	2.6416	21462851.5	8610	140.6	1
151	1	1	1	3.8302	3.4472	0.1	0	0	0	0.5	0.448	5.0774	3.2716	4.2987	685567.7	359	161.7	1
152	1	1	1	4.5928	4.1336	0.1	0	0	0	0.5	0.7333	5.5754	5.7335	3.7009	100783811.4	41504	2528.5	0
153	1	1	1	3.8494	3.4645	0.1	0	0	0	0.5	0.8796	4.6789	1.5984	3.3654	93133524.7	49780	370	0
154	1	1	1	3.9857	3.5871	0.1	0	0	0	0.5	2.0007	1.5982	3.9693	4.2734	136301851.6	68765	6511.6	0
155	1	1	1	4.9779	4.4801	0.1	0	0	0	0.5	1.9786	4.0314	2.2278	3.1638	84737347.9	30808	158708.5	0
156	1	1	1	2.3974	2.1576	0.1	0	0	0	0.5	0.417	2.5076	1.8371	3.1425	60618.6	13	7.7	1
157	1	1	1	3.1033	2.793	0.1	0	0	0	0.5	2.163	2.9021	0.5852	3.0512	228037.2	152	838.3	1
158	1	1	1	4.9635	4.4672	0.1	0	0	0	0.5	2.6606	2.938	0.2803	3.1431	86860228.3	32585	2308443.8	0
159	1	1	1	2.3579	2.1221	0.1	0	0	0	0.5	1.8138	3.718	3.6281	5.0103	800418.4	35	60.5	1
160	1	1	1	4.6039	4.1435	0.1	0	0	0	0.5	1.0911	3.4307	3.859	3.5919	96602078.1	40229	5105.5	0
161	1	1	1	2.5355	2.282	0.1	0	0	0	0.5	1.9213	3.6918	3.2691	3.4167	37730.3	2	87.9	1
162	1	1	1	3.5293	3.1764	0.1	0	0	0	0.5	1.4619	5.4957	2.6498	3.942	827968	257	289.9	1
163	1	1	1	2.4238	2.1814	0.1	0	0	0	0.5	2.1102	2.5972	6.1708	4.0954	23145.7	3	131.4	1
164	1	1	1	4.9033	4.413	0.1	0	0	0	0.5	0.4704	2.0587	4.0106	2.8845	91042369.2	34578	7067.3	0
165	1	1	1	2.4282	2.1854	0.1	0	0	0	0.5	1.1072	2.3598	2.2162	2.8102	47357.4	4	17.5	1
166	1	1	1	3.2103	2.8892	0.1	0	0	0	0.5	1.2688	0.3003	1.9355	2.1561	2756094.4	213	77.5	1
167	1	1	1	2.3668	2.1301	0.1	0	0	0	0.5	1.2609	6.0661	2.8593	3.3175	39132.9	9	12	1
168	1	1	1	2.8849	2.5964	0.1	0	0	0	0.5	2.1599	4.0054	2.6012	0.7036	1008801.6	318	486.2	1
169	1	1	1	3.8676	3.4808	0.1	0	0	0	0.5	0.9465	2.8056	2.4932	2.9824	628155.9	200	334.1	1
170	1	1	1	3.6927	3.3234	0.1	0	0	0	0.5	1.6725	4.7517	2.3466	5.8742	7386629.1	2635	1038.2	1
171	1	1	1	4.1952	3.7757	0.1	0	0	0	0.5	1.7238	2.5779	6.11	3.2127	14135649.1	3054	3981.2	1
172	1	1	1	2.5354	2.2819	0.1	0	0	0	0.5	0.8074	1.6703	1.8172	3.3534	505450.2	66	21.8	1
173	1	1	1	2.4309	2.1878	0.1	0	0	0	0.5	2.0132	5.8869	4.119	4.1439	70101.4	11	124	1
174	1	1	1	4.3634	3.927	0.1	0	0	0	0.5	0.6335	4.5985	3.4947	4.6199	171644602.9	74041	976.6	0
175	1	1	1	3.6426	3.2783	0.1	0	0	0	0.5	1.427	3.0164	5.4807	6.0963	1178323.1	68	446.2	1
176	1	1	1	4.5642	4.1077	0.1	0	0	0	0.5	1.9015	4.9253	2.4607	0.4712	281871960.3	113541	37295.1	0
177	1	1	1	4.513	4.0617	0.1	0	0	0	0.5	0.6907	3.8366	6.2204	4.0261	120445165.5	51993	1560.8	0
178	1	1	1	2.974	2.6766	0.1	0	0	0	0.5	1.404	0.2453	1.1928	1.7584	156659	74	56	1
179	1	1	1	3.6246	3.2621	0.1	0	0	0	0.5	2.2555	2.8527	0.9702	3.747	105707008.3	62242	6529.9	0
180	1	1	1	3.0538	2.7485	0.1	0	0	0	0.5	2.0706	2.7698	1.2289	2.999	1920654.8	1107	482.7	1
181	1	1	1	4.7958	4.3162	0.1	0	0	0	0.5	1.5015	1.747	2.597	2.1441	122452153.7	46807	19887.4	0
182	1	1	1	4.3095	3.8786	0.1	0	0	0	0.5	1.0602	4.6358	0.1159	0.8516	246857211.7	105112	1096.6	0
183	1	1	1	2.3057	2.0751	0.1	0	0	0	0.5	1.1173	1.4805	4.4808	1.7636	527268.4	56	10.7	1
184	1	1	1	3.2983	2.9685	0.1	0	0	0	0.5	1.1296	4.3482	2.2702	2.8832	775562.4	282	119.4	1
185	1	1	1	2.8646	2.5781	0.1	0	0	0	0.5	1.0509	3.0685	5.7628	3.7631	96194.1	16	25.6	1
186	1	1	1	4.4985	4.0486	0.1	0	0	0	0.5	1.3677	1.6293	4.8255	2.9236	86280631.9	36187	3890.3	0
187	1	1	1	2.7952	2.5156	0.1	0	0	0	0.5	2.3906	0.6384	4.1023	3.3294	683079.5	414	1709.6	1
188	1	1	1	4.202	3.7818	0.1	0	0	0	0.5	1.2356	5.0276	5.7665	4.279	15253519.2	1464	1293.2	1
189	1	1	1	3.5523	3.197	0.1	0	0	0	0.5	1.0102	2.1276	1.1543	2.0631	1969680.7	200	163.5	1
190	1	1	1	2.585	2.3265	0.1	0	0	0	0.5	1.6456	5.1169	4.8114	2.1718	838703.1	50	45.1	1
191	1	1	1	3.8876	3.4989	0.1	0	0	0	0.5	1.0007	0.4336	1.7984	5.6099	264802534.4	128038	391.2	0
192	1	1	1	4.4307	3.9877	0.1	0	0	0	0.5	1.2194	6.254	5.6102	1.3885	199944251.2	86477	3415.7	0
193	1	1	1	4.4558	4.0102	0.1	0	0	0	0.5	2.8376	1.1065	3.3456	3.129	89010407.1	38782	780715.9	0
194	1	1	1	4.545	4.0905	0.1	0	0	0	0.5	2.2644	5.89	4.7248	2.8862	90523782	37920	87460.5	0
195	1	1	1	4.9184	4.4265	0.1	0	0	0	0.5	1.0121	4.7059	3.791	2.8184	91338592.5	33905	11999.2	0
196	1	1	1	2.4225	2.1803	0.1	0	0	0	0.5	1.1794	0.1473	4.274	3.365	98564.8	12	14.4	1
197	1	1	1	2.3665	2.1299	0.1	0	0	0	0.5	1.7805	3.0285	0.5346	2.5332	1337544.2	76	60.5	1
198	1	1	1	2.243	2.0187	0.1	0	0	0	0.5	0.8979	0.6626	0.4266	2.6738	251034.4	21	6.6	1
199	1	1	1	2.8227	2.5405	0.1	0	0	0	0.5	2.5532	3.4466	5.3304	2.6004	7020398.4	5313	3208.9	1
200	1	1	1	3.3597	3.0238	0.1	0	0	0	0.5	2.9045	0.6116	3.311	2.6903	99635925.5	66339	34312.7	0
201	1	1	1	3.7695	3.3926	0.1	0	0	0	0.5	2.1269	5.7633	2.3736	5.3121	7701378.1	3452	6776.7	1
202	1	1	1	2.4352	2.1916	0.1	0	0	0	0.5	2.1873	0.7011	1.4566	2.8909	470058.2	319	212.7	1
203	1	1	1	4.334	3.9006	0.1	0	0	0	0.5	0.9652	4.6315	3.6613	2.7916	93208599	41699	1294	0
204	1	1	1	3.8013	3.4212	0.1	0	0	0	0.5	1.0928	5.6983	2.8717	6.2789	3986697.2	112	248.1	1
205	1	1	1	2.5508	2.2957	0.1	0	0	0	0.5	2.5761	1.3664	1.3656	2.2384	176323.1	120	2832.6	1
206	1	1	1	3.0257	2.7231	0.1	0	0	0	0.5	0.5388	5.2953	0.7539	1.8731	743250.6	39	25	1
207	1	1	1	3.5788	3.2209	0.1	0	0	0	0.5	0.5671	0.4625	1.7543	4.4508	612934.9	113	150.5	1
208	1	1	1	4.5273	4.0746	0.1	0	0	0	0.5	1.7111	0.0908	3.7325	4.4296	145037120.9	62173	16393.3	0
209	1	1	1	4.9996	4.4996	0.1	0	0	0	0.5	2.5673	1.8652	4.5029	3.2394	89331356.4	32859	2783731.5	0
210	1	1	1	2.9246	2.6322	0.1	0	0	0	0.5	0.8622	0.4911	1.3854	4.0732	907095.4	67	37.1	1
