sim_ind	M1	M2	M3	a_o	r_p_o	e_o	inc_o	Omega_o	omega_o	e_i	inc_i	Omega_i	omega_i	f_i	final_time	outer_orbits	outer_orbits_RW	disrupted
26	1	1	1	13.334	4.0002	0.7	0	0	0	0.5	1.2224	4.4819	2.092	1.3688	122679060.9	7523	328.5	0
27	1	1	1	8.1768	2.453	0.7	0	0	0	0.5	1.5942	4.7561	3.5823	2.9628	730093.9	149	6.9	1
28	1	1	1	10.8045	3.2413	0.7	0	0	0	0.5	0.6721	0.1539	4.2393	2.8476	1439685.2	28	19.3	1
29	1	1	1	7.711	2.3133	0.7	0	0	0	0.5	2.4572	4.8638	3.0792	5.5268	272257.5	21	94.3	1
30	1	1	1	10.4951	3.1485	0.7	0	0	0	0.5	2.5668	0.2928	0.3565	3.0424	1485048.1	262	1469.5	1
31	1	1	1	8.1657	2.4497	0.7	0	0	0	0.5	1.8373	3.176	5.2777	2.1705	3511636.9	249	13.9	1
32	1	1	1	11.5202	3.4561	0.7	0	0	0	0.5	0.7415	4.2312	4.6137	1.3656	3587144.5	111	64.1	1
33	1	1	1	10.3941	3.1182	0.7	0	0	0	0.5	1.445	0.7608	5.1635	3.3641	11242547.3	1478	24.5	1
34	1	1	1	8.133	2.4399	0.7	0	0	0	0.5	1.8555	0.461	3.9166	2.1802	50596	10	18.7	1
35	1	1	1	14.2089	4.2627	0.7	0	0	0	0.5	2.6924	0.5539	2.5178	0.0981	336571422	20234	146544.6	0
36	1	1	1	10.948	3.2844	0.7	0	0	0	0.5	1.72	4.449	3.1004	2.7823	39394761.4	515	84.2	1
37	1	1	1	13.2265	3.968	0.7	0	0	0	0.5	2.7241	3.3473	4.0503	2.3097	106882136.8	9089	59503.9	0
38	1	1	1	7.8035	2.341	0.7	0	0	0	0.5	1.196	0.1032	0.1349	4.0764	333619.2	13	1.7	1
39	1	1	1	8.1606	2.4482	0.7	0	0	0	0.5	2.2736	5.9045	0.7217	4.1886	109914.4	16	75.5	1
40	1	1	1	6.7722	2.0317	0.7	0	0	0	0.5	1.1483	4.1293	2.6929	3.958	132493.2	4	1.1	1
41	1	1	1	6.8944	2.0683	0.7	0	0	0	0.5	1.2586	0.1267	5.811	3.4317	283836.6	36	1.4	1
42	1	1	1	12.9056	3.8717	0.7	0	0	0	0.5	1.4825	5.0942	0.1218	2.1162	20892795.5	945	294.7	1
43	1	1	1	13.8158	4.1447	0.7	0	0	0	0.5	0.6903	4.1559	1.2742	3.7565	32927515.1	1101	589.2	1
44	1	1	1	8.7785	2.6336	0.7	0	0	0	0.5	1.2782	5.8234	3.6311	5.9228	1562606.7	41	4.7	1
45	1	1	1	8.6574	2.5972	0.7	0	0	0	0.5	1.8485	3.7042	4.0361	2.3438	84088.5	19	22.1	1
46	1	1	1	11.4995	3.4499	0.7	0	0	0	0.5	1.6115	3.3968	6.2582	5.1132	21985619.1	166	102.8	1
47	1	1	1	12.7119	3.8136	0.7	0	0	0	0.5	0.5998	5.6583	0.0968	4.5609	12911786.4	241	66.4	1
48	1	1	1	12.1531	3.6459	0.7	0	0	0	0.5	1.6765	3.903	5.0461	2.2882	95526011.5	7991	262.9	0
49	1	1	1	13.6861	4.1058	0.7	0	0	0	0.5	1.0542	6.0453	2.787	4.3943	137706825.2	6158	310.5	1
50	1	1	1	13.119	3.9357	0.7	0	0	0	0.5	1.2085	5.4941	5.9546	0.2605	12258529292.5	325	208.3	1
51	1	1	1	13.9429	4.1829	0.7	0	0	0	0.5	2.2838	0.0995	0.8438	2.3862	100975848.4	8545	21631.2	0
52	1	1	1	13.5475	4.0643	0.7	0	0	0	0.5	1.913	5.4759	2.7953	2.8339	93677068.8	2017	2296.7	0
53	1	1	1	13.0266	3.908	0.7	0	0	0	0.5	2.4783	1.128	1.7756	4.1783	127522249.3	11445	34950.2	0
54	1	1	1	7.3978	2.2193	0.7	0	0	0	0.5	0.4949	3.3228	0.2115	2.4305	17597.6	2	0.7	1
55	1	1	1	10.8872	3.2661	0.7	0	0	0	0.5	2.1333	2.4892	2.6718	3.1045	34867828.5	4505	318.8	1
56	1	1	1	12.1803	3.6541	0.7	0	0	0	0.5	0.2001	5.873	1.4272	0.9405	17182333.7	59	36.5	1
57	1	1	1	9.4882	2.8465	0.7	0	0	0	0.5	1.1949	1.8185	1.535	3.0816	908363.6	64	6.5	1
58	1	1	1	11.5091	3.4527	0.7	0	0	0	0.5	2.7419	3.5938	2.6178	2.4032	99156337.4	11698	9413.6	0
59	1	1	1	12.4833	3.745	0.7	0	0	0	0.5	0.6058	4.3393	1.5036	4.1487	3018859.6	33	110.9	1
60	1	1	1	7.2067	2.162	0.7	0	0	0	0.5	2.6308	2.7037	3.9531	4.3156	637072.5	80	216.4	1
61	1	1	1	13.2611	3.9783	0.7	0	0	0	0.5	1.6793	1.4053	1.0049	3.2879	66544025.4	5380	967.3	0
62	1	1	1	7.5508	2.2653	0.7	0	0	0	0.5	2.5161	2.1777	1.2518	4.272	550885.2	59	231.3	1
63	1	1	1	8.3036	2.4911	0.7	0	0	0	0.5	1.3646	3.2865	2.7287	3.0571	81441.8	15	3.8	1
64	1	1	1	14.2076	4.2623	0.7	0	0	0	0.5	1.4778	1.1614	0.4674	3.1113	104402940.4	4376	1545.7	0
65	1	1	1	13.7468	4.124	0.7	0	0	0	0.5	2.1529	0.4981	2.2584	3.6874	85957185.9	6050	10839	0
66	1	1	1	9.3148	2.7944	0.7	0	0	0	0.5	1.9656	4.9275	4.6161	2.4014	986778.6	131	41.9	1
67	1	1	1	12.4371	3.7311	0.7	0	0	0	0.5	1.5169	3.7379	5.8958	1.5975	127317447.6	565	223.1	1
68	1	1	1	7.7883	2.3365	0.7	0	0	0	0.5	2.3365	2.3454	5.0665	3.9347	760828.1	142	82	1
69	1	1	1	10.6714	3.2014	0.7	0	0	0	0.5	0.9243	4.368	5.5752	2.0384	3927079.6	27	15.9	1
70	1	1	1	12.9526	3.8858	0.7	0	0	0	0.5	0.6581	5.1053	2.8197	2.5967	3768563979.9	570	93.3	1
71	1	1	1	7.3609	2.2083	0.7	0	0	0	0.5	2.4542	3.7885	1.9209	2.7779	2865955.4	362	265.5	1
72	1	1	1	8.8496	2.6549	0.7	0	0	0	0.5	2.5903	4.6482	4.6875	2.6412	420294.9	68	709.3	1
73	1	1	1	6.7809	2.0343	0.7	0	0	0	0.5	1.665	5.6308	0.5233	4.084	65566.2	10	4.2	1
74	1	1	1	13.6062	4.0819	0.7	0	0	0	0.5	1.0567	1.5064	0.3903	3.1005	34378015.7	485	289.8	1
75	1	1	1	10.8853	3.2656	0.7	0	0	0	0.5	1.4989	4.2749	1.306	4.2148	3676256.8	466	41.4	1
76	1	1	1	12.9592	3.8878	0.7	0	0	0	0.5	1.1246	4.3648	5.7657	3.4025	41672392.2	301	174	1
77	1	1	1	9.8159	2.9448	0.7	0	0	0	0.5	1.3953	0.2767	3.4152	3.8175	1588954.4	217	11.9	1
78	1	1	1	12.0462	3.6138	0.7	0	0	0	0.5	2.3699	3.9606	4.4452	4.4881	157966052.3	18397	3473.2	0
79	1	1	1	11.4947	3.4484	0.7	0	0	0	0.5	2.083	4.279	3.3523	4.6777	1362696422	848	416.7	1
80	1	1	1	8.0312	2.4094	0.7	0	0	0	0.5	2.122	1.9102	0.484	3.5653	162910.4	12	30.7	1
81	1	1	1	11.439	3.4317	0.7	0	0	0	0.5	1.2576	3.8158	5.0248	3.3874	12013161.2	771	42.3	1
82	1	1	1	10.1554	3.0466	0.7	0	0	0	0.5	2.7351	0.2662	5.433	3.2645	2571455.8	346	2895.2	1
83	1	1	1	9.2868	2.786	0.7	0	0	0	0.5	1.2308	4.2031	1.1592	3.2004	1177580	100	6.3	1
84	1	1	1	8.6845	2.6053	0.7	0	0	0	0.5	0.3946	1.3427	2.7118	1.9615	197477.4	11	1.7	1
85	1	1	1	14.1092	4.2328	0.7	0	0	0	0.5	2.4401	6.1693	0.9552	2.6011	87959676.3	6744	50491.9	0
86	1	1	1	14.1042	4.2313	0.7	0	0	0	0.5	2.6358	2.2961	4.3529	2.5239	92843030.1	7216	120467.3	0
87	1	1	1	13.9055	4.1717	0.7	0	0	0	0.5	1.0259	1.0009	3.1262	4.0738	37876140.5	396	348.5	1
88	1	1	1	8.7828	2.6348	0.7	0	0	0	0.5	2.0511	2.3628	3.9113	2.8254	10667453.3	495	79.2	1
89	1	1	1	12.0027	3.6008	0.7	0	0	0	0.5	2.0248	2.2081	2.0961	3.6432	81654391.4	4308	702.8	0
90	1	1	1	10.7395	3.2218	0.7	0	0	0	0.5	1.4484	3.6246	0.3843	2.8897	395546.4	53	33.1	1
91	1	1	1	8.5567	2.567	0.7	0	0	0	0.5	0.8045	3.7173	6.0935	2.7842	254817.1	4	1.8	1
92	1	1	1	13.4347	4.0304	0.7	0	0	0	0.5	0.4102	1.0629	1.3552	3.1775	21310570.2	314	187.6	1
93	1	1	1	12.5273	3.7582	0.7	0	0	0	0.5	1.0671	0.3449	1.2739	1.4857	50927881.7	397	106	1
94	1	1	1	12.1235	3.6371	0.7	0	0	0	0.5	1.6358	1.1301	5.4789	3.682	42171706.2	7919	298.1	1
95	1	1	1	12.6813	3.8044	0.7	0	0	0	0.5	0.286	0.9531	1.9085	1.8423	5369160.7	26	66.9	1
96	1	1	1	10.9254	3.2776	0.7	0	0	0	0.5	2.6672	2.1931	1.0313	3.3559	48376956.9	7879	4492.8	1
97	1	1	1	11.5924	3.4777	0.7	0	0	0	0.5	0.93	1.1563	0.3286	4.3804	6160505.1	442	27.8	1
98	1	1	1	12.6166	3.785	0.7	0	0	0	0.5	1.0931	3.176	0.4979	2.3627	17279631.9	176	111	1
99	1	1	1	13.8738	4.1621	0.7	0	0	0	0.5	2.5369	0.1747	3.7283	4.6694	183147375.4	12188	45674.8	0
100	1	1	1	11.0599	3.318	0.7	0	0	0	0.5	1.3993	5.4983	1.1995	3.8794	36642751.4	351	39.1	1
101	1	1	1	10.6561	3.1968	0.7	0	0	0	0.5	1.5818	5.7343	2.5778	1.4489	502014	51	57.3	1
102	1	1	1	6.7878	2.0364	0.7	0	0	0	0.5	1.8926	5.6884	0.9394	3.691	87233.5	21	7.7	1
103	1	1	1	14.3141	4.2942	0.7	0	0	0	0.5	1.2605	4.4725	5.1219	4.154	153426368.6	1766	1009.9	1
104	1	1	1	9.8532	2.956	0.7	0	0	0	0.5	2.2569	3.2588	1.3874	3.7199	69540422	9945	221.9	1
105	1	1	1	8.2404	2.4721	0.7	0	0	0	0.5	1.4655	4.776	2.3449	3.4389	288671.3	27	6.3	1
106	1	1	1	7.5434	2.263	0.7	0	0	0	0.5	1.3165	0.2206	2.402	0.8025	1260002.6	75	4.1	1
107	1	1	1	7.3846	2.2154	0.7	0	0	0	0.5	2.3345	4.4514	2.4796	3.8576	248403	37	55.9	1
108	1	1	1	7.7206	2.3162	0.7	0	0	0	0.5	0.8166	4.7725	4.683	3.6676	762999.2	52	2.1	1
109	1	1	1	7.109	2.1327	0.7	0	0	0	0.5	0.869	0.6482	2.8499	3.8904	30661.4	3	0.8	1
110	1	1	1	7.836	2.3508	0.7	0	0	0	0.5	1.4459	2.9958	3.0439	0.6784	102006.8	11	3	1
111	1	1	1	8.7415	2.6225	0.7	0	0	0	0.5	1.852	0.7481	4.5704	3.8251	334147.2	70	18.8	1
112	1	1	1	9.397	2.8191	0.7	0	0	0	0.5	1.1914	1.7501	4.3544	6.0698	827510.1	17	6.4	1
113	1	1	1	11.049	3.3147	0.7	0	0	0	0.5	1.7841	2.5787	3.009	3.3923	1120156.3	216	108.6	1
114	1	1	1	10.0354	3.0106	0.7	0	0	0	0.5	2.1133	4.0552	1.8763	5.9838	10378028.2	1610	139.3	1
115	1	1	1	14.224	4.2672	0.7	0	0	0	0.5	2.8403	0.5343	2.7615	4.6758	184359195.8	13849	247292.1	0
116	1	1	1	13.2178	3.9653	0.7	0	0	0	0.5	1.9129	5.1263	2.3257	4.4599	125688191.1	10092	2194.5	0
117	1	1	1	11.7149	3.5145	0.7	0	0	0	0.5	1.3067	3.4743	1.5149	3.8774	29223110.2	3468	57.7	1
118	1	1	1	14.0138	4.2041	0.7	0	0	0	0.5	1.7834	1.7962	3.1486	3.3813	66658479.8	5895	2539.2	0
119	1	1	1	8.5484	2.5645	0.7	0	0	0	0.5	1.9615	2.5749	4.3538	3.3593	169454.3	37	24.4	1
120	1	1	1	11.2581	3.3774	0.7	0	0	0	0.5	1.9426	3.2795	4.714	1.7377	61350185.3	5979	215.8	1
121	1	1	1	10.8503	3.2551	0.7	0	0	0	0.5	1.5623	1.071	1.3823	3.5587	101265234.1	781	47.4	1
122	1	1	1	8.2717	2.4815	0.7	0	0	0	0.5	1.312	1.9768	3.6247	2.9792	159005.9	32	3.5	1
123	1	1	1	14.9988	4.4996	0.7	0	0	0	0.5	1.0123	1.9601	0.1637	4.232	66291211.3	592	1299.7	1
124	1	1	1	7.9652	2.3895	0.7	0	0	0	0.5	1.3981	2.949	4.8393	3.7676	87402.4	9	3.1	1
125	1	1	1	14.2955	4.2887	0.7	0	0	0	0.5	2.0444	3.5985	1.4839	0.5597	294257831.2	15863	8560	0
126	1	1	1	9.7888	2.9366	0.7	0	0	0	0.5	2.7823	3.286	1.3476	5.8737	2175487	154	2877.2	1
127	1	1	1	9.4584	2.8375	0.7	0	0	0	0.5	1.3476	0.5123	4.634	2.6447	1983673.2	25	8.1	1
128	1	1	1	14.2496	4.2749	0.7	0	0	0	0.5	1.0028	4.3772	5.8881	1.5338	84756140.1	4312	574.1	1
129	1	1	1	11.9798	3.594	0.7	0	0	0	0.5	0.6929	4.7625	6.2785	3.7976	12240950.1	42	32	1
130	1	1	1	13.1217	3.9365	0.7	0	0	0	0.5	1.5993	3.8412	2.0816	3.1873	64714667	3619	616.9	0
131	1	1	1	14.9327	4.4798	0.7	0	0	0	0.5	2.311	2.7385	3.7076	3.6649	84620421.1	5973	57329.1	0
132	1	1	1	8.5754	2.5726	0.7	0	0	0	0.5	0.9524	5.3181	5.5416	3.7907	381632.2	26	3.2	1
133	1	1	1	7.1433	2.143	0.7	0	0	0	0.5	1.444	2.1982	5.5351	3.0162	363071.4	43	3.5	1
134	1	1	1	9.8028	2.9408	0.7	0	0	0	0.5	2.315	1.726	5.0653	6.0766	40276224.6	1986	317.1	1
135	1	1	1	12.4039	3.7212	0.7	0	0	0	0.5	1.5486	0.8702	3.5003	3.021	66755455.1	6445	231.1	0
136	1	1	1	11.5166	3.455	0.7	0	0	0	0.5	1.5414	2.6691	4.2838	2.5487	32573143.5	362	90.3	1
137	1	1	1	6.7415	2.0225	0.7	0	0	0	0.5	1.0944	4.0204	0.0979	3.0226	289052.8	4	0.8	1
138	1	1	1	7.8993	2.3698	0.7	0	0	0	0.5	1.2329	0.2044	4.2511	5.9798	188422.2	33	2.4	1
139	1	1	1	13.7524	4.1257	0.7	0	0	0	0.5	1.4861	3.7298	5.3317	5.734	68130573	913	958.9	1
140	1	1	1	7.8898	2.3669	0.7	0	0	0	0.5	2.8352	1.7967	2.7303	3.3583	44364	10	662.8	1
141	1	1	1	11.6343	3.4903	0.7	0	0	0	0.5	0.9041	1.205	5.8584	3.0362	1147038.4	129	29.9	1
142	1	1	1	12.5288	3.7586	0.7	0	0	0	0.5	1.9581	1.1653	0.6167	6.2266	233348424.9	1998	1107.8	1
143	1	1	1	13.6805	4.1041	0.7	0	0	0	0.5	0.7499	1.4551	2.0435	2.7512	133460751.6	1192	477.6	1
144	1	1	1	13.3193	3.9958	0.7	0	0	0	0.5	2.9639	5.2902	5.4076	1.9026	147407703.4	11727	118493.9	0
145	1	1	1	14.9714	4.4914	0.7	0	0	0	0.5	0.2207	3.732	2.1997	3.7713	20580422.3	1073	865.8	1
146	1	1	1	9.0588	2.7176	0.7	0	0	0	0.5	2.8926	1.8215	4.1787	3.2511	764833.3	115	2045.4	1
147	1	1	1	11.8228	3.5468	0.7	0	0	0	0.5	2.5733	2.7555	2.7946	0.756	278419768.8	37153	5419.7	0
148	1	1	1	10.429	3.1287	0.7	0	0	0	0.5	1.9236	4.5483	4.3308	2.7583	10981594.6	1864	98.8	1
149	1	1	1	9.1243	2.7373	0.7	0	0	0	0.5	0.7073	2.3781	5.0377	3.2105	260376.9	17	6.2	1
150	1	1	1	10.4852	3.1456	0.7	0	0	0	0.5	0.9185	5.4566	4.4214	2.6416	5875709.9	308	15.1	1
151	1	1	1	11.4905	3.4472	0.7	0	0	0	0.5	0.448	5.0774	3.2716	4.2987	567218	30	17.9	1
152	1	1	1	13.7785	4.1336	0.7	0	0	0	0.5	0.7333	5.5754	5.7335	3.7009	60960298.6	1212	279.1	1
153	1	1	1	11.5482	3.4645	0.7	0	0	0	0.5	0.8796	4.6789	1.5984	3.3654	13493468.3	394	39.5	1
154	1	1	1	11.957	3.5871	0.7	0	0	0	0.5	2.0007	1.5982	3.9693	4.2734	23274083.3	1938	773	1
155	1	1	1	14.9337	4.4801	0.7	0	0	0	0.5	1.9786	4.0314	2.2278	3.1638	69109897.3	4690	18525	0
156	1	1	1	7.1921	2.1576	0.7	0	0	0	0.5	0.417	2.5076	1.8371	3.1425	18339.7	1	0.9	1
157	1	1	1	9.31	2.793	0.7	0	0	0	0.5	2.163	2.9021	0.5852	3.0512	307715.1	51	99.2	1
158	1	1	1	14.8905	4.4672	0.7	0	0	0	0.5	2.6606	2.938	0.2803	3.1431	72369246.9	5134	262237.3	0
159	1	1	1	7.0736	2.1221	0.7	0	0	0	0.5	1.8138	3.718	3.6281	5.0103	187271.5	14	7	1
160	1	1	1	13.8118	4.1435	0.7	0	0	0	0.5	1.0911	3.4307	3.859	3.5919	38136949.7	3285	561.4	1
161	1	1	1	7.6065	2.282	0.7	0	0	0	0.5	1.9213	3.6918	3.2691	3.4167	46662.8	10	10.3	1
162	1	1	1	10.5878	3.1764	0.7	0	0	0	0.5	1.4619	5.4957	2.6498	3.942	972142.3	126	33.4	1
163	1	1	1	7.2713	2.1814	0.7	0	0	0	0.5	2.1102	2.5972	6.1708	4.0954	65858.2	8	15.8	1
164	1	1	1	14.7098	4.413	0.7	0	0	0	0.5	0.4704	2.0587	4.0106	2.8845	46498480.5	959	784.6	1
165	1	1	1	7.2847	2.1854	0.7	0	0	0	0.5	1.1072	2.3598	2.2162	2.8102	130772.9	11	1.9	1
166	1	1	1	9.6308	2.8892	0.7	0	0	0	0.5	1.2688	0.3003	1.9355	2.1561	9029829.2	48	8.6	1
167	1	1	1	7.1003	2.1301	0.7	0	0	0	0.5	1.2609	6.0661	2.8593	3.3175	869914.3	35	1.4	1
168	1	1	1	8.6546	2.5964	0.7	0	0	0	0.5	2.1599	4.0054	2.6012	0.7036	149766.3	13	57.1	1
169	1	1	1	11.6028	3.4808	0.7	0	0	0	0.5	0.9465	2.8056	2.4932	2.9824	43818679.1	37	37.1	1
170	1	1	1	11.078	3.3234	0.7	0	0	0	0.5	1.6725	4.7517	2.3466	5.8742	44173504.2	148	122.2	1
171	1	1	1	12.5856	3.7757	0.7	0	0	0	0.5	1.7238	2.5779	6.11	3.2127	14665974.8	1469	452.4	1
172	1	1	1	7.6063	2.2819	0.7	0	0	0	0.5	0.8074	1.6703	1.8172	3.3534	133677.2	15	2.3	1
173	1	1	1	7.2927	2.1878	0.7	0	0	0	0.5	2.0132	5.8869	4.119	4.1439	195455.9	13	14.8	1
174	1	1	1	13.0902	3.927	0.7	0	0	0	0.5	0.6335	4.5985	3.4947	4.6199	6017242.8	238	108.2	1
175	1	1	1	10.9277	3.2783	0.7	0	0	0	0.5	1.427	3.0164	5.4807	6.0963	10852720.3	529	50.7	1
176	1	1	1	13.6925	4.1077	0.7	0	0	0	0.5	1.9015	4.9253	2.4607	0.4712	304665407	17978	4305.8	0
177	1	1	1	13.5389	4.0617	0.7	0	0	0	0.5	0.6907	3.8366	6.2204	4.0261	22231216.5	235	172.7	1
178	1	1	1	8.922	2.6766	0.7	0	0	0	0.5	1.404	0.2453	1.1928	1.7584	195421.9	35	6.4	1
179	1	1	1	10.8738	3.2621	0.7	0	0	0	0.5	2.2555	2.8527	0.9702	3.747	9327578.6	1108	798.1	1
180	1	1	1	9.1615	2.7485	0.7	0	0	0	0.5	2.0706	2.7698	1.2289	2.999	1264965.4	179	57.4	1
181	1	1	1	14.3873	4.3162	0.7	0	0	0	0.5	1.5015	1.747	2.597	2.1441	133292025.4	5982	2298.7	1
182	1	1	1	12.9286	3.8786	0.7	0	0	0	0.5	1.0602	4.6358	0.1159	0.8516	3516449	216	121.9	1
183	1	1	1	6.9171	2.0751	0.7	0	0	0	0.5	1.1173	1.4805	4.4808	1.7636	4268763.8	93	1.2	1
184	1	1	1	9.8949	2.9685	0.7	0	0	0	0.5	1.1296	4.3482	2.2702	2.8832	19392864.6	205	13	1
185	1	1	1	8.5937	2.5781	0.7	0	0	0	0.5	1.0509	3.0685	5.7628	3.7631	160644.5	12	2.9	1
186	1	1	1	13.4955	4.0486	0.7	0	0	0	0.5	1.3677	1.6293	4.8255	2.9236	65910587.5	3902	442.3	1
187	1	1	1	8.3855	2.5156	0.7	0	0	0	0.5	2.3906	0.6384	4.1023	3.3294	1136591.7	188	191.1	1
188	1	1	1	12.6061	3.7818	0.7	0	0	0	0.5	1.2356	5.0276	5.7665	4.279	5878204.2	208	145	1
189	1	1	1	10.6568	3.197	0.7	0	0	0	0.5	1.0102	2.1276	1.1543	2.0631	1327685.2	33	17.7	1
190	1	1	1	7.7549	2.3265	0.7	0	0	0	0.5	1.6456	5.1169	4.8114	2.1718	49091.6	18	5.3	1
191	1	1	1	11.6629	3.4989	0.7	0	0	0	0.5	1.0007	0.4336	1.7984	5.6099	15030244.9	192	42.4	1
192	1	1	1	13.2922	3.9877	0.7	0	0	0	0.5	1.2194	6.254	5.6102	1.3885	40615203.9	2140	389	1
193	1	1	1	13.3674	4.0102	0.7	0	0	0	0.5	2.8376	1.1065	3.3456	3.129	72760445.6	6010	87703.8	0
194	1	1	1	13.635	4.0905	0.7	0	0	0	0.5	2.2644	5.89	4.7248	2.8862	74613381	6026	10090.1	0
195	1	1	1	14.7551	4.4265	0.7	0	0	0	0.5	1.0121	4.7059	3.791	2.8184	97941452.1	3626	1345.2	0
196	1	1	1	7.2675	2.1803	0.7	0	0	0	0.5	1.1794	0.1473	4.274	3.365	1695100.4	61	1.6	1
197	1	1	1	7.0996	2.1299	0.7	0	0	0	0.5	1.7805	3.0285	0.5346	2.5332	69852.4	5	6.9	1
198	1	1	1	6.7289	2.0187	0.7	0	0	0	0.5	0.8979	0.6626	0.4266	2.6738	18869	1	0.7	1
199	1	1	1	8.4682	2.5405	0.7	0	0	0	0.5	2.5532	3.4466	5.3304	2.6004	250039.1	50	356.2	1
200	1	1	1	10.0792	3.0238	0.7	0	0	0	0.5	2.9045	0.6116	3.311	2.6903	537356	80	3843.3	1
201	1	1	1	11.3086	3.3926	0.7	0	0	0	0.5	2.1269	5.7633	2.3736	5.3121	299872026.2	7665	763.1	1
202	1	1	1	7.3055	2.1916	0.7	0	0	0	0.5	2.1873	0.7011	1.4566	2.8909	1874636	58	25.5	1
203	1	1	1	13.0021	3.9006	0.7	0	0	0	0.5	0.9652	4.6315	3.6613	2.7916	18396839.5	453	142.7	1
204	1	1	1	11.404	3.4212	0.7	0	0	0	0.5	1.0928	5.6983	2.8717	6.2789	1049565.3	18	27.6	1
205	1	1	1	7.6523	2.2957	0.7	0	0	0	0.5	2.5761	1.3664	1.3656	2.2384	184639.9	27	298	1
206	1	1	1	9.0771	2.7231	0.7	0	0	0	0.5	0.5388	5.2953	0.7539	1.8731	66546.9	9	2.8	1
207	1	1	1	10.7365	3.2209	0.7	0	0	0	0.5	0.5671	0.4625	1.7543	4.4508	1285647	7	16.8	1
208	1	1	1	13.582	4.0746	0.7	0	0	0	0.5	1.7111	0.0908	3.7325	4.4296	139448981.4	9215	1849.2	0
209	1	1	1	14.9988	4.4996	0.7	0	0	0	0.5	2.5673	1.8652	4.5029	3.2394	74914631	5265	299285.8	0
210	1	1	1	8.7739	2.6322	0.7	0	0	0	0.5	0.8622	0.4911	1.3854	4.0732	2859875.4	53	3.9	1
211	1	1	1	7.402	2.2206	0.7	0	0	0	0.5	1.2578	5.908	1.5466	1.9271	115733.4	8	1.7	1
