sim_ind	M1	M2	M3	a_o	r_p_o	e_o	inc_o	Omega_o	omega_o	e_i	inc_i	Omega_i	omega_i	f_i	final_time	outer_orbits	outer_orbits_RW	disrupted
54	1	1	1	3.1705	2.2193	0.3	0	0	0	0.5	0.4949	3.3228	0.2115	2.4305	68178.3	8	4	1
55	1	1	1	4.6659	3.2661	0.3	0	0	0	0.5	2.1333	2.4892	2.6718	3.1045	18843311.7	6947	1673	1
56	1	1	1	5.2201	3.6541	0.3	0	0	0	0.5	0.2001	5.873	1.4272	0.9405	40458460.3	171	198.6	1
57	1	1	1	4.0664	2.8465	0.3	0	0	0	0.5	1.1949	1.8185	1.535	3.0816	7665319.5	460	35.5	1
58	1	1	1	4.9325	3.4527	0.3	0	0	0	0.5	2.7419	3.5938	2.6178	2.4032	103094313.9	36670	50832.4	0
59	1	1	1	5.35	3.745	0.3	0	0	0	0.5	0.6058	4.3393	1.5036	4.1487	16889917.6	1114	604.6	1
60	1	1	1	3.0886	2.162	0.3	0	0	0	0.5	2.6308	2.7037	3.9531	4.3156	108708.5	15	1171.8	1
61	1	1	1	5.6833	3.9783	0.3	0	0	0	0.5	1.6793	1.4053	1.0049	3.2879	73153759.6	21980	5140.4	0
62	1	1	1	3.2361	2.2653	0.3	0	0	0	0.5	2.5161	2.1777	1.2518	4.272	589894.2	174	1294.8	1
63	1	1	1	3.5587	2.4911	0.3	0	0	0	0.5	1.3646	3.2865	2.7287	3.0571	318762.5	29	20.4	1
64	1	1	1	6.089	4.2623	0.3	0	0	0	0.5	1.4778	1.1614	0.4674	3.1113	74495810.4	20156	8257.7	0
65	1	1	1	5.8915	4.124	0.3	0	0	0	0.5	2.1529	0.4981	2.2584	3.6874	91614426.4	26132	56928.8	0
66	1	1	1	3.992	2.7944	0.3	0	0	0	0.5	1.9656	4.9275	4.6161	2.4014	6700970.7	2310	220	1
67	1	1	1	5.3302	3.7311	0.3	0	0	0	0.5	1.5169	3.7379	5.8958	1.5975	29395585.3	1453	1183.6	1
68	1	1	1	3.3379	2.3365	0.3	0	0	0	0.5	2.3365	2.3454	5.0665	3.9347	435327.9	176	429.1	1
69	1	1	1	4.5734	3.2014	0.3	0	0	0	0.5	0.9243	4.368	5.5752	2.0384	4326116.5	243	87.7	1
70	1	1	1	5.5511	3.8858	0.3	0	0	0	0.5	0.6581	5.1053	2.8197	2.5967	2525565.1	333	509.4	1
71	1	1	1	3.1547	2.2083	0.3	0	0	0	0.5	2.4542	3.7885	1.9209	2.7779	215996.7	98	1172.4	1
72	1	1	1	3.7927	2.6549	0.3	0	0	0	0.5	2.5903	4.6482	4.6875	2.6412	5933413.8	3370	3960.5	1
73	1	1	1	2.9061	2.0343	0.3	0	0	0	0.5	1.665	5.6308	0.5233	4.084	694569.2	66	22.1	1
74	1	1	1	5.8312	4.0819	0.3	0	0	0	0.5	1.0567	1.5064	0.3903	3.1005	47430382.8	537	1567.3	1
75	1	1	1	4.6651	3.2656	0.3	0	0	0	0.5	1.4989	4.2749	1.306	4.2148	576323565.7	1719	220.4	1
76	1	1	1	5.5539	3.8878	0.3	0	0	0	0.5	1.1246	4.3648	5.7657	3.4025	6207013.9	1235	939.3	1
77	1	1	1	4.2068	2.9448	0.3	0	0	0	0.5	1.3953	0.2767	3.4152	3.8175	6567416.7	287	63.7	1
78	1	1	1	5.1626	3.6138	0.3	0	0	0	0.5	2.3699	3.9606	4.4452	4.4881	153461616.1	46264	18404.4	0
79	1	1	1	4.9263	3.4484	0.3	0	0	0	0.5	2.083	4.279	3.3523	4.6777	11820633.6	2378	2206	1
80	1	1	1	3.442	2.4094	0.3	0	0	0	0.5	2.122	1.9102	0.484	3.5653	56098.5	17	160.2	1
81	1	1	1	4.9024	3.4317	0.3	0	0	0	0.5	1.2576	3.8158	5.0248	3.3874	19836973.6	1799	229.2	1
82	1	1	1	4.3523	3.0466	0.3	0	0	0	0.5	2.7351	0.2662	5.433	3.2645	82368516.9	36331	15802.3	0
83	1	1	1	3.9801	2.786	0.3	0	0	0	0.5	1.2308	4.2031	1.1592	3.2004	2167654.5	372	34.5	1
84	1	1	1	3.7219	2.6053	0.3	0	0	0	0.5	0.3946	1.3427	2.7118	1.9615	6884533.1	236	9.1	1
85	1	1	1	6.0468	4.2328	0.3	0	0	0	0.5	2.4401	6.1693	0.9552	2.6011	92912613.1	25554	272936	0
86	1	1	1	6.0447	4.2313	0.3	0	0	0	0.5	2.6358	2.2961	4.3529	2.5239	97527558.4	26759	662274.9	0
87	1	1	1	5.9595	4.1717	0.3	0	0	0	0.5	1.0259	1.0009	3.1262	4.0738	35311576.1	9717	1899.9	1
88	1	1	1	3.764	2.6348	0.3	0	0	0	0.5	2.0511	2.3628	3.9113	2.8254	127431.1	56	385.9	1
89	1	1	1	5.144	3.6008	0.3	0	0	0	0.5	2.0248	2.2081	2.0961	3.6432	87097233.8	30270	3701.3	0
90	1	1	1	4.6026	3.2218	0.3	0	0	0	0.5	1.4484	3.6246	0.3843	2.8897	10002664.2	542	177	1
91	1	1	1	3.6672	2.567	0.3	0	0	0	0.5	0.8045	3.7173	6.0935	2.7842	538353.6	58	9.7	1
92	1	1	1	5.7577	4.0304	0.3	0	0	0	0.5	0.4102	1.0629	1.3552	3.1775	73232049.3	15084	1018.1	1
93	1	1	1	5.3688	3.7582	0.3	0	0	0	0.5	1.0671	0.3449	1.2739	1.4857	67045767.2	8430	584.2	1
94	1	1	1	5.1958	3.6371	0.3	0	0	0	0.5	1.6358	1.1301	5.4789	3.682	84390650.6	9397	1569.3	0
95	1	1	1	5.4348	3.8044	0.3	0	0	0	0.5	0.286	0.9531	1.9085	1.8423	25340848.1	5374	363.9	1
96	1	1	1	4.6823	3.2776	0.3	0	0	0	0.5	2.6672	2.1931	1.0313	3.3559	83545197	33671	24704	0
97	1	1	1	4.9682	3.4777	0.3	0	0	0	0.5	0.93	1.1563	0.3286	4.3804	1734722.5	198	152.1	1
98	1	1	1	5.4071	3.785	0.3	0	0	0	0.5	1.0931	3.176	0.4979	2.3627	6699632	1857	599	1
99	1	1	1	5.9459	4.1621	0.3	0	0	0	0.5	2.5369	0.1747	3.7283	4.6694	174202457.2	43090	245208	0
100	1	1	1	4.7399	3.318	0.3	0	0	0	0.5	1.3993	5.4983	1.1995	3.8794	33304212.2	2768	208.9	1
101	1	1	1	4.5669	3.1968	0.3	0	0	0	0.5	1.5818	5.7343	2.5778	1.4489	8383158.2	1358	303	1
102	1	1	1	2.9091	2.0364	0.3	0	0	0	0.5	1.8926	5.6884	0.9394	3.691	64673.9	24	40.2	1
103	1	1	1	6.1346	4.2942	0.3	0	0	0	0.5	1.2605	4.4725	5.1219	4.154	119238039.7	31633	5495.1	0
104	1	1	1	4.2228	2.956	0.3	0	0	0	0.5	2.2569	3.2588	1.3874	3.7199	42818015.7	17866	1172.5	1
105	1	1	1	3.5316	2.4721	0.3	0	0	0	0.5	1.4655	4.776	2.3449	3.4389	2929854.1	234	33.7	1
106	1	1	1	3.2329	2.263	0.3	0	0	0	0.5	1.3165	0.2206	2.402	0.8025	901843.7	92	22.2	1
107	1	1	1	3.1648	2.2154	0.3	0	0	0	0.5	2.3345	4.4514	2.4796	3.8576	145360	25	294.6	1
108	1	1	1	3.3088	2.3162	0.3	0	0	0	0.5	0.8166	4.7725	4.683	3.6676	1363556.4	67	12	1
109	1	1	1	3.0467	2.1327	0.3	0	0	0	0.5	0.869	0.6482	2.8499	3.8904	72691	22	4.4	1
110	1	1	1	3.3583	2.3508	0.3	0	0	0	0.5	1.4459	2.9958	3.0439	0.6784	62570.7	5	16	1
111	1	1	1	3.7464	2.6225	0.3	0	0	0	0.5	1.852	0.7481	4.5704	3.8251	1043021.1	265	99.5	1
112	1	1	1	4.0273	2.8191	0.3	0	0	0	0.5	1.1914	1.7501	4.3544	6.0698	2964782.2	149	35.2	1
113	1	1	1	4.7353	3.3147	0.3	0	0	0	0.5	1.7841	2.5787	3.009	3.3923	77426379.2	5202	579.6	0
114	1	1	1	4.3009	3.0106	0.3	0	0	0	0.5	2.1133	4.0552	1.8763	5.9838	26525218.4	4662	731.5	1
115	1	1	1	6.096	4.2672	0.3	0	0	0	0.5	2.8403	0.5343	2.7615	4.6758	176444299.6	43061	1337605	0
116	1	1	1	5.6648	3.9653	0.3	0	0	0	0.5	1.9129	5.1263	2.3257	4.4599	145399910.8	40750	11593.1	0
117	1	1	1	5.0207	3.5145	0.3	0	0	0	0.5	1.3067	3.4743	1.5149	3.8774	89438307	6985	312.7	1
118	1	1	1	6.0059	4.2041	0.3	0	0	0	0.5	1.7834	1.7962	3.1486	3.3813	73523664.4	17475	13586.9	1
119	1	1	1	3.6636	2.5645	0.3	0	0	0	0.5	1.9615	2.5749	4.3538	3.3593	213188.8	77	127.8	1
120	1	1	1	4.8249	3.3774	0.3	0	0	0	0.5	1.9426	3.2795	4.714	1.7377	29738670.8	8338	1137.6	1
121	1	1	1	4.6501	3.2551	0.3	0	0	0	0.5	1.5623	1.071	1.3823	3.5587	62499797.9	2835	250.7	0
122	1	1	1	3.545	2.4815	0.3	0	0	0	0.5	1.312	1.9768	3.6247	2.9792	125065.9	27	18.9	1
123	1	1	1	6.4281	4.4996	0.3	0	0	0	0.5	1.0123	1.9601	0.1637	4.232	126953492.9	31449	7045.5	0
124	1	1	1	3.4136	2.3895	0.3	0	0	0	0.5	1.3981	2.949	4.8393	3.7676	518408.2	15	16.5	1
125	1	1	1	6.1267	4.2887	0.3	0	0	0	0.5	2.0444	3.5985	1.4839	0.5597	271230435.8	46352	45294.9	0
126	1	1	1	4.1952	2.9366	0.3	0	0	0	0.5	2.7823	3.286	1.3476	5.8737	70401608.2	15248	15898.4	1
127	1	1	1	4.0536	2.8375	0.3	0	0	0	0.5	1.3476	0.5123	4.634	2.6447	5396505.5	553	43.5	1
128	1	1	1	6.107	4.2749	0.3	0	0	0	0.5	1.0028	4.3772	5.8881	1.5338	121345387	22342	3123.1	1
129	1	1	1	5.1342	3.594	0.3	0	0	0	0.5	0.6929	4.7625	6.2785	3.7976	81053953.4	257	174.9	1
130	1	1	1	5.6236	3.9365	0.3	0	0	0	0.5	1.5993	3.8412	2.0816	3.1873	73349197.2	22109	3268	0
131	1	1	1	6.3997	4.4798	0.3	0	0	0	0.5	2.311	2.7385	3.7076	3.6649	89946024.9	22717	306672.4	0
132	1	1	1	3.6752	2.5726	0.3	0	0	0	0.5	0.9524	5.3181	5.5416	3.7907	288735.8	58	17.6	1
133	1	1	1	3.0614	2.143	0.3	0	0	0	0.5	1.444	2.1982	5.5351	3.0162	565696.8	46	18.7	1
134	1	1	1	4.2012	2.9408	0.3	0	0	0	0.5	2.315	1.726	5.0653	6.0766	5558898.1	1157	1670.6	1
135	1	1	1	5.3159	3.7212	0.3	0	0	0	0.5	1.5486	0.8702	3.5003	3.021	4328103.7	598	1225.5	1
136	1	1	1	4.9357	3.455	0.3	0	0	0	0.5	1.5414	2.6691	4.2838	2.5487	10850671.9	3416	480	1
137	1	1	1	2.8892	2.0225	0.3	0	0	0	0.5	1.0944	4.0204	0.0979	3.0226	127627.9	41	4.4	1
138	1	1	1	3.3854	2.3698	0.3	0	0	0	0.5	1.2329	0.2044	4.2511	5.9798	872381.7	55	13.3	1
139	1	1	1	5.8939	4.1257	0.3	0	0	0	0.5	1.4861	3.7298	5.3317	5.734	267299578.5	47517	5106.8	0
140	1	1	1	3.3813	2.3669	0.3	0	0	0	0.5	2.8352	1.7967	2.7303	3.3583	229344.1	102	3584.8	1
141	1	1	1	4.9861	3.4903	0.3	0	0	0	0.5	0.9041	1.205	5.8584	3.0362	3439888.6	629	163.5	1
142	1	1	1	5.3695	3.7586	0.3	0	0	0	0.5	1.9581	1.1653	0.6167	6.2266	288278196.9	57597	5891.2	0
143	1	1	1	5.8631	4.1041	0.3	0	0	0	0.5	0.7499	1.4551	2.0435	2.7512	87390438.4	25253	2627	0
144	1	1	1	5.7083	3.9958	0.3	0	0	0	0.5	2.9639	5.2902	5.4076	1.9026	144152368.5	40598	645702	0
145	1	1	1	6.4163	4.4914	0.3	0	0	0	0.5	0.2207	3.732	2.1997	3.7713	97126757.9	24573	4713.5	0
146	1	1	1	3.8823	2.7176	0.3	0	0	0	0.5	2.8926	1.8215	4.1787	3.2511	9474372.6	4854	11161.5	1
147	1	1	1	5.0669	3.5468	0.3	0	0	0	0.5	2.5733	2.7555	2.7946	0.756	257825134.3	54596	28986.1	0
148	1	1	1	4.4696	3.1287	0.3	0	0	0	0.5	1.9236	4.5483	4.3308	2.7583	13664978.7	5240	520.6	1
149	1	1	1	3.9104	2.7373	0.3	0	0	0	0.5	0.7073	2.3781	5.0377	3.2105	17350188.3	77	34	1
150	1	1	1	4.4936	3.1456	0.3	0	0	0	0.5	0.9185	5.4566	4.4214	2.6416	3274087.2	171	83.8	1
151	1	1	1	4.9245	3.4472	0.3	0	0	0	0.5	0.448	5.0774	3.2716	4.2987	1517895.9	147	97.7	1
152	1	1	1	5.9051	4.1336	0.3	0	0	0	0.5	0.7333	5.5754	5.7335	3.7009	92503887.3	25960	1526.8	0
153	1	1	1	4.9492	3.4645	0.3	0	0	0	0.5	0.8796	4.6789	1.5984	3.3654	83217063.1	30837	220.3	0
154	1	1	1	5.1244	3.5871	0.3	0	0	0	0.5	2.0007	1.5982	3.9693	4.2734	128892132.1	41594	4045.7	0
155	1	1	1	6.4002	4.4801	0.3	0	0	0	0.5	1.9786	4.0314	2.2278	3.1638	76273274.5	19162	97979.9	0
156	1	1	1	3.0823	2.1576	0.3	0	0	0	0.5	0.417	2.5076	1.8371	3.1425	69060.3	9	4.7	1
157	1	1	1	3.99	2.793	0.3	0	0	0	0.5	2.163	2.9021	0.5852	3.0512	2220391	1252	519	1
158	1	1	1	6.3816	4.4672	0.3	0	0	0	0.5	2.6606	2.938	0.2803	3.1431	78862323.8	20113	1406380.9	0
159	1	1	1	3.0315	2.1221	0.3	0	0	0	0.5	1.8138	3.718	3.6281	5.0103	28383.5	2	37.2	1
160	1	1	1	5.9193	4.1435	0.3	0	0	0	0.5	1.0911	3.4307	3.859	3.5919	27751422	4507	3074.5	1
161	1	1	1	3.2599	2.282	0.3	0	0	0	0.5	1.9213	3.6918	3.2691	3.4167	311343	40	54.4	1
162	1	1	1	4.5376	3.1764	0.3	0	0	0	0.5	1.4619	5.4957	2.6498	3.942	2512436.2	387	178.2	1
163	1	1	1	3.1163	2.1814	0.3	0	0	0	0.5	2.1102	2.5972	6.1708	4.0954	50444.2	13	82.3	1
164	1	1	1	6.3042	4.413	0.3	0	0	0	0.5	0.4704	2.0587	4.0106	2.8845	82653689.5	21226	4266.9	0
165	1	1	1	3.122	2.1854	0.3	0	0	0	0.5	1.1072	2.3598	2.2162	2.8102	369538	120	10.5	1
166	1	1	1	4.1275	2.8892	0.3	0	0	0	0.5	1.2688	0.3003	1.9355	2.1561	584189.8	192	47	1
167	1	1	1	3.043	2.1301	0.3	0	0	0	0.5	1.2609	6.0661	2.8593	3.3175	199377.1	76	7.3	1
168	1	1	1	3.7091	2.5964	0.3	0	0	0	0.5	2.1599	4.0054	2.6012	0.7036	2317867.7	561	302.8	1
169	1	1	1	4.9726	3.4808	0.3	0	0	0	0.5	0.9465	2.8056	2.4932	2.9824	11733738.1	625	203.3	1
170	1	1	1	4.7477	3.3234	0.3	0	0	0	0.5	1.6725	4.7517	2.3466	5.8742	249542271.1	13494	643	0
171	1	1	1	5.3938	3.7757	0.3	0	0	0	0.5	1.7238	2.5779	6.11	3.2127	35468051	5328	2429.5	1
172	1	1	1	3.2599	2.2819	0.3	0	0	0	0.5	0.8074	1.6703	1.8172	3.3534	790719.3	68	12.8	1
173	1	1	1	3.1254	2.1878	0.3	0	0	0	0.5	2.0132	5.8869	4.119	4.1439	1602019.5	855	77.3	1
174	1	1	1	5.6101	3.927	0.3	0	0	0	0.5	0.6335	4.5985	3.4947	4.6199	9692315.6	871	588.6	1
175	1	1	1	4.6833	3.2783	0.3	0	0	0	0.5	1.427	3.0164	5.4807	6.0963	56255542.3	1530	272.3	1
176	1	1	1	5.8682	4.1077	0.3	0	0	0	0.5	1.9015	4.9253	2.4607	0.4712	281690203.5	53051	22927.6	0
177	1	1	1	5.8024	4.0617	0.3	0	0	0	0.5	0.6907	3.8366	6.2204	4.0261	23595490	3055	944.3	1
178	1	1	1	3.8237	2.6766	0.3	0	0	0	0.5	1.404	0.2453	1.1928	1.7584	986260.9	200	34.1	1
179	1	1	1	4.6602	3.2621	0.3	0	0	0	0.5	2.2555	2.8527	0.9702	3.747	95594582.6	32470	4097	0
180	1	1	1	3.9264	2.7485	0.3	0	0	0	0.5	2.0706	2.7698	1.2289	2.999	12390803.9	5788	300.4	1
181	1	1	1	6.166	4.3162	0.3	0	0	0	0.5	1.5015	1.747	2.597	2.1441	115014934.1	30133	12230.1	0
182	1	1	1	5.5408	3.8786	0.3	0	0	0	0.5	1.0602	4.6358	0.1159	0.8516	6757844.5	176	664	1
183	1	1	1	2.9645	2.0751	0.3	0	0	0	0.5	1.1173	1.4805	4.4808	1.7636	8792758.5	8	6.4	1
184	1	1	1	4.2407	2.9685	0.3	0	0	0	0.5	1.1296	4.3482	2.2702	2.8832	8758634.5	515	71.6	1
185	1	1	1	3.683	2.5781	0.3	0	0	0	0.5	1.0509	3.0685	5.7628	3.7631	73814.4	18	15.5	1
186	1	1	1	5.7838	4.0486	0.3	0	0	0	0.5	1.3677	1.6293	4.8255	2.9236	77150245.4	22501	2375.2	0
187	1	1	1	3.5938	2.5156	0.3	0	0	0	0.5	2.3906	0.6384	4.1023	3.3294	261081.1	108	1031.6	1
188	1	1	1	5.4026	3.7818	0.3	0	0	0	0.5	1.2356	5.0276	5.7665	4.279	6046558.6	348	783.2	1
189	1	1	1	4.5672	3.197	0.3	0	0	0	0.5	1.0102	2.1276	1.1543	2.0631	3310414.7	693	97.7	1
190	1	1	1	3.3235	2.3265	0.3	0	0	0	0.5	1.6456	5.1169	4.8114	2.1718	25538.1	9	28	1
191	1	1	1	4.9984	3.4989	0.3	0	0	0	0.5	1.0007	0.4336	1.7984	5.6099	117086077.9	1296	234.1	1
192	1	1	1	5.6967	3.9877	0.3	0	0	0	0.5	1.2194	6.254	5.6102	1.3885	26569096.8	3754	2099.4	1
193	1	1	1	5.7289	4.0102	0.3	0	0	0	0.5	2.8376	1.1065	3.3456	3.129	79959278.2	23903	474711.6	0
194	1	1	1	5.8436	4.0905	0.3	0	0	0	0.5	2.2644	5.89	4.7248	2.8862	81552694.9	23531	53764.8	0
195	1	1	1	6.3236	4.4265	0.3	0	0	0	0.5	1.0121	4.7059	3.791	2.8184	54302570.2	10654	7281.8	1
196	1	1	1	3.1146	2.1803	0.3	0	0	0	0.5	1.1794	0.1473	4.274	3.365	1002208.5	26	8.7	1
197	1	1	1	3.0427	2.1299	0.3	0	0	0	0.5	1.7805	3.0285	0.5346	2.5332	19445.2	2	37	1
198	1	1	1	2.8838	2.0187	0.3	0	0	0	0.5	0.8979	0.6626	0.4266	2.6738	85376.3	14	4	1
199	1	1	1	3.6292	2.5405	0.3	0	0	0	0.5	2.5532	3.4466	5.3304	2.6004	1820722.4	875	1951.2	1
200	1	1	1	4.3197	3.0238	0.3	0	0	0	0.5	2.9045	0.6116	3.311	2.6903	88964981.1	39943	20802.2	0
201	1	1	1	4.8465	3.3926	0.3	0	0	0	0.5	2.1269	5.7633	2.3736	5.3121	32110906	7330	4030	1
202	1	1	1	3.1309	2.1916	0.3	0	0	0	0.5	2.1873	0.7011	1.4566	2.8909	57651.7	33	133	1
203	1	1	1	5.5723	3.9006	0.3	0	0	0	0.5	0.9652	4.6315	3.6613	2.7916	30077780	579	782.7	1
204	1	1	1	4.8874	3.4212	0.3	0	0	0	0.5	1.0928	5.6983	2.8717	6.2789	3268503.4	220	149.9	1
205	1	1	1	3.2796	2.2957	0.3	0	0	0	0.5	2.5761	1.3664	1.3656	2.2384	106708.3	41	1676.6	1
206	1	1	1	3.8902	2.7231	0.3	0	0	0	0.5	0.5388	5.2953	0.7539	1.8731	379224.1	66	15.1	1
207	1	1	1	4.6014	3.2209	0.3	0	0	0	0.5	0.5671	0.4625	1.7543	4.4508	6656537.6	143	91.6	1
208	1	1	1	5.8208	4.0746	0.3	0	0	0	0.5	1.7111	0.0908	3.7325	4.4296	137889714.9	36833	9976.2	0
209	1	1	1	6.4281	4.4996	0.3	0	0	0	0.5	2.5673	1.8652	4.5029	3.2394	81168006.7	20379	1658419.6	0
210	1	1	1	3.7602	2.6322	0.3	0	0	0	0.5	0.8622	0.4911	1.3854	4.0732	115718.1	20	22	1
